question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,qwen_evqa_eva_clip_base_no_context,qwen_evqa_eva_clip_base_with_context,qwen_evqa_eva_clip_no_p_prime,qwen_evqa_eva_clip_no_p_q_i,qwen_evqa_eva_clip_no_p_q_c,qwen_evqa_eva_clip_no_p_q
Where is this building located?,Germany,['Potsdam'],[],0,Known building dates are in bold text. Non-bold text denotes first known date.,0.8763085603713989,0.14993444085121155,0.04867935553193092,0.049122393131256104,0.21093198657035828,0.17669104039669037,0.2466956079006195
"Along with neal's yard dairy and brindisa, what wholesale business leased space at this market in 1996?","The answer is not provided in the text. The text mentions Borough Market and its events in 2017, but does not list any wholesale businesses that leased space there in 1996, including Neal's Yard Dairy, Brindisa, or any other. Therefore, based on the given information,",['Monmouth Coffee Company'],[],0,"On 3 June 2017, three men launched an attack in central London shortly before 10 pm. A vehicle was driven into pedestrians on London Bridge before crashing near Barrowboy and Banker pub. The attackers subsequently attacked people around the nearby Borough Market. Eight victims were killed and a further 48 people were injured. Five members of the police force were also injured during the incidence. The attackers were Khuram Shazad Butt, Rachid Redouane, and Youssef Zaghba. All of them were shot dead by armed police near Wheatsheaf pub. A total of 46 gunshots was fired during the police operation. The attack lasted for less than 10 minutes. The IS terrorist group claimed responsibility for the attack on the following day. Investigations revealed that the attackers had bought their weapons, which were pink ceramic knives costing £4 each. A court hearing in London revealed that the attackers had taken a large quantities of steroids before launching the attack in London. The steroid was named as dehydroepiandrosterone. The attack came three months after an attacker rammed a vehicle into pedestrians on Westminster Bridge in March 2017. Four people were killed and 50 others were injured in this incident. A police officer who was on duty at the nearby Palace of Westminster, the site of the Parliament of the United Kingdom, was fatally stabbed by the knife-wielding attacker. The perpetrator was shot dead near the Parliament by the police. Data from the Home Office of the United Kingdom showed that the incidence of knife crime has been on the rise in England and Wales since 2014. Knives are mostly used in assault and robbery in England and Wales in the year ending September 2018. The incidence of homicides using knives in 2017-2018 was the highest since 1946 based on another set of data released by the Home Office. While Prime Minister Theresa May has dismissed the correlation between the police numbers and rise of knife crimes, the Home Office Committee has said that the fal",0.2656225264072418,0.0006483145407401025,0.00026874200557358563,0.00029767423984594643,0.00034812139347195625,0.00032711835228838027,0.00025543273659422994
How many flowers can a single shoot of this plant have?,Up to five,['16'],[],0,"Thelymitra juncifolia is a tuberous, perennial herb with a single channelled, dark green thread-like to lance-shaped leaf 150–200 mm (6–8 in) long and 8–10 mm (0.3–0.4 in) wide. There are up to five greyish blue to light blue flowers with relatively large darker blue spots on the dorsal sepal and petals. The flowers are 25–35 mm (0.98–1.4 in) wide and are borne on a flowering stem 200–300 mm (8–10 in) tall. The sepals and petals are 10–13 mm (0.4–0.5 in) long and 5–7 mm (0.2–0.3 in) wide. The column is white or blue, 4–6 mm (0.16–0.24 in) long and about 3 mm (0.1 in) wide. The lobe on the top of the anther is short, yellow or orange with a red or dark purple band on the back and several rows of crowded, finger-like glands. The side lobes have relatively sparse, mop-like tufts of white or bluish hairs. The flowers are usually self-pollinating but sometimes insect pollinated. Flowering occurs from October to December.",0.9302847385406494,0.2903696894645691,0.42300572991371155,0.4336150288581848,0.12612681090831757,0.4014343321323395,0.561331033706665
"Along with heaths, mallee, acacia scrub and sclerophyll forests, in what habitat can this bird be found?",Open forest,['woodlands'],[],0,"This is a list of the wild birds found in Australia including its outlying islands and territories, but excluding the Australian Antarctic Territory. The outlying islands covered include: Christmas, Cocos (Keeling), Ashmore, Torres Strait, Coral Sea, Lord Howe, Norfolk, Macquarie and Heard/McDonald. The list includes introduced species, common vagrants and recently extinct species. It excludes species only present in captivity. 965 extant and extinct species are listed. There have been three comprehensive accounts: the first was John Goulds Birds of Australia, the second Gregory Mathews, and third was the Handbook of Australian, New Zealand and Antarctic Birds (1990-2006). The taxonomy originally followed is from Christidis and Boles, 2008. Their system has been developed over nearly two decades and has strong local support, but deviates in important ways from more generally accepted schemes. Supplemental updates follow The Clements Checklist of Birds of the World, 2021 edition.  This list also uses British English throughout.  Any bird names or other wording follows that convention.",0.2839187979698181,0.0007626183796674013,0.00047556954086758196,0.0028010387904942036,0.002764740027487278,0.0003827625187113881,0.005147684831172228
What is the lower floor of this castle made of?,Stone,['limestone blocks'],[],0,"Except of Lutsk Castle, all buildings are not very far from the current Polish border, though Gothic buildings also can be found in Lviv and Stryi, some of them looking like plastered brick buildings.",0.9884351491928101,0.31200647354125977,0.6084378361701965,0.5540317296981812,0.8095884919166565,0.69305020570755,0.5140618681907654
Who uses this plant as an alternative to illegal psychoactive plants?,Not specified in the text.,['recreational users'],[],0,"Restoration is used as a tool for reducing the spread of invasive plant species many ways. The first method views restoration primarily as a means to reduce the presence of invasive species and limit their spread.  As this approach emphasizes the control of invaders, the restoration techniques can differ from typical restoration projects. The goal of such projects is not necessarily to restore an entire ecosystem or habitat. These projects frequently use lower diversity mixes of aggressive native species seeded at high density. They are not always actively managed following seeding. The target areas for this type of restoration are those which are heavily dominated by invasive species. The goals are to first remove the species and then in so doing, reduce the number of invasive seeds being spread to surrounding areas. An example of this is through the use of biological control agents (such as herbivorous insects) which suppress invasive weed species while restoration practitioners concurrently seed in native plant species that take advantage of the freed resources. These approaches have been shown to be effective in reducing weeds, although it is not always a sustainable solution long term without additional weed control, such as mowing, or re-seeding. Restoration projects are also used as a way to better understand what makes an ecological community resistant to invasion. As restoration projects have a broad range of implementation strategies and methods used to control invasive species, they can be used by ecologists to test theories about invasion. Restoration projects have been used to understand how the diversity of the species introduced in the restoration affects invasion. We know that generally higher diversity prairies have lower levels of invasion. The incorporation of functional ecology has shown that more functionally diverse restorations have lower levels of invasion. Furthermore, studies have shown that using native species functionally similar to inva",0.4470992386341095,0.000593093631323427,0.00028921489138156176,0.0003117309825029224,0.00031436121207661927,0.00029838885529898107,0.0002795969194266945
Did sen'aa'w encompass or exclude this park?,"No, it did not encompass or exclude this park.",['encompassed'],[],0,"HMCS Discovery is a Royal Canadian Navy Reserve division and shore facility based in Vancouver, British Columbia, Canada. Created during World War II from the Vancouver Half Company of the Royal Naval Canadian Volunteer Reserve, Discovery was used for recruitment and training, and provided almost 8,000 personnel during the war. Discovery continued in its training role following the war, and also serves as headquarters for several Reserve and Cadet units. The stone frigate takes its name from HMS Discovery, the ship used by George Vancouver to chart most of North America's north-western coast. Originally based at the Stanley Park Barracks, in 1944 Discovery moved to its current location on Deadman's Island, in Coal Harbour, adjacent to Stanley Park.",0.39730533957481384,0.0006583064678125083,0.000273228099104017,0.000290728232357651,0.00028287828899919987,0.0003159292973577976,0.00027928120107389987
When was this church dedicated?,Not specified in the text.,['1259'],[],0,"Broadwoodwidger is a village and civil parish in the Torridge district of Devon, England. According to the 2001 census it had a population of 548.  The village is just to the north of the A30 road, and is about eight miles east of Launceston in Cornwall, and 13 miles west of Okehampton. Roadford Reservoir, which is also called Roadford Lake, is to the north-east of the village, and the River Wolf passes at the bottom of the hillside on which the village stands. Broadwoodwidger has a church on top of the hill, with views to Brentor and surrounding countryside. There is a village green, phone box, bus shelter and post box. The parish had a small primary school three miles north of the village at Ivyhouse Cross, but it has now been closed down. The church is 15th century, with some 13th-century features such as the tower and chancel. There is also a Norman font, and benches with carvings of curious animals. Broadwoodwidger was from 1876 to 1922 in the Diocese of Truro but was then returned to the Diocese of Exeter. Bishop John Grandisson appropriated the church to Frithelstock Priory in 1333. From 1273 the advowson and manor had been held by the Widger family; they were acquired by the priory by the generosity of the Stapeldons. Bishop Fox augmented the vicarage in 1479. The name derives from broad wood of the Wyger family and is first documented as Brod(e)wode Wyger in 1306. The manor here passed from the Vypund family to the Wygers before 1273. It was earlier known simply as Broad wood, for example it appears as Bradewode in the Domesday Book of 1086.",0.2709323465824127,0.0006486127385869622,0.00028465985087677836,0.0003157525497954339,0.0002929108450189233,0.0003079655289184302,0.00030288530979305506
What type of landform is this mountain?,Mountain range,['mountain'],[],0,"Most foothills of the Pyrenees are on the Spanish side, where there is a large and complex system of ranges stretching from Spanish Navarre, across northern Aragon and into Catalonia, almost reaching the Mediterranean coast with summits reaching 2,600 m (8,500 ft). At the eastern end on the southern side lies a distinct area known as the Sub-Pyrenees. On the French side the slopes of the main range descend abruptly and there are no foothills except in the Corbières Massif in the northeastern corner of the mountain system.",0.9415968060493469,0.0011913174530491233,0.026406019926071167,0.011412866413593292,0.004361561965197325,0.0003640557115431875,0.0078901881352067
"Who discovered this plant, agave deserti var. simplex?","Not applicable — the plant in the image is *Hesperoyucca whipplei*, not *Agave deserti var. simplex*. The discovery of *Agave deserti var. simplex* is not documented in the provided text.",['Reveal'],[],0,"Hesperoyucca whipplei (syn. Yucca whipplei), the chaparral yucca, our Lord's candle, Spanish bayonet, Quixote yucca or foothill yucca, is a species of flowering plant closely related to, and formerly usually included in, the genus Yucca. It is native to southwest communities of North America.",0.24874699115753174,0.0006967407534830272,0.0002624011249281466,0.00028660340467467904,0.0003196097968611866,0.0003190389834344387,0.0002620616287458688
In what year was this bird supposed to be illustrated on an australia post 45c pre-stamped envelope?,1999,['1999'],[],1,"The bird was intended to be illustrated on an Australia Post 45c pre-stamped envelope released on 12 August 1999; however, a superb fairywren was mistakenly illustrated instead.",0.9776642918586731,0.7650393843650818,0.7695356607437134,0.6921181678771973,0.8918670415878296,0.6591255068778992,0.8714014291763306
"What part of this plant can have three, seven, or nine lobes?",leaves,['leaves'],[],1,The following subspecies are listed in the Catalogue of Life: T. t. asperifolia T. t. seramensis T. t. siberutensis T. t. javanica T. t. rotundata T. t. tricuspidata T. t. flavofila T. t. strigosa T. t. tomentosa,0.8378891944885254,0.4250984191894531,0.2938340902328491,0.31537336111068726,0.36462220549583435,0.24788227677345276,0.4333555996417999
In what month of 2008 did this church reopen for weekend masses?,June,['August'],[],0,"In 1926, the archdiocese hosted the 28th International Eucharistic Congress.",0.816696286201477,0.19199438393115997,0.14665445685386658,0.09761183708906174,0.2686384320259094,0.04949362203478813,0.17634867131710052
How many degrees does the subway line curve south of this subway station?,0 degrees — it does not curve; it continues straight south along Yonge Street.,['90'],[],0,"Bloor–Yonge is a subway station on Line 1 Yonge–University and Line 2 Bloor–Danforth in Toronto, Ontario, Canada. Located in Downtown Toronto, under the intersection of Yonge Street and Bloor Street, it is the busiest subway station in the system, handling over 200,000 passengers on an average weekday. Wi-Fi is available at this station.",0.4026338458061218,0.0006311508477665484,0.0002605836489237845,0.0002811937010847032,0.00029530658503063023,0.00030868250178173184,0.0002635089913383126
What part of nevada does this plant grow?,western Nevada,['southern'],[],0,"The form of the plant is somewhat straggly vertical branches reaching 2–4 feet (1.5 m), and not always a wide, full shrub. The leaves are small to 1½ in and about the same in width, and finely toothed. The leaves are a medium yellow green, hairy-surfaced, and elliptical to ovoid in shape. The flower is a pale white, hence the name paleface, or pale light lavender to light pink. The petals can be rice paper thin, and on some plants nearly translucent; the flower petals are broad and roundish, also overlapping; the entire flower is a broad cup shape. One vertical branch will often have a terminal flower, and axial flowers along the branch. The flowers will bloom depending on seasonal temperatures starting in January to the end of late summer/fall in October. The plant can be found in desert washes, also rocky slopes, and mesas, up to 2,000 feet (610 m) elevation. In the southwest Arizona deserts in the western Sonoran Desert, it can be found in the desert washes with desert lavender which has a similar color and shaped leaf; the desert lavender often blooms before Rock Hibiscus.",0.9550784826278687,0.03208343684673309,0.018439333885908127,0.1835041642189026,0.09202439337968826,0.007452967576682568,0.03817443177103996
What does the name of this cemetery mean?,Tile factory,['tile factory'],[],1,"This cemetery's name means ""tile factory"", as it was begun in the grounds of a tile works in 1915. The chimneys of the tile works were very visible and provided a means for the opposing side to calibrate their shells. This led to the cemetery itself being heavily shelled and the sites of most of the original graves were lost. Most of the gravestones are positioned around the edges of the otherwise empty-looking cemetery, and are marked ""known to be buried in this cemetery"", with the default additional phrase ""Their glory shall not be blotted out"", a line suggested by Rudyard Kipling.",0.9626976251602173,0.1208292692899704,0.19393925368785858,0.561009407043457,0.14614559710025787,0.1742648333311081,0.23653218150138855
What can the stems of this plant exceed half a meter in?,height,['height'],[],1,"It is an annual, but sometimes grows as a perennial, growing up to 15–60 cm (5.9–23.6 in) tall on unbranched stems. It has lobed leaves, which form a rosette at the base of the plant. They are 2–9 cm (0.79–3.54 in) long and 1–3 cm (0.39–1.18 in) wide. It blooms in summer, between May to September in the UK, and between April to August in China. The flowers are yellow, with oblong sepals and longer, obovate petals. Later, it produces a fruit capsule, long cylindrical with a short beak. It contains 2 rows of yellow brown seeds, which are ovoid or ellipsoid shaped.",0.9204273223876953,0.548560380935669,0.6197801828384399,0.6501694321632385,0.7217880487442017,0.7102621793746948,0.6812596917152405
What does the chocolate-purple center of this flower do to its common name?,It makes it look like a black-eyed Susan.,['inspires'],[],0,"Thunbergia is a genus of flowering plants in the family Acanthaceae, native to tropical regions of Africa, Madagascar and southern Asia. Thunbergia species are vigorous annual or perennial vines and shrubs growing to 2–8 m tall. The generic name honours the Swedish naturalist Carl Peter Thunberg (1743-1828). Its members are known by various names, including thunbergias and clockvine. Thunbergia on its own usually refers to Thunbergia grandiflora, while Thunbergia alata is often known as black-eyed Susan vine or just black-eyed Susan (not to be confused with other flowers called black-eyed Susan). Orange clockvine is the name of Thunbergia gregorii. Thunbergias are frequent garden escapes, becoming invasive species; T. grandiflora, T. fragrans, and T. laurifolia are considered weeds in Australia.",0.8867003321647644,0.0007039865595288575,0.00029585722950287163,0.0002882772823795676,0.00026801173225976527,0.0003312833432573825,0.0003387083997949958
How is this plant regarded in southern australia?,Not commonly grown.,['a potential environmental weed'],[],0,"Kniphofia northiae, the giant red-hot poker, is a species of flowering plant in the family Asphodelaceae, native to the Eastern Cape of South Africa. Growing to 1.7 m (5.6 ft) tall, it is a robust evergreen perennial with handsome curved leaves resembling an aloe. In spring and summer the stout central stem bears oval flowerheads consisting of many tubular florets packed closely together. Green in bud, the flowers open to a muted red and fade from the base to yellow and brown, thus giving the appearance of a red-hot poker. K. northiae is found above 300 m (980 ft) in the mountain grassland of the Drakensberg from the Eastern Cape to KwaZulu-Natal. This species is named after the English botanical artist Marianne North. K. northiae is valued in horticulture for its architectural qualities. It is hardy down to −10 °C (14 °F). Slightly larger and more tender than its cousin K. rooperi it favours milder locations such as the south west coast of England. It requires a situation in full sun, which is reliably moist but well-drained. It has gained the Royal Horticultural Society’s Award of Garden Merit.",0.792277991771698,0.0008030935423448682,0.00027339093503542244,0.00033678513136692345,0.00029651037766598165,0.0003121964691672474,0.0003081532195210457
What kind of growing season does this plant have?,Short,['short'],[],1,"Burroughs Mountain is renowned for its accessible variety of alpine tundra plants including sedges (Cyperaceae), Saxifraga, Dwarf lupine (Lupinus lepidus), Luetkea, Antennaria, Koenigia davisiae, Alpine yellow fleabane (Erigeron aureus), Tundra Aster (Oreostemma alpigenum), Empetrum nigrum, Arenaria lateriflora, and more.",0.9713900685310364,0.35036274790763855,0.35697486996650696,0.555194079875946,0.6166120767593384,0.36906102299690247,0.46942952275276184
What is the name of the this temple's april festival?,Maha Ganapathi festival,['Kalabhaabhishekam'],[],0,"The two main places of Hindu worship in Kudavattor are the Sivastha Temple dedicated to Lord Shiva and the Chirakarakonnam Parabrahmam Temple dedicated to Lord Vishnu. Besides,""Kaavus"" ,are also common in the village. Famous Sree Mahaganapathy Temple is situated near to Kudavattoor. Centuries old, the site is the location of the most important Maha Ganapathi Temple in the state of Kerala.  It allows admittance to non-Hindus. This temple is dedicated to the family of Lord Shiva and is located in Kottarakkara, 25 kilometres (16 mi) from Kollam.",0.9796187877655029,0.017529230564832687,0.0014663138426840305,0.0003807700995821506,0.00026734816492535174,0.000326357054291293,0.012258324772119522
"Along with fundraising, what was this park the result of?",Community effort,['advocacy'],[],0,"Baiju Bhatt, Robinhood co-founder Kyle Crockett, Cleveland Indians baseball player Kitty O'Brien Joyner, NASA's first female engineer Chad Pinder, Oakland Athletics baseball player",0.9860819578170776,0.004650035407394171,0.030619043856859207,0.03309659659862518,0.005862622521817684,0.0012797802919521928,0.08829084783792496
What are the hairs of this plant at right angles to?,stem,['the main stem'],[],0,"Myosotis species have pentamerous actinomorphic flowers with 5 sepals and petals. Flowers are typically 1 cm in diameter or less; flatly faced; coloured blue, pink, white or yellow with yellow centres; and born on scorpioid cymes. They typically flower in spring or soon after the melting of snow in alpine ecosystems. They are annual or perennial. The foliage is alternate, and their roots are generally diffuse. The seeds are contained in small, tulip-shaped pods along the stem to the flower. The pods attach to clothing when brushed against and eventually fall off, leaving the small seed within the pod to germinate elsewhere. Seeds can be collected by placing a sheet of paper under stems and shaking the seed pods onto the paper. Myosotis scorpioides is also colloquially denominated scorpion grass because of the spiraling curvature of its inflorescence.",0.9474284052848816,0.08776595443487167,0.4416159391403198,0.2541627883911133,0.3900364637374878,0.2335115224123001,0.4407954514026642
What icelandic body voted to protect this reservoir?,The Icelandic Parliament (Althingi),['parliament'],[],0,"The dams have been the frequent subject of protests by environmentalists for many reasons. The area is within the second largest (formerly) unspoiled wilderness in Europe and covers about 1,000 square kilometres (390 sq mi) in total and the rivers that supply water to the project are part of Europe's largest glacier, Vatnajökull. The project as a whole has also been criticised heavily in the book Draumalandið and subsequent 2009 documentary Dreamland. About 70% of the workforce was composed of foreign workers. For the construction of Kárahnjúkar Hydropower Plant in East Iceland, five dams in two glacial rivers created three reservoirs, that together flooded over 440,000 acres of unspoilt Highland territory. The megastructure is on a scale like nothing the nation has seen before or since and, as such, has been a constant source of protest and controversy due to the landscapes irretrievably lost. The total affected area according to the environmental impact assessment, outlines that a total of 3,000 sq km or 741,316 acres were affected by the project's construction.  That is approximately 3% of Iceland's total land mass.",0.9229326844215393,0.0026124187279492617,0.00039336326881311834,0.0006266389973461628,0.0002809474244713783,0.0003156751627102494,0.0033288034610450268
What color are the fissures on the bark of this tree?,Not specified in the text.,['orange'],[],0,"Parasitic fungi derive some or all of their nutritional requirements from plants, other fungi, or animals. Unlike mycorrhizal fungi which have a mutualistic relationship with their host plants, they are pathogenic. For example, the honey fungi in the genus Armillaria grow in the roots of a wide variety of trees, and eventually kill them. They then continue to live in the dead wood, feeding saprophytically. Fungal infection (mycosis) is widespread in animals including humans; it kills some 1.6 million people each year. Microsporidia are obligate intracellular parasitic fungi that can also be hyperparasites. They largely affect insects, but some affect vertebrates including humans, where they can cause the intestinal infection microsporidiosis.",0.5118616223335266,0.0006099754828028381,0.00027825424331240356,0.0002991097280755639,0.0002854953345376998,0.0003252782626077533,0.00030030726338736713
What kind of name is this plant?,Common name,['common'],[],0," trees are planted here and eucalyptus has been introduced. The rich delta soil is used for the cultivation of grapes, vegetables and flowers. The papyrus reeds that used to line the river are now restricted to the far south of the country, as are the crocodiles and hippopotamuses that also used to be plentiful. Large parts of the Western Desert are completely devoid of vegetation. The plants that do grow are adapted to the arid conditions and tend to be small and wiry, have small, leathery leaves, long shallow roots to exploit any available water, prickles or thorns to deter herbivores, and sometimes thick stems or leaves to store water. They include acacia trees, palms, succulents, spiny shrubs, and grasses. Some plants adopt an ephemeral life style, sprouting or springing into life when rain falls, rapidly reaching the flowering stage and producing long-lived durable seed. In depressions in the Western Desert, some plant communities are dominated by Zygophyllum album, Nitraria retusa and Tamarix nilotica. In the Siwa Oasis there are small lakes, reedbeds dominated by Phragmites australis and Typha domingensis, and saltmarshes with Arthrocnemum macrostachyum, Juncus rigidus, Alhagi maurorum, Cladium mariscus and Cressa cretica. In the mountains of the Eastern Desert grows the tree Balanites aegyptiaca, the open patchy woodland being remnants of forests that used to cover this region. In the Gulf of Suez coastal area the rainfall is supplemented by condensation from clouds. Water may ooze from cracks, flow down runnels and collect in potholes. Here mosses, ferns and various vascular plants grow, and Ficus pseudosycamorus and stunted date palms grow from cracks. The flora of the Sinai Peninsula mountains is very varied and is largely of Irano-Turanian origin. Here soil and plant litter accumulates in crevices and depressions in the rock and provides anchorage for roots. The commonest plant is Artemisia inculta, and rocky slopes support shrubs, semi-shrubs and trees.",0.9482064247131348,0.004704745020717382,0.016917942091822624,0.009710480459034443,0.0011638846481218934,0.006307956296950579,0.02305794321000576
How big is this insect?,Small,['small'],[],1,"Austroagrion is a genus of damselflies belonging to the family Coenagrionidae. Species of Austroagrion are small damselflies; males are black with blue or green markings while females are paler.  Austroagrion occurs in Papua New Guinea, New Caledonia and Australia.",0.978679358959198,0.6391918659210205,0.7799486517906189,0.8056281805038452,0.8783907294273376,0.7542490363121033,0.8948280215263367
"What are tilia americana, beech, elm, ostrya virginiana, maple, oak, poplar, walnut and willow to this plant?","These are all tree species that may be hosts for the larvae of Charadra deridens, though beech is specifically noted as a primary host.",['hosts'],[],0,"Charadra deridens (laugher or marbled tuffet moth) is a moth of the family Noctuidae. It is found in Ontario, Quebec, New Brunswick, Nova Scotia, Prince Edward Island, British Columbia, Saskatchewan and Manitoba in Canada, through most of the United States except the south-western states. The wingspan is 38–48 mm. Adults are on wing from May to August in the north. They have an extended season in Florida. The larvae feed on the leaves of beech. Other recorded hosts include birch, elm, maple and oak.",0.940453052520752,0.0006162081845104694,0.0002719027688726783,0.000284939247649163,0.0003041431773453951,0.00031227327417582273,0.0002592291566543281
Which subspecies of this bird has been observed near the Australian Capital Territory?,Not specified in the provided text.,['A. p. pusilla'],[],0,"Christidis, L., and W.E. Boles. 1994. The taxonomy and species of Birds of Australia and its territories. R.A.O.U. Monograph 2: 1–112. del Hoyo, J.; Elliot, A. & Christie D. (editors). (2007). Handbook of the Birds of the World. Volume 12: Picathartes to Tits and Chickadees. Lynx Edicions. ISBN 978-84-96553-42-2 Mason, Ian J. & Schodde, Richard. 1999. The Directory of Australian Birds: Passerines. ISBN 978-0-643-06456-0 Sibley, C.G., and J.E. Ahlquist. 1990. Phylogeny and Classification of Birds: A Study in Molecular Evolution. Yale Univ. Press, New Haven, CT. ISBN 978-0-300-04085-2",0.45166879892349243,0.0005931165651418269,0.00027442118152976036,0.00028916914016008377,0.0002941298298537731,0.0003109233803115785,0.0002634648117236793
this moth has a what reaching 30–45 mm?,wingspan,['wingspan'],[],1,"Pohl, Greg; Patterson, Bob; Pelham, Jonathan (2016). Annotated taxonomic checklist of the Lepidoptera of North America, North of Mexico (Report). doi:10.13140/RG.2.1.2186.3287.",0.9113484621047974,0.49815845489501953,0.5898586511611938,0.5189396142959595,0.6515243053436279,0.41884714365005493,0.5539267659187317
In what country is this palace located?,Spain,['Spain'],[],1,"The Palace of Charles V is a Renaissance building in Granada, southern Spain, inside the Alhambra, a former Nasrid palace complex on top of the Sabika hill. Construction began in 1527 but dragged on and was left unfinished after 1637. The building has never been a home to a monarch and stood roofless until 1967. Today, the building also houses the Alhambra Museum on its ground floor and the Fine Arts Museum of Granada on its upper floor.",0.9906345009803772,0.8973308801651001,0.6667883992195129,0.8973379731178284,0.8896897435188293,0.6034201383590698,0.9548197388648987
What kind of herb is this herb?,Chickweed,['perennial'],[],0,"It is a rhizomatous perennial herb producing branching stems which are prostrate, sprawling, trailing, or erect, and reach up to about 90 centimeters long. The stems are four-angled, weak, and hairless. It is lined with pairs of linear or lance-shaped leaves, each 1–4 centimetres (0.4–1.6 in) long. The leaves are smooth-edged and hairless except for some hairs lining the bases. The inflorescence bears several flowers, each on a short pedicel. The flower has five pointed green sepals each a few millimeters long which are usually lined with hairs. There are five white petals, each so deeply lobed it appears to be two. The seeds are reddish brown in colour and are 1 millimetre (0.04 in) in diameter. It bears 10 stamens.",0.33354702591896057,0.072350412607193,0.019363094121217728,0.02990288846194744,0.0035334911663085222,0.00352863734588027,0.023998774588108063
The highest point of this commune is 32 meters above what?,sea level,['sea level'],[],1,"The tidal range in King George Sound (including Princess Royal Harbour and Oyster Harbour) is 0.4 metres (1 ft) with spring tidal range of 1.1 metres (4 ft). Tidal levels can remain static for periods of time. Semi-diurnal tides are frequent and diurnal tides are occasional. The temperature of the water in the sound is slightly different from that of the open sea. The salinity level within the Sound remains relatively constant ranging between 34.8 and 35.5 '‰', the lower levels occurring during heavy winter rain events when large volumes of freshwater enter the sound from the King and Kalgan rivers. The Leeuwin Current exerts some influence in the sound as it flows eastwards along the continental shelf in the main part of the sound.",0.9509959816932678,0.38232505321502686,0.4675443470478058,0.4008987843990326,0.398106187582016,0.42934009432792664,0.09870375692844391
What size is this bird?,Large,['medium'],[],0,"This gull is a large bird, being close in size and shape to the closely related Western gull (L. occidentalis). It measures 50–68 cm (20–27 in) in length and 120–150 cm (47–59 in) in wingspan, with a body mass of 730–1,690 g (1.61–3.73 lb). It weighs around 1,010 g (2.23 lb) on average. Among standard measurements, the wing chord is 39.2 to 48 cm (15.4 to 18.9 in), the bill is 4.6 to 6.4 cm (1.8 to 2.5 in) and the tarsus is 5.8 to 7.8 cm (2.3 to 3.1 in). It has a white head, neck, breast, and belly, a white tail. The silver-gray wings and back form the mantle, which is darker than that of the Glaucous gull and paler than the Herring gull and Western Gull. The primary flight feathers (wingtips) are grey, usually the same shade as the mantle. Its legs are pink and the beak is yellow with a red subterminal spot (the spot near the end of the bill that chicks peck in order to stimulate regurgitative feeding). The irises are typically dark, and surrounded by pink orbital skin. The forehead is somewhat flat. During the winter, the head and nape is darker with a varied smudged or mottled pattern, and the bill colour becomes duller, often with dark markings near the tip. Young birds are brown or gray with black beaks, and take four years to reach adult plumage.",0.7931213974952698,0.5489949584007263,0.37477606534957886,0.7134786248207092,0.355550616979599,0.3798663914203644,0.03818712756037712
What type of rocky areas does this plant prefer?,It prefers rocky areas with good drainage.,['slopes'],[],0,"Blue grama has the widest distribution of all grama grasses. It will grow on most soil types, and readily adapts to local conditions. It can be found as far north as Alberta, and as far south as Mexico. It is present in most of the Midwestern United States, extending east to Missouri and Texas, and as far west as Southern California. It has been introduced to some eastern states, as well as South America.",0.9790128469467163,0.0005910368054173887,0.0002685975341591984,0.00032828899566084146,0.00026926727150566876,0.0003166490641888231,0.0002816363703459501
What shape are the leaves of this tree?,Ovate to lanceolate,['cordate'],[],0,"Ficus arnottiana, commonly known as the Indian rock fig, is a species of fig tree, native to India. Indian rock fig is a tree which is commonly mistaken for peepal (Ficus religiosa).  One of the common ways of recognizing Ficus arnottiana from Ficus religiosa is to examine the color of the leaf-stalk and the veins which are bright pink to red in color. The leaf tips of F. religiosa are tapering, acuminate and long as against the leaf tips of F. arnottiana which are pointed and acuminate but not long.",0.211009219288826,0.0009273545001633465,0.0007470552227459848,0.0006571339326910675,0.0017247807700186968,0.0003176598693244159,0.012575849890708923
What school system's core curriculum is closely tied to this museum's educational programs?,Utah State System of Higher Education,['public'],[],0,"The Bonneville Shoreline Trail is a mixed use (biking/hiking) recreation trail in Utah that roughly follows the shoreline of the ancient Lake Bonneville, a prehistoric pluvial lake which existed in northern Utah before naturally draining about 14,000 years ago. Some sections of the trail are complete while other parts are still being developed. The Bonneville Shoreline Trail hopes to one day stretch from the Idaho border (north of Logan, Utah) and run southward all the way to Nephi, Utah. While the planned termini are 150 miles (240 km) apart, the trail will weave in and out of many canyons of the Wasatch Mountains, totaling 305+ miles of dirt and paved trails. Passing near the large population centers of the Wasatch Front, the planned trail is located within 20 miles (32 km) of 80% of the population of Utah. Although conceptual plans for the Bonneville Shoreline Trail date from 1990 as a way to connect and preserve existing trails in the Wasatch Front, construction has been spurred on by the trail's recognition in 1999 as a Millennium Legacy Trail. As of 2016, several noncontinuous sections of the planned trail had been completed, totaling about 107 miles (172 km); however, there are plans to refurbish some completed areas as they are being connected and the length is extended. Much of the trail's construction is organized by county and city-level groups, through a combination of governmental, public, and private means. The U.S. Forest Service also provides management for construction and maintenance of the sections of the trail in the Uinta-Wasatch-Cache National Forest.",0.5329871773719788,0.0006746211438439786,0.00029073155019432306,0.0004993024631403387,0.0002941929269582033,0.00031311484053730965,0.00048958754632622
