question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_evqa_eva_clip_base_no_context,llava_evqa_eva_clip_base_with_context,llava_evqa_eva_clip_no_p_prime,llava_evqa_eva_clip_no_p_q_i,llava_evqa_eva_clip_no_p_q_c,llava_evqa_eva_clip_no_p_q
"In addition to its wings and antennae, what part of this butterfly is orange?",Wings,['upper body'],[],0,"Thymelicus is a Palearctic genus in the skipper butterfly family, Hesperiidae. The genus is the only member of the tribe Thymelini, but many skipper butterflies are yet to be assigned to tribes, so this might change eventually.",0.7239620089530945,0.24434302747249603,0.21051561832427979,0.25150424242019653,0.0842893123626709,0.5862209796905518,0.15685012936592102
When was this moth first described?,1844,['1862'],[],0,"Calesia dasyptera is a moth of the family Noctuidae first described by Vincenz Kollar in 1844. It is found in Asia, including Taiwan, India and Sri Lanka.",0.7264849543571472,0.6941295266151428,0.824701726436615,0.79865962266922,0.49123695492744446,0.6360189318656921,0.5440394282341003
What part of a coniferous forest is this plant often found?,Understory,['understory'],[],1,"Goodyera oblongifolia is a species of orchid known by the common names western rattlesnake plantain and giant rattlesnake plantain. It is native to much of North America, particularly in the mountains of the western United States and Canada, from Alaska to northern Mexico, as well as in the Great Lakes region, Maine, Quebec and the Canadian Maritime Provinces. Goodyera oblongifolia is most commonly found in mountain forests, often in the understory of conifers. This orchid forms a patch of broad lance-shaped to oval-shaped leaves at the ground, each 4 to 9 centimeters long. The leaf is dark green and in this species the midrib is streaked with white. The netlike veining on the leaf is also white, but not as thick as the midrib stripes. The plant produces an erect inflorescence up to about 30 centimeters tall. The top of the inflorescence has many white orchid flowers which may all face the same direction on the stalk, or be spirally arranged about it. The common name stems from the leaves, which have marks resembling snakeskin; the plant is also said to have been used to treat snakebites.",0.803034245967865,0.4627710282802582,0.6190522909164429,0.6677347421646118,0.3996982276439667,0.5255845785140991,0.2618653178215027
What kind of wingbeats does this bird have?,Flapping,['regular'],[],0,"Hexhamshire Moors  is a Site of Special Scientific Interest covering an extensive area of moorland in the Wear Valley district of north-west County Durham and the Tynedale district of south-west Northumberland, England. It is a broadly rectangular area, occupying most of the upland between the valleys of the River East Allen to the west and Devil's Water to the east. The southern part of the site shares boundaries with the Muggleswick, Stanhope and Edmundbyers Commons and Blanchland Moor SSSI to the east and is separated from the Allendale Moors SSSI only by a very narrow strip of the East Allen valley. The area has one of the largest expanses of blanket bog and heathland in northern England. Acid bogs occur in the vicinity of the numerous flushes that drain the moorland plateau, and localised patches of acid grassland have developed in areas that are regularly grazed by sheep. Floristically, much of the area is species-poor, but there are small populations of some nationally scarce species, including bog orchid, Hammarbya paludosa, which is found on the blanket peat, and forked spleenwort, Asplenium septentrionale, whose presence at one locality in the Northumberland part of the site is, to date, the only known record for that county. The site's principal importance lies in its nationally important breeding populations of birds: three species—merlin, Eurasian golden plover and short-eared owl—are listed in Annex 1 of the European Commission's Birds Directive as requiring special protection and several others, including red grouse, Eurasian curlew, common redshank, Eurasian oystercatcher and dunlin, are listed in the United Kingdom's Red Data Book (Birds). Much of the moorland heath also supports a rich assemblage of invertebrates, including several scarce species of ground beetle, Carabidae. The site is within the North Pennines Area of Outstanding Natural Beauty.",0.12062680721282959,0.024021578952670097,0.023826520889997482,0.10424678772687912,0.0511365570127964,0.01497239526361227,0.07770340144634247
What city did the romans build on the site of this archaeological site?,Rome,['Sala Colonia'],[],0,"The Roman urban plan was based on a layout of streets forming a symmetrical grid, with those that ran northwest-southeast and northeast-southwest intersecting the two main axes of the city, the Cardo Maximus and the Decumanus Maximus. The streets were paved with large irregular slabs of slate, with the sewers flowing beneath them. The Cardo Maximus actually corresponded to the urban course of the Via Augusta. Its layout has been preserved in the current plan, running from the Sevilla Gate to the Córdoba Gate, as shown by the discovery of part of the ancient road at the current site of Calle Prim and Plaza de Arriba. The upper Decumanus started at the Moron Gate and followed a path still not well defined as of 2012, crossing the current Plaza de Arriba to the northwest gate near the Postigo.",0.9762404561042786,0.1352483630180359,0.05920010805130005,0.13250669836997986,0.14750877022743225,0.2912479639053345,0.11394991725683212
What said that hans christian andersen wrote the little match girl at this palace?,Legend,['Legend'],[],1,"Gråsten  was in its first edition a small hunting castle built in the middle of the 16th century.  The  south wing of the present-day main house is believed to be built on the site of the second structure, that was built in 1603 to replace a hunting lodge which had been destroyed in a fire in the middle of the 16th century.  After about three and a half succeeding centuries of ownership by Danish nobles, Gråsten Slot was taken over by the State, extensively restored, and by 1935, it was the summer residence for then-Crown Prince Frederik, later King Frederik IX, and Crown Princess Ingrid, later Queen Ingrid, who adored the palace until her death in November 2000.  It is the usual venue for the royal family's official summer photo shoot. In November 1845, Hans Christian Andersen visited Duke Christian August II at Gråsten Castle. Legend had it that Gråsten Palace was where Andersen wrote The Little Match Girl, during his visit. However that is not the case.  Andersen wrote it when he visited Augustenborg Palace.",0.3097924292087555,0.2397601157426834,0.5448610186576843,0.6429863572120667,0.43206316232681274,0.4439823031425476,0.38634544610977173
Who were the 4th and 5th floors of the parti pris of this building leased to?,Bacardi,['customs brokers and trading companies'],[],0,"In an attempt to keep up with fast developing cultural styles abroad, Cuba was quick to follow the trend of Art Nouveau and Art Deco architecture at the beginning of the 20th Century. Art Nouveau, which translates from French as 'new' art, was an ornamental style of architecture that become immensely popular in Europe at the Turn of the century. The style was first introduced in Cuba due to the 1905 Paris Exhibition. Art Deco inspiration was soon to follow, becoming a stylistic choice for both public and residential designs by private Architects in Cuba, particularly in the 1930s. A key example of this is The Bacardi Building, located in Havana, which is celebrated as an iconic building that draws inspiration from the Art Deco period. The result of an architectural design competition, the building is characterised by its marble and red granite facade. The Bacardi Building was also the very first skyscraper to be built in the city of Havana.",0.43859443068504333,0.22225245833396912,0.18222908675670624,0.26157915592193604,0.09970521181821823,0.2987006604671478,0.07663094997406006
What does this plant not like?,Cold,['lime'],[],0,"Rotala indica is a species of flowering plant in the loosestrife family known by the common name Indian toothcup. It is native to Southeast Asia. This aquatic plant is best known as a popular aquarium plant and as a weed of rice fields. It is known as an introduced species and a weed in rice-growing regions in Congo, Italy, and Portugal, and California and Louisiana in the United States. The stems of the plant grow up to 30 or 40 cm long. Leaves are decussate, arranged oppositely in perpendicular pairs along the stems. The leaves are oval with thick, whitish, cartilaginous margins and measure up to 2 cm long. Flowers occur in leaf axils singly or in short, spikelike inflorescences. Each has four triangular sepals and four tiny pink petals.",0.30581745505332947,0.008014874532818794,0.03218517825007439,0.06373996287584305,0.034164588898420334,0.012892819941043854,0.07294592261314392
When was this building constructed?,1500,['1672AD'],[],0,"In English architecture the arch is often known as a Tudor arch, as it was a common architectural element during the reigns of the Tudor dynasty (1485–1603), though its use predates 1485 by several decades, and from about 1550 it was out of fashion for grand buildings.  It is a blunted version of the pointed arch of Gothic architecture, of which Tudor architecture is the last phase in England. The Tudor arch was especially used for doorways, where it gives a wide opening without taking too much space above, compared to a more pointed Gothic arch. In Tudor architecture of the grander sort it is so used when the window openings are rectangular, as for example at Hampton Court Palace. In such cases it can be even flatter than usual, and may not be four-centered in terms of geometry, with some of the upper edges effectively straight. A notable early example is the west window of Gloucester Cathedral. There are three royal chapels and one chapel-like Abbey which show the style at its most elaborate: King's College Chapel, Cambridge; St George's Chapel, Windsor; Henry VII's Chapel at Westminster Abbey, and Bath Abbey. However, numerous simpler buildings, especially churches, built during the wool boom in East Anglia, also demonstrate the style. When employed to frame a large church window, it lends itself to very wide spaces, decoratively filled with many narrow vertical mullions and horizontal transoms. The overall effect produces a grid-like appearance of regular, delicate, rectangular forms with an emphasis on the perpendicular, characteristic of the style, known as Perpendicular Gothic in England, of the 15th and early 16th centuries.  This is very similar to contemporary Spanish style in particular. In buildings such as Hampton Court the Tudor arch is found together with the first appearance of  Renaissance architecture in England, much later than in Italy.  In the later period it is generally only used for major decorative windows, perhaps in an oriel window, or a b",0.03736293688416481,0.022321199998259544,0.11594187468290329,0.07534340769052505,0.013876509852707386,0.022131744772195816,0.10747464001178741
What has been done with the alkaloids in this plant?,Medicinal,['isolated'],[],0,"Plants that produce toxins are referred to as poisonous plants. Plants that cause irritation on contact are also described as ""poisonous"". The toxins in poisonous plants affect herbivores, and deter them from consuming the plants. Plants cannot move to escape their predators, so they must have other means of protecting themselves from herbivorous animals. Some plants have physical defenses such as thorns, spines and prickles, but by far the most common type of protection is chemical. Over millennia, through the process of natural selection, plants have evolved the means to produce a vast and complicated array of chemical compounds to deter herbivores. Tannin, for example, is a defensive compound that emerged relatively early in the evolutionary history of plants, while more complex molecules such as polyacetylenes are found in younger groups of plants such as the Asterales. Many of the known plant defense compounds primarily defend against consumption by insects, though other animals, including humans, that consume such plants may also experience negative effects, ranging from mild discomfort to death. Many of these poisonous compounds also have important medicinal benefits. The varieties of phytochemical defenses in plants are so numerous that many questions about them remain unanswered, including: Which plants have which types of defense? Which herbivores, specifically, are the plants defended against? What chemical structures and mechanisms of toxicity are involved in the compounds that provide defense? What are the potential medical uses of these compounds? These questions and others constitute an active area of research in modern botany, with important implications for understanding plant evolution and medical science. Below is an extensive, if incomplete, list of plants containing one or more poisonous parts that pose a serious risk of illness, injury, or death to humans or domestic animals. There is significant overlap between plants considered poisonous and ",0.16878917813301086,0.0009030573419295251,0.005250603426247835,0.015407977625727654,0.0478113517165184,0.0572330504655838,0.016423432156443596
What is this cathedral?,Orthodox,['a Romanian Orthodox cathedral'],[],0,"List of Orthodox Archbishops of Alba Iulia of the Metropolis of Transylvania, Romanian Patriarchate: 1975-1990: Emilian Birdaș 1990-2011: Andrei Andreicuț din 2011: Irineu Pop From 1921 to 1948, the Diocese of the Romanian Army was headquartered at Alba Iulia.",0.6017409563064575,0.021707169711589813,0.006852647289633751,0.016511807218194008,0.010365353897213936,0.015129094943404198,0.018640704452991486
In what year did this organization run a crowd funding campaign?,2014,['2018'],[],0,"The discovery of a hitherto unsuspected extinct group of large marine reptiles generated much publicity, capturing the imagination of both scientists and the public at large. People were fascinated by the strange build of the animals, especially the large scleral rings in the eye sockets, of which it was sometimes erroneously assumed these would have been visible on the living animal. Their bizarre form induced a feeling of alienation, allowing people to realise the immense span of time passed since the era in which the ichthyosaur swam the oceans. Not all were convinced that ichthyosaurs had gone extinct: Reverend George Young found a skeleton in 1819 at Whitby; in his 1821 description, he expressed the hope that living specimens could still be found. Geologist Charles Lyell to the contrary, assumed that the Earth was eternal so that in the course of time the ichthyosaur might likely reappear, a possibility lampooned in a famous caricature by De la Beche. Public awareness was increased by the works of the eccentric collector Thomas Hawkins, a pre-Adamite believing that ichthyosaurs were monstrous creations by the devil: Memoirs of Ichthyosauri and Plesiosauri of 1834 and The Book of the Great Sea-Dragons of 1840. The first work was illustrated by mezzotints by John Samuelson Templeton. These publications also contained scientific descriptions and represented the first textbooks of the subject. In the summer of 1834, Hawkins, after a taxation by William Buckland and Gideon Mantell, sold his extensive collection, then the largest of its kind in the world, to the British Museum. However, curator Koenig quickly discovered that the fossils had been heavily restored with plaster, applied by an Italian artist from Lucca; of the most attractive piece, an Ichthyosaurus specimen, almost the entire tail was fake. It turned out that Professor Buckland had been aware of this beforehand, and the museum was forced to reach a settlement with Hawkins, and gave the fake parts a ligh",0.04962567985057831,0.05324000120162964,0.20681215822696686,0.016558565199375153,0.06317737698554993,0.36635667085647583,0.10839664191007614
What is the relationship of this plant to california?,Not native,['native'],[],0,"Orbexilum onobrychis, commonly called French-grass or lanceleaf scurfpea, is a species of flowering plant in the legume family (Fabaceae). It is native to the eastern United States where its range is concentrated in the Midwest and Upper South. Its natural habitat is primarily prairies and riverbanks, typically in mesic or wet areas. It is an uncommon species, and can be found in high-quality prairie remnants as well as more disturbed areas. It is a rhizomatous perennial that forms large colonies. It has pinnately trifoliate leaves, with large lanceolate leaflets. Its flowers are pale blue or purple, and produced in racemes. Bloom time is from late spring to early summer. Its fruits are beans, which are 6–8 mm long and distinctively warty. The caterpillars of the rare moth Hystrichophora loricana are known to use Orbexilum onobrychis as their exclusive foodplant.",0.21143071353435516,0.001015487127006054,0.002532307058572769,0.001962228212505579,0.0034882856998592615,0.013600612990558147,0.013037769123911858
What is the plant compound in this plant that has potent cytotoxicity activity against human small cell lung cancer cells?,Alkaloid,['villosin'],[],0,"Desmoncus orthacanthos is a spiny, climbing palm native to tropical South America.  Stems grow clustered together, and are 2–12 m long and 1.5–2 cm in diameter.  Stems, leaf sheaths and often leaves are covered with black spines up to 6 cm long. Desmoncus orthacanthos is found in Colombia, Venezuela, Trinidad and Tobago, Guyana, Suriname, French Guiana, Brazil, Bolivia, Ecuador and Peru. The stems are used for basket weaving.",0.7494993209838867,0.0372096411883831,0.02152377739548683,0.060630884021520615,0.09310649335384369,0.01426709908992052,0.11140535026788712
Who upgraded this bridge to carry broad gauge trains?,E. Sreedharan,['Indian Railways'],[],0,"The bridge was damaged during the 1964 Rameswaram cyclone and required repair work. Strengthening work was carried out on the bridge under the supervision of E. Sreedharan in 2009 to enable it to carry goods trains. On 13 January 2013, the bridge required repair work to the piers after suffering minor damage from a naval barge. In 2016, the Ministry of Railways sanctioned ₹25 crore (US$3.3 million) to replace the existing 65.23 metres (214.0 ft) long rolling type span with a 66 metres (217 ft) long single truss span which could be opened automatically. All train movement was stopped from 5 December 2018 when a fissure was noticed on 4 December 2018. Rail movement on the bridge is restored as of 10 March 2019.",0.4304460287094116,0.8094984889030457,0.6148260235786438,0.27981364727020264,0.1688324213027954,0.1853906363248825,0.29025039076805115
What part of linnaeus's classification of this plant had priority?,Taxonomy,['species name'],[],0,"Solanum sarrachoides is a species of South American nightshade known as the hairy nightshade or leafy-fruited nightshade. The scientific name Solanum sarrachoides was long misused for a different species, Solanum physalifolium, by various authors. The original misidentified S. sarrachoides were held to be the variety S. physalifolium var. nitidibaccatum (also treated as distinct species, Solanum nitidibaccatum). The actual S. sarrachoides was also considered a variety of S. tweedianum, under this plant's obsolete name S. atriplicifolium, as established by Gilli based on Nees. S. sarrachoides occurs as an introduced species in the Southeastern United States and many other parts of the world.",0.6029635071754456,0.10428351908922195,0.011726786382496357,0.036444321274757385,0.020481303334236145,0.14475910365581512,0.03861485794186592
What country calls this moss wooly moss?,Sweden,['New Zealand'],[],0,"The Swedish naturalist and arachnologist Carl Jakob Sundevall (1801–1875) honored the naturalist Martin Lister (1638–1712) by adopting Lister's term Opiliones for this order, known in Lister's days as ""harvest spiders"" or ""shepherd spiders"", from Latin opilio, ""shepherd""; Lister characterized three species from England (although not formally describing them, being a pre-Linnaean work). In England, the Opiliones has been christened Harvestmen, not because they appear at that season, but from a superstitious belief that if one be killed there will be a bad harvest that year.",0.3868850767612457,0.371864914894104,0.05292954668402672,0.058825522661209106,0.05997242033481598,0.08661698549985886,0.17666499316692352
How many ray florets does this flower have?,36,['10-20'],[],0,"This species is a perennial herb growing from a fibrous root system and producing stems up to 2 meters (6 ft 7 in) tall. It can form a large clump of up to 100 stems. The stems are hairless to slightly rough-haired, and sometimes waxy in texture. The leaves are stemless and oppositely arranged on the stems. The basal leaves are lost by maturity. The leaf blades are lance-shaped to ovate, smooth-edged or toothed, hairless to rough-haired, and up to about 23 cm (9 in) long. The inflorescence holds one to 15 flower heads. The head is lined with 2 or 3 rows of phyllaries which are hairless or rough and sometimes glandular, and have rounded bases and pointed tips. The head has up to 36 yellow ray florets and many yellow disc florets. The fruit has a short pappus. There are two varieties of the species: S. integifolium var. integrifolium – 40 to 200 cm (1 ft 4 in to 6 ft 7 in) in height S. integifolium var. laeve – generally 100 to 150 cm (3 ft 3 in to 4 ft 11 in) tall, with more florets and hairless leaves",0.2053554207086563,0.01567046530544758,0.16394348442554474,0.33402255177497864,0.06655557453632355,0.30663761496543884,0.14482878148555756
What type of disturbed area might you find this plant?,Forest,['recently burned areas'],[],0,"Although the lake (at elevation 5,574 ft (1,699 m)) and surrounding areas are well below local tree line (for example, on nearby Mount Shasta, the tree line is at about 7,900 ft (2,400 m)), because of the high concentration of granite and the often exposed steep, rocky slopes, the vegetation at the lake and in the area can vary widely, from dense mixed forest near and below the lake to the appearance of near-alpine conditions above the lake. At and in the area below the lake, mixed forests of ponderosa pine (Pinus ponderosa), red fir (Abies Magnifica), white fir (Abies Concolor), lodgepole pine (Pinus Contorda), incense cedar (Libocedrus decurrens), and alder can be found.  Alders play a particularly important role, as alders establish symbioses with the nitrogen-fixing Actinomycetota (Frankiella alni). This bacteria converts atmospheric nitrogen into soil-soluble nitrates which can be utilised by the alder, and favorably enhances the soil fertility generally. Alders benefit other plants growing near them by taking nitrogen out of the air and depositing it in the soil in usable form; fallen alder leaves make very rich compost. The rarely-seen Brewer spruce (Picea breweriana) exists in a few small locations on the igneous slopes behind the lake. Other deciduous trees at lower elevations in the area may include such species as bigleaf maple, vine maple, black oak and Pacific dogwood. At higher elevations above the lake (especially in rocky or exposed locations), the pine and fir tree forests are thinner, and the trees grow in a more stunted fashion; instead, shrubs and bushes, such as green manzanita (Arctostaphylos patula), dwarf mountain manzanita (Arctostaphylos nevadensis), and tan oak (Lithocarpus densiflorus) find areas and niches to grow.  Other shrubs found around the lake are Sierra laurel (Leucothoe davisiae), and the lake is ringed with western azaleas (Rhododendron occidentale), which bloom mostly in June.  The best-known plant life in the area, however, a",0.5901520848274231,0.05197911709547043,0.012022134847939014,0.038737207651138306,0.003390037687495351,0.050291433930397034,0.03353622183203697
In recent what have humans largely dispersed the seeds of this plant?,Logging,['history'],[],0,"Pinus pinea has been cultivated extensively for at least 6,000 years for its edible pine nuts, which have been trade items since early historic times. The tree has been cultivated throughout the Mediterranean region for so long that it has naturalized, and is often considered native beyond its natural range.",0.3072053790092468,0.005054105538874865,0.0026297084987163544,0.008896511979401112,0.0025216653011739254,0.02999258041381836,0.023569969460368156
How many meters high was the original torii at this shrine?,10,['15.6'],[],0,"Aoba Shrine (青葉神社, Aoba Jinja) is the memorial shrine of Date Masamune, located in Aoba-ku, Sendai, Miyagi Prefecture, Japan, near the site of the former Aoba Castle. The shrine was built in 1873 by petition of former retainers of the Date clan of former Sendai Domain to enshrine the deified spirit (kami) of Date Masamune under the name of Takefuruhiko-no-mikoto. This was in accordance with a practice which began in the Bakumatsu period and continued into the early Meiji period of establishing a shrine to the founders of the daimyō clan which ruled each feudal domain under the Tokugawa shogunate. Under the State Shinto ranking system, the shrine was designated as a prefectural shrine. The current Honden dates from 1927. The torii gate was damaged in the 2011 Tōhoku earthquake and tsunami. Its current chief priest is Katakura Shigenobu, the 16th hereditary chieftain of the Katakura clan, who served as castellans of Shirakawa Castle under the Date clan.",0.20853111147880554,0.011883423663675785,0.017483629286289215,0.031075989827513695,0.004953931551426649,0.016078446060419083,0.0225216057151556
How is the crypt of this cathedral accessed?,Stairs,['stairway to the right of the altar'],[],0,"""Most Reverend José H. Gómez, S.T.D."" Retrieved June 4, 2010 ""Excelentísimo Monseñor José H. Gómez, S.T.D."" Retrieved June 4, 2010 (in Spanish) Fox News – Dispute with Nuns Over Convent is far from Over July 30, 2015",0.8174113631248474,0.03961434215307236,0.10335827618837357,0.12858320772647858,0.06111617013812065,0.18750621378421783,0.19420185685157776
What are st. luke and st. prochore on this church?,No,['figures'],[],0,"The monastery is dedicated to Panagia (Virgin Mary) and St. John the Theologian. The monastery, especially the main building, is a composite of structures resulting from its frequent destruction and consequent rebuilding. Different parts of it have different dates of origin. These appear in the literature as different ""foundation dates."" More accurately the original foundation date remains unknown, while the others are only rebuilding dates. The oldest identifiable structure is the northern nave of the church in the inner courtyard, which has two. The northern once stood alone before any fortifications had been built. It is and perhaps originally was dedicated to the Virgin Mary, Our Lady of the Cape. The frescoes on its walls are as early as the 14th century. This is the only solid evidence of its earliest known date. The evidence dates to a century well within the period of Venetian sovereignty over Crete. The Venetians, however, were of the Roman brand of Christianity, whereas the monks were Greek Orthodox. Not enough is known to be able to extend the date back into times when the Orthodox were ascendant.",0.7173020839691162,0.0009447708143852651,0.002253601560369134,0.0032674071844667196,0.0017884992994368076,0.0030692778527736664,0.0021926474291831255
What credit union is located in this building?,None,['600 Atlantic Federal Credit Union'],[],0,"The Federal Reserve Bank of Boston, commonly known as the Boston Fed, is responsible for the First District of the Federal Reserve, which covers New England: Maine, Massachusetts, New Hampshire, Rhode Island, Vermont and all of Connecticut except Fairfield County.  It has been headquartered since 1977 in the distinctive 614-foot (187 m) tall, 32-story Federal Reserve Bank Building at 600 Atlantic Avenue, Boston. Designed by architecture firm Hugh Stubbins & Associates, the tower portion of the building is suspended between two towers on either side. From 1922 to 1977, the bank's headquarters were located at 250 Franklin Street, currently occupied by the Langham Hotel Boston. The code of the Bank is A1, meaning that dollar bills from this Bank will have the letter A on them. Its current president is Susan Collins. The Boston Fed describes its mission as promoting ""growth and financial stability in New England and the nation"". The Boston Fed also includes the New England Public Policy Center. This building was designated a Boston Landmark by the Boston Landmarks Commission in 1978.",0.5740790963172913,0.0011935902293771505,0.002631345996633172,0.0022871254477649927,0.010430863127112389,0.0031979656778275967,0.00879565067589283
What type of soil does this plant prefer?,Clay,['moist'],[],0,Cladonia obscurata Ahti (2000) Cladonia obtecta Ahti (2000) Cladonia ochracea L.Scriba (1923) Cladonia ochrochlora Flörke (1827) Cladonia oricola Ahti & S.Stenroos (2008),0.46052852272987366,0.011319776996970177,0.02845122665166855,0.12322854995727539,0.049447283148765564,0.049535319209098816,0.06267105042934418
The map next to this waterfall shows what kind of locations?,Waterfall,['notable'],[],0,"There are several waterfalls in state. They are as follows:  Dassam Falls, Ranchi district Hirni Falls, West Singhbhum Hundru Falls, Ranchi district Jonha Falls, Ranchi district Lodh Falls, Latehar district Lower Ghaghri Falls, Latehar district Panchghagh Falls, Khunti district Rajrappa, Ramgarh district Sadni Falls, Gumla district Sita Falls, Ramgarh district Usri Falls, Giridih district",0.8314383029937744,0.03270583972334862,0.11534875631332397,0.13773253560066223,0.09768559783697128,0.06286462396383286,0.11198213696479797
Where does this bird have a buff wash?,Head,['throat and flanks'],[],0,"The Cuban solitaire (Myadestes elisabeth), also known as the Cuban nightingale, is a species of bird in the family Turdidae. It is endemic to Cuba. Its natural habitat is montane moist forests. It is threatened by habitat loss.",0.4424101710319519,0.0035432004369795322,0.01858574151992798,0.05495857074856758,0.04430599883198738,0.07721924036741257,0.07356658577919006
How often do devotees visit this temple?,Daily,['every day'],[],0,"Hundreds of devotees visit the temple every day. An elaborate aarti is performed at the temple two times a day. These are: Mangala Aarti: performed in the early morning, when the temple is opened. Sandhya Aarti: performed in the evening, at sunset. A special Poojan utsav is held on the occasion of Bhadra Amavasya: The 15th day of the dark half of Bhadra month in the Hindu calendar is of special significance to the temple.",0.9436211585998535,0.068324014544487,0.5981603860855103,0.705086886882782,0.6046984791755676,0.476583331823349,0.3543432950973511
How many species of birds can be seen in this park?,280,['Over 270'],[],0,"There is a remarkable variety and concentration of wildlife, including: over 280 bird species roughly 60 mammal species over 50 freshwater species over 10,000 insect species over 1,600 plant species some 117 species of reptiles The diverse environments of Kakadu National Park supports a great array of animals, a number of which have adapted to particular habitats. Some animals in the park are rare, endangered, vulnerable or endemic. Responding to the extreme weather conditions experienced in the park, many animals are active only at particular times of the day or night or at particular times of the year.",0.05762999877333641,0.00599053455516696,0.016644414514303207,0.0031576829496771097,0.08951538801193237,0.16086773574352264,0.03444886952638626
what part of blekinge has a narrower temperature range than this island?,Skagen,['interior'],[],0,"Being surrounded by the sea in three directions, Skagen has a cool oceanic climate (Cfb) with a lack of temperature extremes. Its maritime and moderated characteristics is shared with the rest of the country. Skagen is Denmark's sunniest town with an average of 306 hours of sunshine in the holiday month of July, higher than the 276 hours recorded for Bornholm's Østerlars.",0.21877793967723846,0.15655465424060822,0.10998277366161346,0.061500824987888336,0.11099448800086975,0.10101711750030518,0.07764793932437897
What is the name of the iron age hillfort next to this hill figure?,Bratton,['Bratton Castle'],[],0,"Westbury or Bratton White Horse is a hill figure on the escarpment of Salisbury Plain, approximately 1.5 mi (2.4 km) east of Westbury in Wiltshire, England. Located on the edge of Bratton Downs and lying just below an Iron Age hill fort, it is the oldest of several white horses carved in Wiltshire. It was restored in 1778, an action which may have obliterated another horse that had occupied the same slope. A contemporary engraving from around 1772 appears to show a horse facing in the opposite direction that was rather smaller than the present figure. There is, however, no documentation or other evidence for the existence of a chalk horse at Westbury before 1772. The horse is 180 ft (55 m) tall and 170 ft (52 m) wide and has been adopted as a symbol for the town of Westbury, appearing on welcome signs and the logo of its tourist information centre. It is also considered a symbol for Wiltshire as a whole.",0.9421159625053406,0.09232534468173981,0.2264869660139084,0.626249372959137,0.12091617286205292,0.47689610719680786,0.20678284764289856
"Along with gulls, terns, fulmars and great/arctic skuas, what bird can be found on this island?",Puffin,['gannets'],[],0,"Engey ([ˈeiŋkˌeiː]) is the second largest island of the Kollafjörður (Faxa Bay) fjord in western Iceland. Located north of the capital Reykjavík, the uninhabited island is 1.7 kilometres (5,600 ft) in length and around 400 metres (1,300 ft) in width. To the northern end of the island, a lighthouse, first built in 1902, is located. The lighthouse was damaged and later restored in 1937.",0.18702125549316406,0.009160533547401428,0.06198941543698311,0.04468586668372154,0.03697047382593155,0.056524608284235,0.09466744214296341
What shape are the leaves of this plant?,Round,['rounded'],[],0,"It is a vigorous, prostrate, evergreen perennial growing to 5 cm (2 in) in height and spreading rapidly and indefinitely by stem-rooting. It has rounded leaves arranged in opposite pairs, and cup-shaped yellow flowers 2 cm in diameter, in summer. It is particularly associated with damp or even wet areas, though in cultivation it will tolerate drier conditions. It is hardy, surviving lows of −15 °C (5 °F) (RHS H5).",0.9038636088371277,0.07047669589519501,0.14980320632457733,0.26535120606422424,0.38894122838974,0.4136434495449066,0.352071076631546
What kind of hawkweed is this plant?,Narrowleaf,['Canadian'],[],0,"Crepis tectorum is an annual weed that grows in cultivated fields and roadsides. It is very invasive so it can take over a field and lead to serious ecological impacts for the surrounding. Crepis tectorum is able to grow in calcareous soil as well as soil that does not contain lime. However, it grows best in nutrient rich soils containing clays and loams. It also thrives in dry, coarse soil. It grows with other species in the wild however, it becomes infectious if not controlled by humans. It can easily be removed by hand, although it can be controlled better by chemical means.  The presence of the narrowleaf hawksbeard is damaging to the soil and other species of plants nearby as it generally takes over the area. The temperature range for germination is 2–4 °C (36–39 °F), with an optimum depth of 3–4 cm (1.2–1.6 in).",0.4188961386680603,0.034370217472314835,0.014351517893373966,0.07561224699020386,0.06597530841827393,0.1257743537425995,0.031712811440229416
How many feet high is the platform this temple stands on?,10,['6'],[],0,"Umamaheshwaram (also known as Maheshwaram and Umamaheshrum) is a temple dedicated to the Hindu god Shiva in Telangana, India. It is located in the Nallamala Forest around 100 km from Hyderabad on the Hyderabad-Srisailam highway (NH7), and 4 km from the village of Rangapur, Achampet, Nagarkurnool district. Umamaheshwaram is the northern gateway of Srisailam — one of the jyotirlingas, on a hill surrounded by high trees. Nearby hills shield the temple and the 500-metre stretch to PapaNasanam from sunlight for most of the day, maintaining a lower temperature than the surroundings throughout the year.",0.11616729944944382,0.018814098089933395,0.010231348685920238,0.03085704706609249,0.018923595547676086,0.06634999811649323,0.03083866462111473
When did this theatre open?,1920,"['October 1, 1908']",[],0,"This is a list of cultural properties in Lingayen, a municipality in the province of Pangasinan on the island of Luzon in the Philippines.",0.012930315919220448,0.0010033471044152975,0.005087277386337519,0.0024512375239282846,0.0016019943868741393,0.03316439315676689,0.002342743333429098
