question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,qwen_infoseek_rerank_base_no_context,qwen_infoseek_rerank_base_with_context,qwen_infoseek_rerank_no_p_prime,qwen_infoseek_rerank_no_p_q_i,qwen_infoseek_rerank_no_p_q_c,qwen_infoseek_rerank_no_p_q
Who is the founder of the aircraft in the image?,Walter Herschel Beech,['Olive Ann Beech | Walter Beech'],[],0,"Walter Herschel Beech (January 30, 1891 – November 29, 1950) was an American aviator and early aviation entrepreneur who co-founded the Beech Aircraft Company (now called Beechcraft) in 1932 with his wife, Olive Ann Beech, and a team of three others.",0.9935272336006165,0.1431140899658203,0.044192180037498474,0.34699341654777527,0.03611886873841286,0.2650209963321686,0.08547839522361755
"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",Least Concern,['Vulnerable'],[],0,"The common grackle (Quiscalus quiscula) is a species of large icterid bird found in large numbers through much of North America. First described in 1758 by Carl Linnaeus, the common grackle has three subspecies. Adult common grackles have a long and dark bill, pale yellow eyes, and a long tail. Adults often have an iridescent appearance on their head, especially males. Common grackles can be found widely across North America east of the Rocky Mountains.",0.9855026006698608,0.8257351517677307,0.9678634405136108,0.9124336838722229,0.9614389538764954,0.9189517498016357,0.8691464066505432
What country does this bridge belong to?,Argentina,['Argentina'],[],1,"The Puente de la Mujer (Spanish for ""Woman's Bridge"") is a rotating footbridge for Dock 3 of the Puerto Madero commercial district of Buenos Aires, Argentina. It is of the cantilever spar cable-stayed bridge type and is also a swing bridge, but somewhat unusual in its asymmetrical arrangement. It has a single mast with cables suspending a portion of the bridge which rotates 90 degrees in order to allow water traffic to pass. When it swings to allow watercraft passage, the far end comes to a resting point on a stabilizing pylon.",0.9911078214645386,0.9598304629325867,0.3570631146430969,0.09816323220729828,0.6091373562812805,0.3784998655319214,0.11098828166723251
In which year did this building officially open?,1916,['1916'],[],1,"The station was scheduled to be closed as a railway station in 2021, when it would have been converted into a museum. The station will change its official name to Hua Lamphong Station. The State Railway of Thailand will move Bangkok's central station to Bang Sue Grand Station. But it was delayed due to opposition.",0.7702080011367798,0.06412124633789062,0.0038849469274282455,0.16571977734565735,0.0015533267287537456,0.09096378087997437,0.004817075561732054
What is this plant named after?,Aaron,['Charles Wilkins Short'],[],0,"Saxifraga stolonifera is a perennial flowering plant known by several common names, including creeping saxifrage, strawberry saxifrage, creeping rockfoil, Aaron's beard, mother of thousands, roving sailor,  and strawberry begonia or strawberry geranium (it is neither a begonia nor a geranium).",0.8487861752510071,0.1967485398054123,0.15029875934123993,0.4025269150733948,0.1196981891989708,0.32166412472724915,0.36325326561927795
Which city or region does this place locate in?,"Miyazu, Kyoto Prefecture, Japan",['Miyazu'],[],0,"Amanohashidate Station (天橋立駅, Amanohashidate-eki) is a passenger railway station in located in the city of Miyazu, Kyoto Prefecture, Japan, operated by the private railway company Willer Trains (Kyoto Tango Railway).",0.9922690987586975,0.30219539999961853,0.0008100572740659118,0.0005206639179959893,0.0005438656080514193,0.0006751221953891218,0.000883029424585402
how many day is the egg incubation period of this bird?,31 days,['16'],[],0,"The incubation period is 31 days, beginning with the 2nd to last or last egg laid. Incubation becomes more intense after later eggs are laid, somewhat evening out hatching times.",0.9881072640419006,0.0015107587678357959,0.0011190418154001236,0.0005043934215791523,0.0006102374754846096,0.004205511417239904,0.000997251714579761
which notable activity has been held at the building presented in the image?,Vienna New Year's Concert,['reconstruction'],[],0,"The Musikverein (also known as the ""Wiener Musikverein"") a concert hall in Vienna, Austria, was the host venue for the 1990 edition of the Eurovision Young Musicians. It is the home to the Vienna Philharmonic orchestra. The ""Great Hall"" (Großer Saal) due to its highly regarded acoustics is considered one of the finest concert halls in the world, along with Berlin's Konzerthaus, the Concertgebouw in Amsterdam, and Boston's Symphony Hall. None of these halls was built in the modern era with the application of acoustics science and all share a long, tall, and narrow shoebox shape. The Großer Musikvereinssaal, or Goldener Saal (Golden Hall), is about 49 m (161 ft) long, 19 m (62 ft) wide, and 18 m (59 ft) high. It has 1,744 seats and standing room for 300. The Skandalkonzert of 1913 was given there, and it is the venue for the annual Vienna New Year's Concert.",0.9909332990646362,0.08903216570615768,0.0013126732083037496,0.01142280176281929,0.007216842845082283,0.010261384770274162,0.001676041167229414
Which (geo)physical feature is the building located in or on?,Schlossberg,['Mount Aragats'],[],0,"Hohennagold Castle is a ruined castle situated on a hill, the so-called Schlossberg (castle mountain),  overlooking the Black Forest town of Nagold. The hill consists predominantly of porphyritic rock. The ruins represent a relatively well-preserved 12th-century castle. The keep behind the curtain walls, a tower in the north-western corner of the complex as well as the outer ward with half-round and angular towers, are still visible. Around the castle there appears to have been a moat.",0.9922627210617065,0.028651859611272812,0.058632779866456985,0.06288964301347733,0.09491991996765137,0.2225586175918579,0.2161632627248764
What is the country of origin of this vehicle?,United States,['United States of America'],[],0,"pace station projects, prompting American government officials to start negotiations with partners in Europe, Russia, Japan, and Canada in the early 1990s to begin a collaborative, multi-national, space station project. In the Russian Federation, as the successor to much of the Soviet Union and its space program, the deteriorating economic situation in the post-Soviet economic chaos led to growing financial problems of the now Russian space station program. The construction of the Mir-2 space station as a replacement for the aging Mir became illusionary, though only after its base block, DOS-8, had been built. These developments resulted in bringing the former adversaries together with the Shuttle–Mir Program, which would pave the way to the International Space Station, a joint project with several international partners. In June 1992, American President George H. W. Bush and Russian president Boris Yeltsin agreed to co-operate on space exploration by signing the Agreement between the United States of America and the Russian Federation Concerning Cooperation in the Exploration and Use of Outer Space for Peaceful Purposes. This agreement called for setting up a short, joint space project, during which one American astronaut would board the Russian space station Mir and two Russian cosmonauts would board a Space Shuttle. In September 1993, American Vice-President Al Gore, Jr., and Russian Prime Minister Viktor Chernomyrdin announced plans for a new space station, which eventually became the International Space Station. They also agreed, in preparation for this new project, that the United States would be heavily involved in the Mir project in the years ahead, under the code name ""Phase One"" (the construction of the ISS being ""Phase Two""). The first Space Shuttle flight to Mir was a rendezvous mission without docking on STS-63. This was followed during the course of the project by nine Shuttle–Mir docking missions, from STS-71 to STS-91. The Shuttle rotated crews and delivered supplies, and o",0.9875457882881165,0.0009240117506124079,0.04181123897433281,0.08430621773004532,0.038455937057733536,0.006722902879118919,0.016925621777772903
how many metre is the wingspan of this bird?,2.5–2.7 metres,['0.7'],[],0,"Adult males ranges from 45–51 cm (18–20 in) and weigh approximately 1,000 g (2.2 lb), while females range from 40–50 cm (16–20 in) and weigh approximately 800 g (1.8 lb). The common goldeneye has a wingspan of 30.3-32.7 in (77-83 cm). The species is named for its golden-yellow eye. Adult males have a dark head with a greenish gloss and a circular white patch below the eye, a dark back and a white neck and belly. Adult females have a brown head and a mostly grey body. Their legs and feet are orange-yellow. Two subspecies are generally recognized, the nominate Eurasian subspecies Bucephala clangula clangula and the North American B. c. americana. americana has a longer and thicker bill than clangula.",0.288124680519104,0.0013231333578005433,0.000767638732213527,0.0004968598368577659,0.0005385156255215406,0.0007360994350165129,0.0008721531485207379
Who commissioned this building?,The City of Air project,['Toshiba'],[],0,"The Umeda Sky Building (梅田スカイビル, Umeda Sukai Biru) is the nineteenth-tallest building in Osaka Prefecture, Japan, and one of the city's most recognizable landmarks. It consists of two 40-story towers that connect at their two uppermost stories, with bridges and an escalator crossing the wide atrium-like space in the center. It is located in Umeda district of Kita-ku, Osaka. The building was originally conceived in 1988 as the ""City of Air"" project, which planned to create four interconnected towers in northern Osaka. Eventually, the Japan economic bubble of the 1980s burst and brought the number of towers down to two. The 173 m (568 ft) building was designed by Hiroshi Hara. It was constructed by Takenaka Corporation and was completed in 1993. The building features a rooftop observatory, The Floating Garden Observatory, as well as an underground market that attempts to recreate the atmosphere of Osaka in the early 20th century. At the base of the towers is an urban garden with walking trails and water features.",0.8397735357284546,0.008612713776528835,0.0008556751417927444,0.001135826576501131,0.0006755553185939789,0.0010105905821546912,0.0009451591758988798
Which historic county does this island belong to?,Jefferson County,['Shetland Islands'],[],0,"Rock Island Light is a lighthouse on Rock Island in the Saint Lawrence River in Jefferson County, New York, United States. The island is owned by the New York State Office of Parks, Recreation and Historic Preservation and operated as Rock Island Lighthouse State Park. The lighthouse was listed on the National Register of Historic Places in November 1978.",0.9937521815299988,0.7569781541824341,0.011849361471831799,0.0019046339439228177,0.0014873644104227424,0.00869955774396658,0.003444093279540539
Which geographic area is this plant found?,Amazon rainforest,['Brazil'],[],0,"The Brazil nut (Bertholletia excelsa) is a South American tree in the family Lecythidaceae, and it is also the name of the tree's commercially harvested edible seeds. It is one of the largest and longest-lived trees in the Amazon rainforest. The fruit and its nutshell – containing the edible Brazil nut – are relatively large, possibly weighing as much as 2 kg (4 lb 7 oz) in total weight. As food, Brazil nuts are notable for diverse content of micronutrients, especially a high amount of selenium. The wood of the Brazil nut tree is prized for its quality in carpentry, flooring, and heavy construction.",0.9938592314720154,0.6282645463943481,0.13092051446437836,0.0013219908578321338,0.2577962875366211,0.06799063831567764,0.011671477928757668
What is the height of this mountain in terms of metre above sea level?,"Not applicable. The Uetliberg TV-tower is 186.7 metres high, but this is its height above ground level, not the elevation of the mountain itself. The mountain's elevation above sea level is approximately 700 metres.",['1379'],[],0,"Uetliberg TV-tower is a 186.7-metre-high (613 ft) freestanding concrete TV-Tower on Uetliberg, near Zürich, Switzerland, built in 1990. The tower is used for radio and TV transmission. It is owned by Swisscom and generally not accessible to the public.",0.35564014315605164,0.0007438928005285561,0.0008702422492206097,0.0006215435569174588,0.0006021681474521756,0.0006778176175430417,0.0009566615335643291
What country does this facility belong to?,United States,['Germany'],[],0,"Alpine Lake is a lake in Mono County, California, in the United States. Alpine Lake was named for its lofty elevation.",0.9903590083122253,0.0012169100809842348,0.0018230157438665628,0.0010020679328590631,0.001596416812390089,0.0014745935332030058,0.0012909312499687076
What country does this building belong to?,Italy,['Greece'],[],0,"The Temple of Olympian Zeus (or Olympeion; known in Italian as the Tempio di Giove Olimpico) in Agrigento, Sicily was the largest Doric temple ever constructed, although it was never completed and now lies in ruins. It stands in the Valle dei Templi with a number of other major Greek temples.",0.9848345518112183,0.7680574059486389,0.01186174713075161,0.03708525002002716,0.0276857428252697,0.1617821753025055,0.03330008685588837
Who is the founder of the organization in the image?,John Symond,['William Boeing'],[],0,"As of March  2015, John Symond, the founder, is Executive Chairman with his nephew, James Symond, also a founder and Chief Executive Officer.",0.9903581738471985,0.5402290225028992,0.0317031554877758,0.04330930486321449,0.12014833837747574,0.2006005197763443,0.05992758646607399
What is the facet of this object?,Crochet motif,['side'],[],0,"According to Edie Eckman in The Crochet Answer Book, The familiar granny square is a special form of square motif.  Although there are many variations on the granny square, the traditional one is a double-crocheted square made with a series of chains and double-crocheted blocks--a kind of filet crochet in the round. Any granny square begins with a small loop of chain stitches.  Basic granny squares alternate sets of double stitches and chain stitches.  Variant patterns use different stitch types or produce other geometric shapes such as hexagons.  In order to achieve a distinct angle at the corners the designer uses extra chain stitches.  Subsequent rounds are added by wrapping multiple stitches around the existing chain stitches.  Hundreds of variant motifs are in use and entire books have been devoted to granny square designs.",0.9639966487884521,0.010893836617469788,0.0010671567870303988,0.0032287146896123886,0.0009643087978474796,0.005843467079102993,0.0013395942514762282
What country does this place belong to?,Italy,['Italy'],[],1,"Trajan's Market (Latin: Mercatus Traiani; Italian: Mercati di Traiano) is a large complex of ruins in the city of Rome, Italy, located on the Via dei Fori Imperiali, at the opposite end to the Colosseum.  The surviving buildings and structures, built as an integral part of Trajan's Forum and nestled against the excavated flank of the Quirinal Hill, present a living model of life in the Roman capital and a glimpse at the restoration in the city, which reveals new treasures and insights about ancient Roman architecture. Thought to be the world's oldest shopping mall, the arcades in Trajan's Market are now believed by many to be administrative offices for Emperor Trajan. The shops and apartments were built in a multi-level structure and it is still possible to visit several of the levels.  Highlights include delicate marble floors and the remains of a library.",0.9919415712356567,0.8315566778182983,0.9057221412658691,0.7565053701400757,0.789416491985321,0.9702862501144409,0.8149696588516235
What is the closest parent taxonomy of this insect?,Lepidoptera,['Automeris'],[],0,"Caterpillar hosts include plants in the citrus family (Rutaceae), such as citrus species, hop tree (Ptelea trifoliata), Zanthoxylum species, and torchwood (Amyris elemifera).",0.9924611449241638,0.0008817573543637991,0.019280318170785904,0.0021378479432314634,0.004644574131816626,0.008659249171614647,0.0029867354314774275
Who is the creator of this building?,Jef Lambeaux,['Jef Lambeaux'],[],1,"Attractions include: Antwerp City Hall, built on the foundation of a precursor The Guildhalls of Sint-Joris at Grote Markt 7 and de Valk at Grote Markt 11 Brabo Fountain, created by Jef Lambeaux, depicting a city legend Antwerp Jazz Club (AJC)",0.9923417568206787,0.13017532229423523,0.02866188809275627,0.37706950306892395,0.03572285920381546,0.5495256781578064,0.1015516147017479
What is the closest upper taxonomy of this insect?,Order Odonata,['Dythemis'],[],0,"Austroaeschna atrata is a species of Australian dragonfly in the family Telephlebiidae,  known as the mountain darner.  It inhabits the upper reaches of mountain streams, generally above an altitude of 400m, in New South Wales and Victoria. Austroaeschna atrata is a medium-sized to large dragonfly with a very dark colouring and dull markings.",0.9900339245796204,0.000998429604806006,0.0016342643648386002,0.0005153170786798,0.0013600203674286604,0.000928918772842735,0.0012251368025317788
What is the length in mile is the park in the image?,"The park in the image is the Lincoln Memorial, which is not a park but a memorial. The length of the Lincoln Memorial itself is not applicable as it is a structure, not a park. However, if referring to the distance from the Capitol steps to the Lincoln Memorial, it spans 1.9 miles (3",['2'],[],0,"Between the Capitol steps and the Lincoln Memorial, the Mall spans 1.9 miles (3.0 km). Between the Capitol steps and the Washington Monument, the Mall spans 1.2 miles (1.8 km). Between the Ulysses S. Grant Memorial and the Lincoln Memorial, the Mall covers 309.2 acres (125.13 ha). Between Constitution Avenue NW and Independence Avenue SW at 7th Street, the width of the Mall is 1,586 feet (483 m). Between Madison Drive NW and Jefferson Drive SW at 7th Street, the width of the Mall's open space is 656 feet (200 m). Between the innermost rows of trees near 7th Street, the width of the Mall's vista is 300 feet (91 m).",0.6554256677627563,0.0011682537151500583,0.0009235073812305927,0.0006319218664430082,0.0006113079143688083,0.0007254701340571046,0.0009888592176139355
what has this village crossed over?,The River Severn,['Trent and Mersey Canal | River Weaver'],[],0,"Over Bridge, also known as Telford's Bridge, is a single span stone arch bridge spanning the canalised West Channel of the River Severn near Gloucester. It links Over to Alney Island. Although there was a crossing at Over recorded in the Domesday Book, this famous bridge was built by Thomas Telford between 1825 and 1828, to carry traffic east-west. It was opened in 1830 and remained in use for traffic until 1974. Until the Severn Bridge  was built in the 1960s this was the lowest point downstream that the Severn could be crossed by road bridge. The arch spans 150 feet (46 m), and was based on Jean-Rodolphe Perronet's 1774 design for a bridge over the River Seine at Neuilly. It combines both an elliptical profile over most of the soffit with a segmental profile at its faces. This feature is known as a corne de vache. When built, the arch sank by 2 inches when its timber centering was removed, and another 8 inches due to settlement of the arch foundations. Today it is a pedestrian-only bridge, and is in the guardianship of Historic England as a Scheduled Ancient Monument reference number 1015873.  Road traffic on the A40 crosses the Severn on a new bridge alongside and upstream of it. This is the last road bridge over the Severn before the Severn Crossings, and was the most downstream free crossing until tolls were removed from the Severn Bridge and Second Severn Crossing in December 2018, although the Severn Bridge already had free access for pedestrians, cyclists and mopeds and, as previously stated, there is no vehicular access to Over Bridge. The bridge is connected by segregated bicycle paths around Alney Island, to Highnam and Gloucester. The Over Bridge can be seen from the train travelling from Gloucester on the way to Lydney or Chepstow on the Gloucester to Newport section of the former South Wales Railway.",0.9753197431564331,0.0015691232401877642,0.0009279379155486822,0.02709040604531765,0.006563098635524511,0.09789222478866577,0.00794409029185772
Which city or region does this town locate in?,Gelderland,['London Borough of Bromley'],[],0,"Teunismolen or De Haan (English: The Rooster) is a smock mill in De Heurne, Gelderland, Netherlands which was built in 1822 and has been restored to working order. The mill is listed as a Rijksmonument.",0.9940372705459595,0.1700724959373474,0.008664456196129322,0.0871177390217781,0.03465905040502548,0.10413191467523575,0.035357046872377396
which notable activity has been held at the building presented in the image?,Public executions,['construction'],[],0,"The Place de la Concorde (French: [plas də la kɔ̃kɔʁd]) is one of the major public squares in Paris, France. Measuring 7.6 ha (19 acres) in area, it is the largest square in the French capital. It is located in the city's eighth arrondissement, at the eastern end of the Champs-Élysées. It was the site of many notable public executions, including the executions of King Louis XVI, Marie Antoinette and Maximilien Robespierre in the course of the French Revolution, during which the square was temporarily renamed Place de la Révolution.",0.9902010560035706,0.031987518072128296,0.001043515745550394,0.0018273184541612864,0.0007887448882684112,0.0030206823721528053,0.0012553109554573894
What type of cuisine is this food?,French cuisine,['Danish cuisine'],[],0,"French breakfasts are often similar to the continental breakfast. French breakfast pastries include apple turnovers, brioche, croissant and pain au chocolat. Croissants have been described as becoming a standard fare in French breakfast cuisine by 1875.",0.9840214848518372,0.003051531733945012,0.4107039272785187,0.20396573841571808,0.0422864630818367,0.339794784784317,0.06916890293359756
Which city or region does this park locate in?,Amsterdam,['Sasebo'],[],0,"The Passeerdersgracht is a short canal in Amsterdam, the Netherlands, that connects the Prinsengracht with the Lijnbaansgracht.  The canal is the southernmost in the Jordaan neighbourhood and borders the west part of the Grachtengordel (Canal District).",0.9944902658462524,0.8201777935028076,0.3806970417499542,0.35073670744895935,0.10572516918182373,0.5240286588668823,0.6775159239768982
How many metre is the vertical depth of the lake?,72 feet (22 metres),['22'],[],0,"Derwentwater, or Derwent Water, is one of the principal bodies of water in the Lake District National Park in north west England.  It lies wholly within the Borough of Allerdale, in the county of Cumbria. The lake occupies part of Borrowdale and lies immediately south of the town of Keswick. It is both fed and drained by the River Derwent. It measures approximately three miles (five kilometres) long by 1 mile (1.5 kilometres) wide and is some 72 feet (22 metres) deep. There are several islands within the lake, one of which is inhabited.  Derwentwater is a place of considerable scenic value. It is surrounded by hills (known locally as fells), and many of the slopes facing Derwentwater are extensively wooded. A regular passenger launch operates on the lake, taking passengers between various landing stages. There are seven lakeside marinas, the most popular stops being Keswick, Portinscale and the Lodore Falls, from which boats may be hired. Recreational walking is a major tourist activity in the area and there is an extensive network of footpaths in the hills and woods surrounding the lake. The Keswick to Borrowdale road runs along the eastern shore of the lake and carries a regular bus service. There is a lesser, or unclassified, road along the western shore connecting the villages of Grange and Portinscale. Derwentwater gave its name to the Earldom of Derwentwater. From 2008 to 2014, the lake was believed to be the last remaining native habitat of the vendace (Coregonus vandesius) fish from the four originally known sites: Bassenthwaite Lake and Derwentwater in the Lake District, and the Castle Loch & Mill Loch in Lochmaben. However, a breeding population was discovered at Bassenthwaite Lake by conservationists in September 2014.",0.9632620215415955,0.06112862750887871,0.0008546578465029597,0.0005120636196807027,0.000613866955973208,0.0007801302708685398,0.0008907035226002336
Which place is this animal endemic to?,Australia,['United States of America'],[],0,"The saw-shelled turtle, Myuchelys latisternum, is a species of turtle in the Chelidae family  endemic to Australia, ranging along rivers and streams and connected swamps and lagoons from coastal Cape York Peninsula to northern New South Wales, with populations also noted as far south as Newcastle - (Williams River Catchment site of the former Tilligra Dam). They are thought to have been introduced to Lake Eacham in the Atherton Tablelands. Other common English names are: serrated snapping turtle or common sawshell turtle.",0.9932429194450378,0.9195095896720886,0.45088011026382446,0.1472574770450592,0.5120319128036499,0.4354120194911957,0.08482211083173752
which notable activity has been held at the building presented in the image?,Festival of the Arts,['conservation'],[],0,"The Casa de les Punxes or Casa Terradas is a building designed by the Modernista architect Josep Puig i Cadafalch. Located in the intersection between the streets of Rosselló, Bruc and the Avinguda Diagonal in the Barcelona Eixample area.",0.06990300118923187,0.0009633803856559098,0.0008176425471901894,0.0005712811253033578,0.0005520874983631074,0.0008369272691197693,0.0009151236154139042
What is the length in mile is the park in the image?,"The park in the image is not a single, continuous park but rather a section of the National Mall, which is part of a larger park system. The length of the visible park area in the image is not specified in the given data, as the image captures only a portion of the Mall. The longest distance mentioned in",['2'],[],0,"Between the Capitol steps and the Lincoln Memorial, the Mall spans 1.9 miles (3.0 km). Between the Capitol steps and the Washington Monument, the Mall spans 1.2 miles (1.8 km). Between the Ulysses S. Grant Memorial and the Lincoln Memorial, the Mall covers 309.2 acres (125.13 ha). Between Constitution Avenue NW and Independence Avenue SW at 7th Street, the width of the Mall is 1,586 feet (483 m). Between Madison Drive NW and Jefferson Drive SW at 7th Street, the width of the Mall's open space is 656 feet (200 m). Between the innermost rows of trees near 7th Street, the width of the Mall's vista is 300 feet (91 m).",0.19921289384365082,0.0008886237046681345,0.0009357521194033325,0.000617339217569679,0.0006586644449271262,0.0007693171501159668,0.0010430277325212955
Which city or region does this building locate in?,Gilgit-Baltistan,['Altit'],[],0,"Baltit Fort (Urdu:  قلعہ بلتت) is a fort in the Hunza valley, near the town of Karimabad, in the Gilgit-Baltistan region of northern Pakistan. Founded in the 8th century CE, it has been on the UNESCO World Heritage Tentative list since 2004. The Mirs of Hunza abandoned the fort in 1945, and moved to a new palace down the hill. The fort started to decay which caused concern that it might possibly fall into ruin. Following a survey by the Royal Geographical Society of London a restoration programme was initiated and supported by the Aga Khan Trust for Culture Historic Cities Support Programme. The programme was completed in 1996 and the fort is now a museum run by the Baltit Heritage Trust.",0.9942069053649902,0.14445045590400696,0.16360677778720856,0.2350916564464569,0.18361714482307434,0.42232662439346313,0.08999334275722504
Which city or region does this park locate in?,"Washington, D.C.","['Washington, D.C.']",[],1,"Nationals Park is located in the Southeast quadrant of Washington, D.C. on South Capitol Street (a main artery separating Southeast from Southwest Washington) at the Anacostia River waterfront.  The ballpark is accessible from Interstate 395 via the Southwest Freeway, and from Interstate 295 via the Frederick Douglass Memorial Bridge, which carries South Capitol Street across the Anacostia River.  The Douglass Bridge was renovated so that South Capitol Street could continue at ground level past the stadium (it was previously 15 feet (4.6 m) above ground level). The primary method of transportation to the stadium is on the Washington Metro system. The stadium is one block from Navy Yard–Ballpark station on the Green Line. The station is located near the park's center field entrance (on the opposite side of Capitol Street SE from the main entrance) and is heavily used by fans on game day.  The station's southern entrance was expanded when the stadium was built, adding an escalator and elevator and moving the farecard mezzanine to street level. Parking near the stadium is limited.  There are 14 Nationals Park-sanctioned parking lots or garages, with a small number of third-party lots nearby.  During the 2008 and 2009 seasons, the Nationals ran a free shuttle service (dubbed the ""Nats Express"") from parking lots at RFK Stadium to Nationals Park on game days. Several Metrobus routes and the DC Circulator's Eastern Market–L'Enfant Plaza route serve the park. Various other transit options include a water taxi service from Alexandria, Virginia, and Georgetown. Cyclists are encouraged to ride to the stadium and are offered free valet bicycle parking. Garage C, located next to the ticket windows at the corner of 1st and N Street, houses a free bike valet service where fans are invited to store their bikes during the game. There are also 110 red bike racks on the sidewalks around the ballpark.",0.9947174191474915,0.8610627055168152,0.5736948847770691,0.47175633907318115,0.6021345257759094,0.14904940128326416,0.21809741854667664
Which country does this food come from?,France,['England'],[],0,"Parfait (/pɑːrˈfeɪ/, also UK: /ˈpɑːrfeɪ/, French: [paʁfɛ] (listen); meaning ""perfect"") is either of two types of dessert. In France, where the dish originated, parfait is made by boiling cream, egg, sugar and syrup to create a custard-like puree. The American version  consists of layers differentiated by the inclusion of such ingredients as granola, nuts, yogurt and liqueurs, topped off with fruits or whipped cream. The oldest known recipe dates back to 1892. Either type is typically served in tall glassware together with a long spoon known as parfait spoon. The classical parfait glass is stemware, with a short stem and a tall slender bowl, often tapered towards the  bottom, also used for serving milkshakes.",0.99241042137146,0.8872106075286865,0.8843935132026672,0.792812705039978,0.7620532512664795,0.8368958234786987,0.9038876295089722
Who is the creator of this object?,John Dobson,['Isaac Newton'],[],0,"A Dobsonian telescope is an altazimuth-mounted Newtonian telescope design popularized by John Dobson in 1965 and credited with vastly increasing the size of telescopes available to amateur astronomers. Dobson's telescopes featured a simplified mechanical design that was easy to manufacture from readily available components to create a large, portable, low-cost telescope. The design is optimized for observing faint, deep-sky objects such as nebulae and galaxies. This type of observation requires a large objective diameter (i.e. light-gathering power) of relatively short focal length and portability for travel to less light-polluted locations. Dobsonians are intended to be what is commonly called a ""light bucket"" operating at low magnification, and therefore the design omits features found in other amateur telescopes such as equatorial tracking. Dobsonians are popular in the amateur telescope making community, where the design was pioneered and continues to evolve. A number of commercial telescope makers also sell telescopes based on this design. The term Dobsonian is currently used for a range of large-aperture Newtonian reflectors that use some of the basic Dobsonian design characteristics, regardless of the materials from which they are constructed.",0.9924575090408325,0.42648619413375854,0.19664916396141052,0.41405153274536133,0.44292277097702026,0.7027072906494141,0.22752390801906586
What is the brand of this vehicle?,Nissan,['Nissan'],[],1,"The Nissan Juke (Japanese: 日産・ジューク, Hepburn: Nissan Jūku) is a subcompact crossover SUV (B-segment) produced by the Japanese car manufacturer Nissan since 2010. Debuted as a production vehicle at the 2010 Geneva Motor Show in March and positioned below the C-segment Qashqai, it was introduced to North America at the 2010 New York International Auto Show to be sold for the 2011 model year. The second-generation model was revealed for the European market in September 2019, offering larger dimensions by utilising the newer Renault–Nissan CMF-B platform. The second generation marks the withdrawal of the model from most markets outside Europe and Australasia to make way for the Nissan Kicks. The name ""juke"" means to ""dance or change directions demonstrating agility"", and is also derived from the word ""jukebox"".",0.9918255805969238,0.9669762849807739,0.8975346088409424,0.9443168044090271,0.9620638489723206,0.9562625885009766,0.9015662670135498
Who is the discoverer or inventor of this object?,Augustin-Jean Fresnel,['Augustin-Jean Fresnel'],[],1,"A Fresnel lens (/ˈfreɪnɛl, -nəl/ FRAY-nel, -⁠nəl; /ˈfrɛnɛl, -əl/ FREN-el, -⁠əl; or /freɪˈnɛl/ fray-NEL) is a type of composite compact lens developed by the French physicist Augustin-Jean Fresnel (1788–1827) for use in lighthouses. It has been called ""the invention that saved a million ships."" The design allows the construction of lenses of large aperture and short focal length without the mass and volume of material that would be required by a lens of conventional design. A Fresnel lens can be made much thinner than a comparable conventional lens, in some cases taking the form of a flat sheet. The simpler dioptric (purely refractive) form of the lens was first proposed by Count Buffon and independently reinvented by Fresnel. The catadioptric form of the lens, entirely invented by Fresnel, has outer elements that use total internal reflection as well as refraction; it can capture more oblique light from a light source and add it to the beam of a lighthouse, making the light visible from greater distances.",0.9942864775657654,0.19653071463108063,0.48284393548965454,0.8062987327575684,0.7750558853149414,0.6814355850219727,0.251867413520813
What is this building named after?,St. Peter and St. George,['Peter'],[],0,"Bamberg Cathedral (German: Bamberger Dom, official name Bamberger Dom St. Peter und St. Georg) is a church in Bamberg, Germany, completed in the 13th century. The cathedral is under the administration of the Roman Catholic Church and is the seat of the Archbishop of Bamberg. Since 1993, the cathedral has been part of the UNESCO World Heritage Site ""Town of Bamberg"". It was founded in 1002 by King (and later Emperor) Heinrich II (Henry II) and consecrated in 1012. With the tombs of Henry II and his spouse Cunigunde, the cathedral contains the remains of the only imperial couple that was canonized. With the tomb of Pope Clement II (1005–47) it also contains the only papal grave in Germany, and north of the Alps.   After the first two cathedrals burned down in the 11th and 12th centuries, the current structure, a late Romanesque building with four large towers, was built in the 13th century. The cathedral is about 94 m long, 28 m broad, 26 m high, and the four towers are each about 81 m high. It contains many works of art, including the marble tomb of the founder and his wife, the Empress Kunigunde, considered a masterpiece of the sculptor Tilman Riemenschneider, and carved between 1499 and 1513. Another well-known treasure of the cathedral is an equestrian statue known as the Bamberg Horseman (German: Der Bamberger Reiter). This statue, possibly depicting the Hungarian king Stephen I, most likely dates to the period from 1225 to 1237.",0.987717866897583,0.03984794393181801,0.0009133831481449306,0.0009039638680405915,0.0007079438073560596,0.0014257724396884441,0.0015090246452018619
