question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_infoseek_rerank_base_no_context,llava_infoseek_rerank_base_with_context,llava_infoseek_rerank_no_p_prime,llava_infoseek_rerank_no_p_q_i,llava_infoseek_rerank_no_p_q_c,llava_infoseek_rerank_no_p_q
Who is the owner of this place?,Skinner,['Jefferson Monroe Levy | Thomas Jefferson Foundation | Uriah P. Levy | Thomas Jefferson'],[],0,"In 1922, Port Blakeley Mill sold Monticello to their former competitor Kitsap County Transportation Company with the objective of forming a jointly-operated fast passenger ferry from Seattle to Bainbridge Island, where the mill company’s owners, D.E. Skinner and John W. Eddy, owned 1,600 acres (6.5 km²) which they were hoping to develop.  Monticello was replaced on the Seattle-Port Blakeley route in 1923 with the automobile ferry Liberty.",0.08796914666891098,0.0005322883953340352,0.0076875342056155205,0.0012343039270490408,0.005443646106868982,0.008316383697092533,0.0015253506135195494
What is the length of the wingspan in millimetre of this insect?,15,['33.0-45.0'],[],0,"The wingspan of the moth ranges from 15–19 mm (0.59–0.75 in). The basic color of wings is white, with large black markings.",0.2089908868074417,0.014325001277029514,0.011373594403266907,0.030757339671254158,0.02204127050936222,0.025570029392838478,0.0037124643567949533
What is the mohs' hardness of this material?,1,['1.5'],[],0,"The Mohs scale of mineral hardness (/moʊz/) is a qualitative ordinal scale, from 1 to 10, characterizing scratch resistance of various minerals through the ability of harder material to scratch softer material. The scale was introduced in 1822 by the German geologist and mineralogist Friedrich Mohs, in his Treatise on Mineralogy; it is one of several definitions of hardness in materials science, some of which are more quantitative. The method of comparing hardness by observing which minerals can scratch others is of great antiquity, having been mentioned by Theophrastus in his treatise On Stones, c.  300 BC, followed by Pliny the Elder in his Naturalis Historia, c.  AD 77. The Mohs scale is useful for identification of minerals in the field, but is not an accurate predictor of how well materials endure in an industrial setting – toughness.",0.5154390931129456,0.017150726169347763,0.1392909437417984,0.20972685515880585,0.13708330690860748,0.2225123792886734,0.008107760921120644
Who is the owner of this food?,Le Roy Historical Society,['Kraft Heinz'],[],0,"The Jell-O Gallery or Jell-O Museum is a museum in Le Roy, New York dedicated to exhibits about Jell-O. The museum is owned and operated by the Le Roy Historical Society.",0.15778836607933044,0.0196724534034729,0.009526534005999565,0.010183236561715603,0.016573986038565636,0.09778594225645065,0.005976193118840456
What is the location of this place?,Karachi,['Karachi'],[],1,"Mazar-e-Quaid (Urdu: مزارِ قائد), also known as Jinnah Mausoleum or the National Mausoleum, is the final resting place of Muhammad Ali Jinnah, the founder of Pakistan. Designed in a 1960s modernist style, it was completed in 1971, and is an iconic symbol of Karachi as well as one of the most popular tourist sites in the city. The mausoleum complex also contains the tomb of Jinnah's sister, Māder-e Millat (""Mother of the Nation"") Fatima Jinnah, as well as those of Liaquat Ali Khan and Nurul Amin, the first and eighth Prime Ministers of Pakistan respectively.  The tomb of Sardar Abdur Rab Nishtar, a stalwart of the Muslim League from Peshawar, is also located there.",0.9357070326805115,0.41351065039634705,0.6755455732345581,0.639742374420166,0.5395365357398987,0.6347522139549255,0.37848955392837524
What is the period of lactation of this animal in day?,2 months,['70.0-100.0'],[],0,"The breeding season for the Virginia opossum can begin as early as December and continue through October with most young born between February and June. A female opossum may have one to three litters per year. During the mating season, the male attracts the female by making clicking sounds with his mouth. The female's estrus cycle is 28 days and lasts 36 hours. Gestation lasts 11–13 days and the average litter size is 8–9 infants, although over 20 infants may be born.  Opossums have a very high mortality rate of their young; only one in ten offspring survive to reproductive adulthood.  Newborns are the size of a honeybee. Once delivered through the median vagina or central birth canal, newborn opossums climb up into the female opossum's pouch and latch onto one of her 13 teats. The young remain latched for two months and in the pouch for 2+1⁄2 months. The young then climb onto the mother's back, where she carries them for the remainder of their time together. It is during this time that the young learn survival skills. They leave their mother after about four or five months.  Like all female marsupials, the female's reproductive system is bifid, with two lateral vaginae, uteri, and ovaries. The male's penis is also bifid, with two heads, and as is common in New World marsupials, the sperm pair up in the testes and only separate as they come close to the egg.",0.18651440739631653,0.013358629308640957,0.10389912128448486,0.003762671025469899,0.04693221300840378,0.018179280683398247,0.011077294126152992
Who or what maintains this building?,Church,['Valparaiso University'],[],0,"The Chapel of the Resurrection (French: Chapelle de la Résurrection, Dutch: Verrijzeniskapel) or Chapel for Europe is a Roman Catholic church with an ecumenical vocation located in the heart of the Brussels' European Quarter (City of Brussels municipality), next to the former Convent Van Maerlant. A precursor of this church, which dated back to the 15th century, was situated in the city centre, but demolished in the course of urban development in 1907. Instead, a replica, externally true to the original, was built at its present location. In 2001, after substantial renovation, the church received its present name and took on its present ecumenical character.",0.7334511280059814,0.0005450641037896276,0.006061037071049213,0.0010267739417031407,0.006843887735158205,0.0031266880687326193,0.002400690224021673
Which protected area is this building usually located in?,Nature reserve,['Pembrokeshire Coast National Park'],[],0,"The castle lies at a height of about 320 m (1,050 ft) above the Selke valley near the village of Meisdorf in the Harz district, in the German state of Saxony-Anhalt. It is located within extended forests, today a protected area (Naturschutzgebiet). Also nearby are the ruined medieval castles of Ackeburg and Old Falkenstein Castle.",0.20380811393260956,0.0006734821945428848,0.008163724094629288,0.0038889050483703613,0.0036446359008550644,0.0020614226814359426,0.0023668757639825344
Which continent does this mountain belong to?,Europe,['Europe'],[],1,"The Dents du Midi (French: ""teeth of noon"") are a three-kilometre-long mountain range in the Chablais Alps in the canton of Valais, Switzerland. Overlooking the Val d'Illiez and the Rhône valley to the south, they face the Lac de Salanfe, an artificial reservoir, and are part of the geological ensemble of the Giffre massif. Their seven peaks are, from north-east to south-west: the Cime de l'Est, the Forteresse, the Cathédrale, the Éperon, the Dent Jaune, the Doigts and the Haute Cime. They are mainly composed of limestone rock, with gritty limestone rock in the upper parts. The Dents du Midi are accessible from Champéry, les Cerniers, Mex, Salvan and Vérossaz, but they have only been climbed since the end of the 18th century. A footpath around the Dents du Midi has existed since 1975. The mountain range represents a local symbol and is often used to promote the Val d'Illiez and various brands and associations in the region.",0.7280274033546448,0.09420597553253174,0.4442095160484314,0.668596088886261,0.18005792796611786,0.8093634843826294,0.08196410536766052
Which historic county does this village belong to?,Parma,['Huntingdonshire'],[],0,"According to legend, Parmigiano Reggiano was created in the course of the Middle Ages in Bibbiano, in the province of Reggio Emilia. Its production soon spread to the Parma and Modena areas. Historical documents show that in the 13th and 14th centuries, Parmigiano was already very similar to that produced today, which suggests its origins can be traced to far earlier. Some evidence suggests that the name was used for Parmesan cheese in Italy and France in the 17th-19th century. It was praised as early as 1348 in the writings of Boccaccio; in the Decameron, he invents a 'mountain, all of grated Parmesan cheese', on which 'dwell folk that do nought else but make macaroni and ravioli, and boil them in capon's broth, and then throw them down to be scrambled for; and hard by flows a rivulet of Vernaccia, the best that ever was drunk, and never a drop of water therein.' During the Great Fire of London of 1666, Samuel Pepys buried his ""Parmazan cheese, as well as his wine and some other things"" to preserve them. In the memoirs of Giacomo Casanova, he remarked that the name ""Parmesan"" was a misnomer common throughout an ""ungrateful"" Europe in his time (mid-18th century), as the cheese was produced in the town of Lodi, Lombardy, not Parma. Though Casanova knew his table and claimed in his memoir to have been compiling a (never completed) dictionary of cheeses, his comment has been taken to refer mistakenly to a grana cheese similar to ""Parmigiano"", Grana Padano, which is produced in the Lodi area. Parmigiano Reggiano has been the target of organized crime in Italy, particularly the Mafia or Camorra, which ambush delivery trucks on the Autostrada A1 in northern Italy between Milan and Bologna, hijacking shipments. The cheese is ultimately sold in southern Italy. Between November 2013 and January 2015, an organised crime gang stole 2039 wheels of Parmigiano Reggiano from warehouses in northern and central Italy. October 27 is designated ""Parmigiano Reggiano Day"" by The Consort",0.3457183539867401,0.3629595637321472,0.19095221161842346,0.18261747062206268,0.2419513463973999,0.06248420104384422,0.013910126872360706
What is the length in millimetre is the vehicle in the image?,4845,['5113'],[],0,"Launched during the 2021 Shanghai Auto Show, the Buick Envision Plus is a stretched version of the Envision that serves as a three-row crossover SUV variant of the regular Buick Envision S in China. The wheelbase has been extended to 2,833 mm (111.5 in), resulting in a length of 4,845 mm (190.7 in).",0.17580725252628326,0.009768513962626457,0.0698084905743599,0.03877895697951317,0.3410114645957947,0.2611052393913269,0.03872431069612503
What is the genre of this building?,Commercial,['equestrian statue | public art'],[],0,"Regina Building, previously known as Roxas Building, is a historic building located along Escolta Street in Binondo, Manila, Philippines. It was designed sequentially by Andrés Luna de San Pedro and Fernando H. Ocampo. The neoclassical beaux-arts commercial structure was built in 1915.",0.4407392740249634,0.0006126906955614686,0.009424124844372272,0.008993214927613735,0.00452108820900321,0.0025714365765452385,0.0025463509373366833
Which city or region does this bridge locate in?,Paris,['Paris | Invalides'],[],0,"The Pont Alexandre III is a deck arch bridge that spans the Seine in Paris. It connects the Champs-Élysées quarter with those of the Invalides and Eiffel Tower. The bridge is widely regarded as the most ornate, extravagant bridge in the city. It has been classified as a French monument historique since 1975.",0.9912605881690979,0.5992524027824402,0.6399084329605103,0.8674811720848083,0.7533125877380371,0.748042643070221,0.7165602445602417
What country does this vehicle belong to?,Hungary,['Netherlands'],[],0,"MALÉV Ltd. (Hungarian: Malév Zrt.), which did business as MALÉV Hungarian Airlines (Hungarian: Magyar Légiközlekedési Vállalat, abbreviated MALÉV, [ˈmɒleːv]), was the flag carrier of Hungary from 1946 until 2012. Its head office was in Budapest, with its main hub at Budapest Ferenc Liszt International Airport. The airline flew to over 50 cities in 34 countries with a fleet of 22 aircraft. Malév joined the Oneworld alliance on 29 March 2007. On 3 February 2012, Malév ceased operations and on 14 February 2012 was declared insolvent by the Metropolitan Court of Budapest.",0.9532919526100159,0.8329492211341858,0.8753180503845215,0.6996943354606628,0.7836601138114929,0.8229078054428101,0.6618268489837646
who/what operates this park?,National park service,['National Park Service'],[],1,"Mount Rainier National Park is an American national park located in southeast Pierce County and northeast Lewis County in Washington state. The park was established on March 2, 1899, as the fourth national park in the United States, preserving 236,381 acres (369.3 sq mi; 956.6 km²) including all of Mount Rainier, a 14,410-foot (4,390 m) stratovolcano. The mountain rises abruptly from the surrounding land with elevations in the park ranging from 1,600 feet to over 14,000 feet (490–4,300 m). The highest point in the Cascade Range, Mount Rainier is surrounded by valleys, waterfalls, subalpine meadows, and 91,000 acres (142.2 sq mi; 368.3 km²) of old-growth forest. More than 25 glaciers descend the flanks of the volcano, which is often shrouded in clouds that dump enormous amounts of rain and snow. Mount Rainier is circled by the Wonderland Trail and is covered by glaciers and snowfields totaling about 35 square miles (91 km²). Carbon Glacier is the largest glacier by volume in the contiguous United States, while Emmons Glacier is the largest glacier by area. Mount Rainier is a popular peak for mountaineering with some 10,000 attempts per year with approximately 50% making it to the summit.",0.7645750045776367,0.8607823252677917,0.44915771484375,0.29376593232154846,0.13177908957004547,0.2930710017681122,0.07705556601285934
What is the sea level in metre of this building?,2300,['2300'],[],1,"Amberd (Armenian: Ամբերդ) is a 10th-century fortress located 2,300 meters (7,500 ft) above sea level, on the slopes of Mount Aragats at the confluence of the Arkashen and Amberd rivers in the province of Aragatsotn, Armenia. The name translates to ""fortress in the clouds"" in Armenian. It is also the name incorrectly attributed to Vahramashen Church, the 11th-century Armenian church near the castle. The village of Byurakan is 6.4 kilometres (4.0 mi) from the site of Amberd.",0.05022861436009407,0.000813941122032702,0.03466224670410156,0.020108843222260475,0.14597709476947784,0.01622268557548523,0.03614864498376846
where is the highest point of this mountain?,2500 feet,['Le Grand Piton'],[],0,"The Salève ([salɛv]), or Mont Salève, is a mountain of the French Prealps located in the department of Haute-Savoie in Auvergne-Rhône-Alpes. It is also called the ""Balcony of Geneva"" (French: Balcon de Genève).",0.05848494544625282,0.0006465852493420243,0.008561113849282265,0.0022097972687333822,0.0054540857672691345,0.0053056757897138596,0.0017212386010214686
Who is the discoverer or inventor of this object?,Manuel nunes,['Manuel Nunes'],[],1,"The ukulele originated in the 1880s, based on several small guitar-like instruments of Portuguese origin, the machete, the cavaquinho, the timple, and the rajão, which were introduced to the Hawaiian Islands by Portuguese immigrants from Madeira and Cape Verde. Three immigrants in particular, Madeiran cabinet makers Manuel Nunes, José do Espírito Santo, and Augusto Dias, are generally credited as the first ukulele makers. Two weeks after they disembarked from the SS Ravenscrag in late August 1879, the Hawaiian Gazette reported that ""Madeira Islanders recently arrived here, have been delighting the people with nightly street concerts."" The instrument gained great popularity elsewhere in the United States during the early 20th century and from there spread internationally.",0.024329135194420815,0.020600374788045883,0.26390954852104187,0.034723371267318726,0.10619096457958221,0.035691846162080765,0.01513705961406231
What is the architectural style of this building?,Empire,['Renaissance'],[],0,"The Hôtel Beauharnais (French: [otɛl boaʁnɛ]) is a historic hôtel particulier, a type of large French townhouse, in the 7th arrondissement of Paris. It was designed by architect Germain Boffrand. Its construction was completed in 1714. By 1803, the structure was purchased by Eugène de Beauharnais, who had it rebuilt in an Empire style. It has been listed as an official historical monument since July 25, 1951. Today it serves as the official residence of the German Ambassador to France.",0.6100713610649109,0.0006131457630544901,0.021444084122776985,0.0009275697520934045,0.013733869418501854,0.05861663445830345,0.007360339630395174
Which historic period or era did this place occur?,Pre-celtic,['Neolithic'],[],0,Situated in the locality of Gansweidt the Menhir or standing stones mark the boundary of the village from their 40-metre height. They probably date back to before Celtic settlement of the region. The coat of arms of the village is visible halfway up (a late sculpture). Registered on 20 May 1930 as a historical monument.,0.2277071177959442,0.036112114787101746,0.0236591175198555,0.004670364316552877,0.004088475368916988,0.004528820980340242,0.0020405331160873175
Who is the founder of the building in the image?,Unknown,['Naraina Pillai'],[],0,The Tower (Gopuram) of this temple is a specimen of Dravidian art presented in the upper stories. It was recently renovated by the benign patronage of some film actors of the state. The surface of the Gopuram depicts various lifelike art from the different anecdotes of the Hindu mythology. The pictures are painted in oil and exhibit vivid descriptions of the incidents depicted. The tower can be seen from a colossal distance of about 10 miles from the temple's premises.,0.6076110005378723,0.0006334809586405754,0.08957710862159729,0.014691838063299656,0.005865702871233225,0.018728427588939667,0.010177667252719402
Which significant event was held in this place?,Blenheim horse trials,['parturition'],[],0,"The Blenheim Horse Trials is an annual international three-day event held in the park of Blenheim Palace, at Woodstock, England. It is rated CCI*** (the second highest level of eventing). Blenheim began in 1990, after the three-day event held at Chatsworth was ended. The venue has since become popular both for national and international events, beginning in 1994 with the FEI European Young Rider Championships. In 2003, Blenheim hosted the Asia-Pacific Championships as a qualifier for the 2004 Athens Olympics. Sixteen nations were represented and several European, World, and Olympic Champions competed. The winner, Pippa Funnell, became the first rider to win three times at the venue. Pippa Funnell won yet again at the 2004 Blenheim Horse Trials, on her stallion, Viceroy. In 2005, Blenheim hosted the European Eventing Championship. Blenheim also hosts an 8 and 9 year old CIC*** class, which now incorporates the British 8 and 9 year old National Championship. A world class international equestrian event and a great day out with family and friends! There is much to do on all days in addition to the showcase eventing classes, such as complimentary displays and demonstrations, competitions for grassroots riders, a fun ride and of course a plethora of shops, food outlets, bars and entertainments, all within the magnificent grounds of Blenheim Palace. For the first time in 2021, the event will be organised by The Jockey Club, the body that runs the Cheltenham Festival, the Epsom Derby and the Aintree Grand National.",0.9756237268447876,0.13757051527500153,0.09160049259662628,0.013601322658360004,0.12628869712352753,0.08015680313110352,0.022611863911151886
Who is the architect of this facility?,Giles scott,['Giles Gilbert Scott'],[],0,"Sir Standen Leonard Pearce (28 September 1873 – 20 October 1947) was an English electrical engineer, perhaps best remembered for designing Battersea Power Station, on which he was assisted by Sir Giles Scott and the architectural practice Halliday and Agate. He was a key player in rationalising electricity supply in Britain and in the design of cleaner and more efficient power stations.",0.07282157987356186,0.09638602286577225,0.006160910706967115,0.0011780322529375553,0.01003171969205141,0.006520429160445929,0.0016013463027775288
What place inflows lake?,River,['River Brathay'],[],0,"Boats of all sizes and horsepowers may be legally launched on Lake Kampeska. There is a no-wake zone in Hidden Valley on the east side of the lake.  Although there are some sailboat enthusiasts who recreate on the lake, motorboats are in the clear majority in regard to quantity. The lake is also home to the Kampeska Yacht Club, which hosts the annual sail boating competition, the Kampeska Cup Regatta.",0.8166905045509338,0.0005654693813994527,0.06742772459983826,0.002067583380267024,0.019116533920168877,0.001812364556826651,0.0030775414779782295
What is the closest upper taxonomy of this bird?,Pelecanidae,['Pelecanus'],[],0,"The brown pelican was described by Swedish zoologist Carl Linnaeus in the 1766 12th edition of his Systema Naturae, where it was given the binomial name of Pelecanus occidentalis. It belongs to the New World clade of the genus Pelecanus. Five subspecies of the brown pelican are recognized. These subspecies are genetically distinct despite a similar phenotype. Different habitats allow to recognize them. :  The brown pelican is part of a clade that includes the Peruvian pelican (P. thagus) and the American white pelican (P. erythrorhynchos). The Peruvian pelican was previously treated as a subspecies of the brown pelican, but is now considered a separate species on the basis of its much greater size (around double the weight of the brown pelican), differences in bill color and plumage, and a lack of hybridization between the forms despite a large range overlap. In contrast, hybridization between brown and white pelicans is possible. In 1932, James L. Peters separated the American white pelican and the brown pelican (including the Peruvian pelican) into monospecific subgenera. This separation was also supported by Jean Dorst and Raoul J. Mougin in 1979. The spot-billed pelican and the pink-backed pelican were considered to be sister species by Andrew Elliott in 1992 and Joseph B. Nelson in 2005, and the divergence between the brown and the Peruvian pelicans was found to be the most in the pelican family. In 1993, Paul Johnsgard hypothesized that the pelicans derived from a south Asian or African ancestor, and spread through northern Asia and Australia before finally coming to North America. This hypothesis would imply that, unless the brown pelican and the American white pelican resulted from multiple invasions of North America, they would be sister taxa. However, trees derived from genetic data disagree. In 1990, Charles Sibley and John E. Ahlquist's Unweighted Pair Group Method with Arithmetic Mean (UPGMA) tree based on DNA–DNA hybridization data found that the Ameri",0.23484854400157928,0.0005091011989861727,0.20306254923343658,0.5865700840950012,0.19474022090435028,0.07289909571409225,0.12673097848892212
Which body of water is this mountain located in or next to?,Lake,['Lake Como'],[],0,"The Villa del Balbianello is a villa in the comune of Lenno (province of Como), a province in the north of the Lombardy region of Italy, overlooking Lake Como.  It is located on the tip of the small wooded peninsula of Dosso d'Avedo  on the western shore of the south-west branch of Lake Como, not far from the Isola Comacina and is famous for its elaborate terraced gardens.",0.9760045409202576,0.0011078944662585855,0.14982394874095917,0.5941720604896545,0.17892856895923615,0.31761276721954346,0.09879182279109955
What is the length in kilometre is the island in the image?,60,['12.9'],[],0,"Prince Edward Island National Park (French: Parc national de l'Île-du-Prince-Édouard) is a National Park of Canada located in the province of Prince Edward Island. Situated along the island's north shore, fronting the Gulf of St. Lawrence, the park measures approximately 60 km (37 mi) in length and ranges from several hundred metres to several kilometres in width. Established in 1937, the park's mandate includes the protection of many broad sand beaches, sand dunes and both freshwater wetlands and saltmarshes. The park's protected beaches provide nesting habitat for the endangered piping plover; the park has been designated a Canadian Important Bird Area. An extension was added to the park in 1998 when an extensive sand dune system in Greenwich was transferred from the provincial government to Parks Canada. The Prince Edward Island National Park also includes Green Gables, which was the childhood inspiration for the Anne of Green Gables novels by author Lucy Maud Montgomery, as well as Dalvay-by-the-Sea, a Victorian era mansion currently operated as an inn. In 1999, the Canadian Nature Federation identified Prince Edward Island National Park as being the most endangered in the national park system, based on human impact. The park also experiences severe coastal erosion as a result of winter storms and its vulnerable shoreline. The park was the subject of a short film in 2011's National Parks Project, directed by John Walker and scored by Chad Ross, Sophie Trudeau and Dale Morningstar.  Part of the Jezero crater on Mars was informally named after the park.",0.34955230355262756,0.02828030474483967,0.12555378675460815,0.18156182765960693,0.14017829298973083,0.39317867159843445,0.008190950378775597
Who is the distributor of this park?,James hutchings,['Google Play'],[],0,"James Mason Hutchings (February 10, 1820 – October 31, 1902) was an American businessman and one of the principal promoters of what is now Yosemite National Park.",0.6544991135597229,0.5009072422981262,0.48354822397232056,0.040177684277296066,0.05144992843270302,0.05415730178356171,0.03828596696257591
What is the basin country to the lake?,Switzerland,['Switzerland'],[],1,"Lake Lucerne (German: Vierwaldstättersee, literally ""Lake of the four forested settlements"" (in English usually translated as forest cantons), French: lac des Quatre-Cantons, Italian: lago dei Quattro Cantoni) is a lake in central Switzerland and the fourth largest in the country.",0.9181599020957947,0.7376688122749329,0.7271835207939148,0.9062896370887756,0.6475329995155334,0.8942832946777344,0.645065426826477
What is the closest upper taxonomy of this insect?,Family,['Jadera'],[],0,"Neacoryphus bicrucis is a species in the family Lygaeidae (""seed bugs""), in the order Hemiptera (""true bugs, cicadas, hoppers, aphids and allies""). The species is known generally as the ""whitecrossed seed bug"" or ""ragwort seed bug"". The distribution range of Neacoryphus bicrucis includes Central America, North America, Oceania, and South America.",0.8292152285575867,0.000497694534715265,0.001963190268725157,0.0008405744447372854,0.002370702801272273,0.001261889934539795,0.0016192866023629904
Who is the owner of this island?,Brendan Clouston,['Kintail'],[],0,"Eilean Aigas (NH4641) (Scottish Gaelic: Eilean Àigeis) is an island in the River Beauly, Scotland, in Kiltarlity parish in traditional Inverness-shire, now Highland Region. It is most notable for the mansion on it at its north end, which was formerly owned by the Sobieski Stuarts and rented by author and Scottish nationalist Compton Mackenzie from Lord Fraser of Lovat. It is joined to the bank by a narrow white bridge.  The Eilean Aigas estate was owned by the Lovat Frasers until 1995, when it was bought by King Chong Chai, a Malaysian businessman, for around £600,000. Chai put the island up for sale in 2001, for an asking price of £3 million. It was purchased by Brendan Clouston, a Canadian businessman, who was formerly president of Tele-Communications Inc.  The house was built in 2006, it is a replica of a 19th-century hunting lodge. In 2013 the estate was once again for sale, for offers over £15 million. It sold in 2015 for £3 million.",0.28222745656967163,0.08685015887022018,0.019831988960504532,0.014438017271459103,0.06924285739660263,0.02284802868962288,0.01419873908162117
What is the closest parent taxonomy of this bird?,Bucephala clangula,['Bucephala'],[],0,"The common goldeneye or simply goldeneye (Bucephala clangula) is a medium-sized sea duck of the genus Bucephala, the goldeneyes. Its closest relative is the similar Barrow's goldeneye. The genus name is derived from the Ancient Greek boukephalos (""bullheaded"", from bous, ""bull "" and kephale, ""head""), a reference to the bulbous head shape of the bufflehead. The species name is derived from the Latin clangere (""to resound""). Common goldeneyes are aggressive and territorial ducks, and have elaborate courtship displays.",0.2621177136898041,0.0011147588957101107,0.015293201431632042,0.012997928075492382,0.011308250948786736,0.010343488305807114,0.006754803471267223
Which city or region does this building locate in?,Russia,['Moscow'],[],0,"The Orthodox cathedral of the Ascension of Christ (Вознесенский собор) is a Russian Orthodox church in Zheleznodorozhny City District of Novosibirsk, Russia.",0.9368370771408081,0.002200252376496792,0.03527669608592987,0.14936192333698273,0.007412452716380358,0.11233001947402954,0.04161672294139862
Who is the architect of this building?,Nicolai Eigtved,['Nicolai Eigtved'],[],1,"Amalienborg is the centrepiece of Frederiksstaden, a district that was launched by King Frederick V to commemorate in 1748 the tercentenary of the Oldenburg family's ascent to the throne of Denmark, and in 1749 the tercentenary of the coronation of Christian I of Denmark. This development is generally thought to have been the brainchild of Danish Ambassador Plenipotentiary in Paris, Johann Hartwig Ernst Bernstorff. Heading the project was Lord High Steward Adam Gottlob Moltke, one of the most powerful and influential men in the country, with Nicolai Eigtved as royal architect and supervisor. The project consisted of four identical mansions (see below), built to house four distinguished families of nobility from the royal circles, placed around an octagonal square. These mansions (now called Palaces) form the modern palace of Amalienborg, albeit much modified over the years.",0.6622311472892761,0.41819554567337036,0.6902603507041931,0.6351589560508728,0.7571887373924255,0.9411322474479675,0.5612480044364929
What is the architectural style of this building?,Beaux-arts,['historicist architecture'],[],0,"The FHBRO considers the Montreal Clock Tower to be architecturally aesthetic due to its Beaux-Arts style. This style of architecture is defined as an expression of nature's beauty through a method of fine art and detail. The FHBRO notes that the Clock Tower's shape and decorative features adhere to the Beaux-Arts style and are also practical. The Clock Tower was constructed through a method of light masonry, by which the entire infrastructure is constructed as individual sections, and then joined at the end. This included separated building of the main clock tower, the smaller tower and the conjoining curtain wall. This building process made the Clock Tower light in weight and high in the quality of material used, allowing it to be supported by the wharf that is was built on without fault. The Clock Tower is made of concrete and is built on a square base, with each supporting corner at a different height on the ground. The stem of the tower consists of the entrance on the east facing side and signs of an old entrance on the south side, which was formally hidden by the grain sheds. The north facing side has a memorial plaque to the sailors who died during the First World War. The western facing side of the Clock Tower has rectangular columns reaching from the base. The FHBRO considers the sailor's memorial plaque, the granite placed by the Prince of Wales and the cannons featured at the entrance of the Clock Tower to be key architectural elements to be maintained. The upper portion of the tower features four clock faces, with columns and rectangular openings below the northern, eastern and western facing clocks. The southern face features rectangular openings in no particular pattern. Further below these, the Clock Tower has smooth concrete walls that extend to the base. Each corner of the concrete walls features a rectangular pillar with an eagle on top. Central to the upper portion of the Clock Tower is an observation deck. The smaller tower features corner pilaste",0.8176718354225159,0.00446012569591403,0.1414511799812317,0.6206305623054504,0.1985427290201187,0.18232221901416779,0.12499824166297913
Which body of water is this place located in or next to?,River,['Seine'],[],0,"The Eiffel Tower (/ˈaɪfəl/ EYE-fəl; French: tour Eiffel [tuʁ‿ɛfɛl] (listen)) is a wrought-iron lattice tower on the Champ de Mars in Paris, France. It is named after the engineer Gustave Eiffel, whose company designed and built the tower. Locally nicknamed ""La dame de fer"" (French for ""Iron Lady""), it was constructed from 1887 to 1889 as the centerpiece of the 1889 World's Fair and was initially criticised by some of France's leading artists and intellectuals for its design, but it has become a global cultural icon of France and one of the most recognisable structures in the world. The Eiffel Tower is the most visited monument with an entrance fee in the world; 6.91 million people ascended it in 2015. It was designated a monument historique in 1964, and was named part of a UNESCO World Heritage Site (""Paris, Banks of the Seine"") in 1991. The tower is 330 metres (1,083 ft) tall, about the same height as an 81-storey building, and the tallest structure in Paris. Its base is square, measuring 125 metres (410 ft) on each side. During its construction, the Eiffel Tower surpassed the Washington Monument to become the tallest human-made structure in the world, a title it held for 41 years until the Chrysler Building in New York City was finished in 1930. It was the first structure in the world to surpass both the 200-metre and 300-metre mark in height. Due to the addition of a broadcasting aerial at the top of the tower in 1957, it is now taller than the Chrysler Building by 5.2 metres (17 ft). Excluding transmitters, the Eiffel Tower is the second tallest free-standing structure in France after the Millau Viaduct. The tower has three levels for visitors, with restaurants on the first and second levels. The top level's upper platform is 276 m (906 ft) above the ground – the highest observation deck accessible to the public in the European Union. Tickets can be purchased to ascend by stairs or lift to the first and second levels. The climb from ground level to the first lev",0.8640130162239075,0.000667170446831733,0.029129210859537125,0.013796298764646053,0.11498567461967468,0.05857054889202118,0.01560288481414318
What equipment or engine is used by this item to provide power?,Battery,['magnet'],[],0,"Most automotive applications use DC. An automotive battery provides power for engine starting, lighting, the ignition system, the climate controls, and the infotainment system among others.  The alternator is an AC device which uses a rectifier to produce DC for battery charging.  Most highway passenger vehicles use nominally  12 V systems.  Many heavy trucks, farm equipment,  or earth moving equipment with Diesel engines use 24 volt systems. In some older vehicles, 6 V was used, such as in the original classic Volkswagen Beetle. At one point a 42 V electrical system was considered for automobiles, but this found little use. To save weight and wire, often the metal frame of the vehicle is connected to one pole of the battery and used as the return conductor in a circuit.  Often the negative pole is the chassis ""ground"" connection, but positive ground may be used in some wheeled or marine vehicles. In a battery electric vehicle, there are usually two separate DC systems. The ""low voltage"" DC system typically operates at 12V, and serves the same purpose as in an internal combustion engine vehicle. The ""high voltage"" system operates at 300-400V (depending on the vehicle), and provides the power for the traction motors. Increasing the voltage for the traction motors reduces the current flowing through them, increasing efficiency.",0.1278885006904602,0.007858245633542538,0.07771073281764984,0.04245215281844139,0.06763113290071487,0.025248486548662186,0.008927949704229832
Which diocese does this building belong to?,Western north carolina,['Roman Catholic Diocese of Regensburg'],[],0,"St. Matthias Episcopal Church is a parish of the Episcopal Church located at Asheville, Buncombe County, North Carolina, in the Diocese of Western North Carolina. Founded in 1867, St. Matthias believes itself to be the oldest African-American congregation in the city. Its historic church, a one-story, cruciform plan brick building with Gothic Revival design influences, was built in 1894–1896. It was listed on the National Register of Historic Places in 1979.",0.17226774990558624,0.044668953865766525,0.056837502866983414,0.027182789519429207,0.06291354447603226,0.03096466138958931,0.016064172610640526
