question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,qwen_evqa_bm25_base_no_context,qwen_evqa_bm25_base_with_context,qwen_evqa_bm25_no_p_prime,qwen_evqa_bm25_no_p_q_i,qwen_evqa_bm25_no_p_q_c,qwen_evqa_bm25_no_p_q
In what district of suzhou is this temple located?,Wuzhong District,['Gusu District'],[],0,"Xiyuan Temple (Chinese: 西园寺; lit. 'Western Garden Temple') is a Buddhist temple in Wuzhong District, Suzhou, China. It is located just to the west of Lingering Garden.",0.9950482249259949,0.848078727722168,0.004910827148705721,0.08944367617368698,0.00906080286949873,0.005869171116501093,0.009926890954375267
What did the new railroad bridge take away from this bridge?,The new railroad bridge took away the old bridge — it was filled in and replaced.,['importance'],[],0,"The Central Railroad of New Jersey constructed an extension of the former Elizabeth and Somerville Railroad from Clinton (modern-day Annandale) in 1852. In order to complete the railroad, it required traversing the Raritan River valley. This was problematic for the planners, who finally decided that a high bridge was the route to go in constructing the line. The railroad constructed a new bridge that was 1,300 feet (400 m) long, 120 feet (37 m) high above the Raritan River. The bridge involved eight massive piers of 100 feet (30 m) stone. The construction of the bridge cost $200,000 (1852 USD). Construction of the railroad through the valley in 1852 did not involve a station at the current site. Despite no station, the railroad influenced a renaissance of industry in the area. The railroad construction caused the iron works in the area, run by Lewis Taylor, to gain new business. The iron works, which closed in 1783 due to lack of transportation and access, reopened in 1851. With the railroad, Taylor added new furnaces in 1852 and 1854, as well as new items in 1853 and 1856. With the 1856 expansion of the Taylor-Wharton Iron Works, the village in the area expanded, with a railroad station opened at the location. Taylor himself, opened a company store not far from the new station. However, the high bridge through the area did not last very long. In 1852, the railroad discovered that the bridge was not firm at all. The bridge swayed when trains would cross over the bridge. With the train on top, it would depress the track and make it rise as the equipment crossed the structure. When the railroad decided what to do about the unsafe bridge, they first considered an all-stone structure. That was turned down in favor of filling in the bridge. Construction on the new fill began in 1859. Progress began in 1860, with the large stone piers and the bridge being filled in by dirt. The cost of filling in the bridge cost $500,000 (1865 USD), covering about $60,000 worth of railroa",0.9295507669448853,0.0006000303546898067,0.0002531385107431561,0.00030919231357984245,0.00031356202089227736,0.00023833574960008264,0.0003801127604674548
What is the only new building on this museum's campus?,Janet and William Ellery James Center,['The Bay Observatory building'],[],0,"On September 17, 2020, the Cape Ann Museum opened its new campus, the Cape Ann Museum Green, located off of Grant Circle and Route 128, Gloucester, MA. This four acre green space is home to the museum's three historic structures, the White-Ellery House (1710), a barn (c. 1740), and the Babson-Alling House (c. 1740). It is also home to the Janet and William Ellery James Center, a 12,000 square foot building that houses the museum's object and archival collections. Designed by the Boston-based firm, designLAB, part of the building includes 2,000 square feet of exhibition and programming space.",0.9430500268936157,0.26325416564941406,0.03339926153421402,0.08079911768436432,0.019186513498425484,0.07313352078199387,0.06785053759813309
What does this bird do between april and july?,"It's not clear what the bird does between April and July based on the provided text. The text discusses real estate development and legal terms, not bird behavior.",['mating'],[],0,"Frej, Anne B; Peiser, Richard B. (2003). Professional Real Estate Development: The ULI Guide to the Business (2 ed.). Urban Land Institute. p. 3. ISBN 0874208947. OCLC 778267123. New York Times, March 16, 1963, ""Personality Boom is Loud for Louis Lesser"" Article: What does a property developer do? Sept 2019 ""What is a Lady Bird Deed"". Saturday, April 18, 2020",0.06454696506261826,0.0006749925087206066,0.00022835902927909046,0.00030092403176240623,0.00029348276439122856,0.0002372746093897149,0.0003583473153412342
What is a comparison of published measurements of this bridge?,Varied measurements due to different survey methods and definitions.,['The following table'],[],0,"The following table is a comparison of published measurements of length, width and load recorded by four different sources using different methods, as well as the name cited for the bridge and its builder. The NBI measures bridge length between the ""backwalls of abutments"" or pavement grooves and the roadway width as ""the most restrictive minimum distance between curbs or rails"". The NRHP form was prepared by the Pennsylvania Historical and Museum Commission (PHMC), which surveyed county engineers, historical and covered bridge societies, and others for all the covered bridges in the commonwealth. The Evans visited every covered bridge in Pennsylvania in 2001 and measured each bridge's length (portal to portal) and  width (at the portal) for their book. The data in Zacher's book was based on a 1991 survey of all covered bridges in Pennsylvania by the PHMC and PennDOT, aided by local government and private agencies. The article uses primarily the NBI and NRHP data, as they are national programs.",0.8203026056289673,0.0005986784817650914,0.0002426211431156844,0.00032343092607334256,0.0003179516352247447,0.0002455981448292732,0.00037305656587705016
What kind of photos and descriptions are available of this plant?,Excellent,['Excellent'],[],1,"Hackelia virginiana has simple, rough leaves and ribbed green stems. The plant is categorized Wetland Indicator Status: FACU (Facultative Upland). The flowers are small and white, bourne in mid-late summer. The seeds are burs, and are very sticky. The plant is native but a well-known nuisance in deciduous forests of the eastern U.S. because the seeds can be difficult to remove from clothing and especially pet fur.  Excellent photos and descriptions of this plant are available. The seeding part of the plant—the upper stem—dies earlier than most other plants, and becomes very brittle.  Often the entire seed stem, or even the entire plant will come out of the ground if the seeds catch on clothing or fur, aiding seed dispersion. During the plant's first year of growth it has only a basal rosette of foliage, with the flowering stalk ascending the second year. The leaves are dark green and irregularly shaped.",0.9896655678749084,0.455900639295578,0.11833050847053528,0.35063979029655457,0.35709837079048157,0.15054133534431458,0.30108851194381714
What is another common name for this plant?,Celandine poppy,['windflower'],[],0,"In some parts of A. coriacea's range the common name ""desert oak"" is prevalent, but throughout the larger part of that range this name is often applied to another tree, Allocasuarina decaisneana.  The name ""Dogwood"" is used for numerous plant species in Australia and elsewhere, see Dogwood (disambiguation).",0.5474337935447693,0.0016129030846059322,0.0026185624301433563,0.018487920984625816,0.0027989165391772985,0.0009259017533622682,0.0010781977325677872
Who described this plant?,Johann Veslingius,['George Bentham'],[],0,"The synonymous botanical specific epithet ""aegyptiaca"" was given to this plant in the 16th century when European botanists were introduced to the plant from its cultivation in Egypt. In the European botanical literature, the plant was first described by Johann Veslingius in 1638, who named it ""Egyptian cucumber"". Veslingius also introduced the name ""Luffa"".",0.9950640797615051,0.6721758842468262,0.013675975613296032,0.09049846976995468,0.04612981900572777,0.054383888840675354,0.23261599242687225
What is the last month in which this plant flowers?,Autumn,['August'],[],0,"A perennial, clump-forming stemless bromeliad plant, it is adaptable, growing well as a terrestrial or epiphytic plant. When on the ground, plants quickly create large clumps, and when planted at the base of a tree, they will slowly climb the trunk. The strap-like, green-coloured, overlaying, leathery leaves are arranged in jar-shaped basal rosettes, with a central cup that keeps water, organic debris and insects, thus providing extra nutrients to be absorbed by the plant. The thick, red or pink brush-shaped flowers on an individual plant last less than one month, but nearly all plants will come into bloom at the same time in the late summer or early autumn. In some latitudes, they bloom more frequently. The scarlet-coloured, erect, pyramidal flowers are laid in thistle-like inflorescences, which are made up of red, tube-shaped flowers with violet or yellow highlights.",0.9869307279586792,0.6269528865814209,0.03075993061065674,0.08695027232170105,0.21177244186401367,0.17947128415107727,0.3706296682357788
In what region of north america does this tree grow?,West coast of North America,['northwestern'],[],0,"Araucaria araucana is a popular garden tree, planted for the unusual effect of its thick, ""reptilian"" branches with very symmetrical appearance. It prefers temperate climates with abundant rainfall, tolerating temperatures down to about −20 °C (−4 °F). It is far and away the hardiest member of its genus, and can grow well in western and central Europe (north to the Faroe Islands and Smøla in western Norway), the west coast of North America (north to Baranof Island in Alaska), and locally on the east coast, as far north as Long Island, and in New Zealand and southeastern Australia. It is tolerant of coastal salt spray, but does not tolerate exposure to pollution. Its piñones, or seeds, are edible, similar to large pine nuts, and are harvested by indigenous peoples in Argentina and Chile. The tree has some potential to be a food crop in other areas in the future, thriving in climates with cool oceanic summers, e.g., western Scotland, where other nut crops do not grow well. A group of six female trees with one male for pollination could yield several thousand seeds per year. Since the cones drop, harvesting is easy. The tree, however, does not yield seeds until it is around 30 to 40 years old, which discourages investment in planting orchards (although yields at maturity can be immense); once established, individuals can achieve ages beyond 1,000 years. Pest losses to rodents and feral Sus scrofa limits the yields for human consumption and forage fattening of livestock by A. araucana mast. A. araucana has a high degree of inter-year variability in mast volume, and this variation is synchronous within a given area. This evolved to take advantage of predator satiety. Once valued because of its long, straight trunk, its current rarity and vulnerable status mean its wood is now rarely used; it is also sacred to some members of the Mapuche Native American tribe. Before the tree became protected by law in 1971, lumber mills in Araucanía Region specialized in Chilean pine.  T",0.6229928731918335,0.0008930970798246562,0.0007376591092906892,0.0023054773919284344,0.0005394574836827815,0.00025472501874901354,0.0006930774543434381
What version of this bird's call is compared to a frog's croak?,None provided.,['prolonged'],[],0,"This wooden rattle is intricately carved from a single piece of wood and richly pigmented in green, red, and black. It depicts a raven clenching the tongue of a frog in its beak. The figure at the bottom, which bites the frog's body, is unidentified. The precise significance of the configuration is unknown; it might imbue the shaman with the bird's vision, or the power of the frog's poison. Extended tongues are a common artistic motif in the region, often sexual in nature but in this case most likely referring to the tongue as the seat of life force. While there is some contention that raven rattles were reserved for chiefs, they have been found in the graves of shamans, making that distinction as difficult to confirm as the meaning of the rattle's iconography.",0.19291989505290985,0.0006252376479096711,0.00024689765996299684,0.0003417405823711306,0.0003051810199394822,0.0002566851326264441,0.00038191216299310327
Is this plant able or unable to survive beneath the surface of frozen waterways?,able,['able'],[],1,"This pondweed is considered an invasive species in much of North America. It was introduced to the Great Lakes and inland lakes within that region. The plant thrives in conditions normally less habitable to native plant species. It is also able to survive beneath the surface of frozen waterways and resume its rapid vegetative growth before other water plants can regrow.  It competes with native plant life and sometimes displaces it. Curly pondweed may clog waterways, inhibiting aquatic recreation, and is considered a nuisance in some areas. It has also been introduced to South America and New Zealand.",0.9835829138755798,0.9833388328552246,0.9017724990844727,0.9851524829864502,0.9830124974250793,0.9836327433586121,0.7178838849067688
In what part of jenin was this mosque built?,Central Jenin,['the center'],[],0,"The Khalil Suleiman Hospital is located in Jenin. The city has a monument honoring German pilots shot down in Jenin during the First World War which incorporates an original wooden propeller. An old British Mandate landing strip, Muqeible Airfield, is located in Jenin. The main and largest mosque of Jenin is the Fatima Khatun Mosque, built in 1566.",0.8498061895370483,0.0017127653118222952,0.0009771265322342515,0.0024032588116824627,0.0006084826309233904,0.0006088852533139288,0.0006080808234401047
What does this bird glean from tall trees?,insects,['bark and foliage'],[],0,"Due to similar favourable climatic conditions, Eucalyptus plantations have often replaced oak woodlands, for example in California, Spain and Portugal. The resulting monocultures have raised concerns about loss of biological diversity, through loss of acorns that mammals and birds feed on, absence of hollows that in oak trees provide shelter and nesting sites for birds and small mammals and for bee colonies, as well as lack of downed trees in managed plantations. A study of the relationship between birds and Eucalyptus in the San Francisco Bay Area found that bird diversity was similar in native forest versus Eucalyptus forest, but the species were different. One way in which the avifauna (local assortment of bird species) changes is that cavity-nesting birds including woodpeckers, owls, chickadees, wood ducks, etc. are depauperate in Eucalyptus groves because the decay-resistant wood of these trees prevents cavity formation by decay or excavation. Also, those bird species that glean insects from foliage, such as warblers and vireos, experience population declines when Eucalyptus groves replace oak forest. Birds that thrive in Eucalyptus groves in California tend to prefer tall vertical habitat. These avian species include herons and egrets, which also nest in redwoods. The Point Reyes Bird Observatory observes that sometimes short-billed birds like the ruby-crowned kinglet are found dead beneath Eucalyptus trees with their nostrils clogged with pitch. Monarch butterflies use Eucalyptus in California for over-wintering, but in some locations have a preference for Monterey pines.",0.9805660247802734,0.1375647485256195,0.028594281524419785,0.36915406584739685,0.3690395653247833,0.4523985981941223,0.09124255925416946
How long is this cathedral in meters?,Not specified in the text.,['103'],[],0,"In the square access to the cathedral, are four 3-meter (9.8 ft) tall bronze sculptures representing the four Evangelists created by sculptors Alfredo Ceschiatti and Dante Croce in 1968. A 20-meter (66 ft) tall bell tower containing four large bells donated by Spanish residents of Brazil and cast in Miranda de Ebro also stands outside the cathedral, to the right as visitors face the entrance. At the entrance of the cathedral is a pillar with passages from the life of Mary, mother of Jesus, painted by Athos. A 12-meter (39 ft) wide, 40-centimeter (16 in) deep reflecting pool surrounds the cathedral roof, helping to cool the cathedral. Visitors pass under this pool when entering the cathedral. The cathedral is capable of holding up to 4,000 people. The baptistery is to the left of the entrance, and can be entered either from the cathedral or via a spiral staircase from the entrance plaza.  The walls of the oval baptistery are covered in ceramic tiles painted in 1977 by Athos Bulcão. Offices for the Archdiocese of Brasilia were completed in 2007 next to the cathedral. The 3,000-square-metre (32,000 sq ft) building connects directly to the cathedral underground. Visitors enter into the cathedral through a dark tunnel and emerge into a bright space with a glass roof. The outer roof of the cathedral is composed of sixteen pieces of fiberglass, each 10 meters (33 ft) wide at the base and 30 meters (98 ft) long inserted between the concrete pillars. Under this is suspended a 2,000-square-meter (22,000 sq ft) stained glass work originally created  in 1990 by Marianne Peretti, in shades of blue, green, white, and Brown. Inside the cathedral over the nave are sculptures of three angels, suspended by steel cables. The shortest is 2.22 meters (7 ft 3 in) long and weighs 100 kilograms (220 lb), the middle one 3.4 meters (11 ft) long and weighs 200 kilograms (440 lb), and the largest is 4.25 meters (13.9 ft) long and weighs 300 kilograms (660 lb). The sculptures are by Alfredo Ces",0.8681065440177917,0.0006368306349031627,0.0002447652514092624,0.00031410748488269746,0.0003144292568322271,0.00026121994596906006,0.00041328041697852314
Above what ground level was the entrance to this cave built?,"1,555 ft (474 m) above sea level",['external'],[],0,"Freeman describes in his report the entrance into the tunnels as almost circular, and measuring approximately 50 ft (15 m) in diameter. The height above sea level at this point averaged about 1,555 ft (474 m). The down-break opening had divided from what was once a single tunnel into two distinct sections, one to the north and one to the south. Freeman called the north section the North Cave and the south section the South Cave. The North Cave was a lot longer than the South Cave. Both caves were inhabited by Pe'ape'a (Collocalia francica), a species of swift and by many small bats.",0.9868689179420471,0.1942441165447235,0.0011586761102080345,0.0016519379569217563,0.0004839390458073467,0.0003735758364200592,0.0007096068584360182
What is this plant used to treat?,"Toothache, earache, malaria, inflammation, bacterial and fungal infections",['fever and rheumatism'],[],0,This is a medicinal plant. The bark is used to treat toothache and earache. It is used as an anti-inflammatory. It is used to treat malaria. Parts of the plant also have antibacterial and fungicidal action.,0.9903334975242615,0.16393156349658966,0.0005614080582745373,0.0004876325838267803,0.00043208146234974265,0.00023361692728940398,0.00038466721889562905
Where is this museum of modern art located?,"Baku, Azerbaijan",['Amstelveen'],[],0,"Baku Museum of Modern Art (Azerbaijani: Bakı müasir incəsənət muzeyi) is a museum of modern art located in Baku, Azerbaijan.",0.9930550456047058,0.7815892696380615,0.011458459310233593,0.011206263676285744,0.011274963617324829,0.04986834526062012,0.006784596014767885
How many people visit this castle annually?,More than 1.3 million people visit annually.,"['60,000']",[],0,"Neuschwanstein Castle (German: Schloss Neuschwanstein, [ˈʃlɔs nɔɪˈʃvaːnʃtaɪn], Southern Bavarian: Schloss Neischwanstoa) is a 19th-century historicist palace on a rugged hill above the village of Hohenschwangau near Füssen in southwest Bavaria, Germany. The palace was commissioned by King Ludwig II of Bavaria as a retreat and in honour of Richard Wagner. Ludwig chose to pay for the palace out of his personal fortune and by means of extensive borrowing, rather than Bavarian public funds. Construction began in 1869, but was never fully completed. The castle was intended as a private residence for the King, until he died in 1886. It was open to the public shortly after his death. Since then more than 61 million people have visited Neuschwanstein Castle. More than 1.3 million people visit annually, with as many as 6,000 per day in the summer.",0.9367838501930237,0.09324980527162552,0.00038414119626395404,0.0003376457607373595,0.0003682563256006688,0.00025068604736588895,0.0004021329805254936
What did the nlaka'pamux make with the bark of this tree?,Lodges and canoes,['canoes'],[],0,"Native Americans used both grand fir and white fir, powdering the bark or pitch to treat tuberculosis or skin ailments; the Nlaka'pamux used the bark to cover lodges and make canoes, and branches were used as bedding. The inner bark of the grand fir was used by some Plateau Indian tribes for treating colds and fever. The Okanagan-Colville tribe used the species as a strengthening drug to nullify the feeling of weakness. The foliage has an attractive citrus-like scent. It is sometimes used for Christmas decorations in the United States, including Christmas trees, although its stiff branches do not allow it to be economically packed. It is also planted as an ornamental tree in large parks.",0.9774777889251709,0.11573898792266846,0.005643754731863737,0.03741072118282318,0.013911626301705837,0.5113953351974487,0.01727334037423134
How high is the statue of karel appel in front of this museum?,Five meters high,['five-meter'],[],0,The five-meter high statue The fountain in front of the entrance of the museum was made especially for the museum by Karel Appel. The statue contains four water outlets and it is the only fountain ever made by Karel Appel. The unveiling of the statue took place in 2001 on the occasion of Appel's eightieth birthday. The model of the fountain was donated to the museum by Karel Appel and is on permanent display. The fist in the fountain symbolizes strength and the bird represents freedom. Various elements that make up the fountain are so-called objets trouvés.,0.985590934753418,0.25799161195755005,0.0039276001043617725,0.04029031842947006,0.014446500688791275,0.0010532336309552193,0.0053344061598181725
What has this railway become a part of in popular?,It has become a part of popular culture as a symbol of Victoria's railway history and a nostalgic attraction.,['culture'],[],0,"This is a list of former railway stations and railway lines in Victoria, Australia. Many of these stations and lines have been abandoned or demolished. There is a strong desire by communities to have many of these re-opened to better link Regional Victoria to the state capital Melbourne. Public transport has become increasingly popular in the 21st century for convenience and affordability reasons.  For closed railway stations in suburban Melbourne, see List of closed railway stations in Melbourne.",0.7595638632774353,0.0006229015998542309,0.00024300777295138687,0.00030348278232850134,0.00030304273241199553,0.0002473913482390344,0.00039973942330107093
Where is this church located?,"Puthukurichy, Trivandrum",['Marseille'],[],0,Kadinamkulam Mahadeva Temple One of the most famous Shiva temples in South India. It is among the very few temples in South India where the Darshan (to where the Lord is facing) is towards the west. Kadinamkulam Padickavilakom Bharanicadu Sree Bhagavathi Temple The famous Bhadrakali temple located in Kadinamkulam. The festival starts on the Shivrathri day of every year. Kaniyapuram Masjid A mosque located in this panchayat. Our Lady Of Assumption Church Marianad Our Lady Of Assumption Church Marianad in Thiruvananthapuram ST Micheal's Church Puthukurichy One of the most famous St Micheal Church in Trivandrum. This Church was built by the British in 1925. It is also known as Ferona church in Trivandrum. Here the parish was decided by Kollam bishap rite rev father A.M.Bancegar in 1458.,0.9905574321746826,0.3755708336830139,0.00070757552748546,0.0036966304760426283,0.001315533765591681,0.00042985950130969286,0.0015627392567694187
In what country were 16 outbreaks of this plant related deaths recorded?,Brazil,['Brazil'],[],1,"Almost all parts (leaf, root, seeds) of the plant are used as food and medicine by tribal populations in India. However, consumption of Bana Chakunda seeds has been identified as a possible cause of death of tribal children due to acute Encephalopathy (see Acute HME syndrome). Once the plant was identified as the cause, the number of deaths plummeted. The same thing happened in Rio Grande do Sul, Brazil, where 16 outbreaks were recorded. This was a record in comparison to the clinical study of 1979, at which eight calves died after contracting dyspnea, neutrophilia and tachycardia from consumption of the plant.",0.9819497466087341,0.871675431728363,0.4442153573036194,0.8744153380393982,0.9466495513916016,0.9541014432907104,0.8210167288780212
How is this church covered in beaded weatherboard?,"It is not covered in beaded weatherboard. The description refers to Exeter, a historic home, not a church. The beaded weatherboard is mentioned for the 1+1⁄2-story frame wing of the house, not for any church.",['sheathed'],[],0,"Exeter is a historic home located at Federalsburg, Caroline County, Maryland.  It is composed of two distinct sections constructed during the 19th century.  The front section is a three-bay wide, two-story frame structure covered with cypress shingles. Behind it is a 1+1⁄2-story frame wing, four bays long, covered with beaded weatherboard.  Outbuildings include a brick meathouse and frame milkhouse. It was listed on the National Register of Historic Places in 1978.",0.3581540882587433,0.0006183511577546597,0.00023209102801047266,0.0003007390187121928,0.00030265640816651285,0.0002311581774847582,0.0004308284551370889
What is another name for this plant?,Buddha’s tree,['Peepal'],[],0,"It has for years been known by the scientific name Galium ambiguum, but under the international rules of nomenclature this use of the name is unacceptable because it was already used for a French plant before Wight applied it to this American species.  The provisional name Galium stebbinsii has been suggested, but this is at yet (May 2014) unpublished, so another name could eventually be chosen instead.",0.4770108461380005,0.0007653320208191872,0.0010759640717878938,0.006168729159981012,0.0007391544058918953,0.0007261940045282245,0.0006683446117676795
What national lampoon movie was this school asked to be the location for?,Van Wilder,['Animal House'],[],0,"Albert Kreischer Jr. was born November 3, 1972, in St. Petersburg, Florida, and raised in Tampa. His mother worked in early childhood development and his father worked as a real-estate attorney. He attended a private Jesuit high school then went on to attend Florida State University (FSU). Kreischer majored in English and was a member of the Alpha Tau Omega fraternity. In 1997, during Kreischer's sixth year at FSU, the university was ranked number one by The Princeton Review in their annual list of the top ""party schools"" in the United States. Later that same year Kreischer became the focus of a six-page article in Rolling Stone who named him ""the top partyer at the Number One Party School in the country."" Titled ""Bert Kreischer: The Undergraduate,"" the article recounted Kreischer's party hijinks, which included bouts of heavy drinking and public nudity. From the Rolling Stone article director Oliver Stone optioned the rights to Kreischer's life. When the development deal with Oliver Stone fell through, all the scripts that were submitted went back to their writers. One of these writers changed Kreischer's name and sold the script to National Lampoon. This became the basis for the 2002 film National Lampoon's Van Wilder, starring Ryan Reynolds. When asked about his involvement in the film, Kreischer told the New York Post in 2014: ""I've never seen it. I had nothing to do with it."" On Joe Rogan's podcast, Kreischer talked about how National Lampoon executives confirmed to him that he was the basis for the film. He also confirmed that he would never sue National Lampoon for having made the movie without his involvement.",0.9938344955444336,0.629519522190094,0.04526384547352791,0.6874041557312012,0.6023291349411011,0.6245878338813782,0.5079950094223022
Which variety of this plant is listed as threatened?,var. chartacea,['piscinensis'],[],0,"Though this plant is common in general, one variety, var. chartacea, is a rare taxon limited to two counties in the state of Wisconsin. It is federally listed as a threatened species of the United States.",0.9919694066047668,0.27822935581207275,0.0012067046482115984,0.14705300331115723,0.017664963379502296,0.009544710628688335,0.0016917178872972727
How many inches is the wingspan of this bird?,Not enough information.,['35–37'],[],0,10 cm = 1 dm – diameter of the human cervix upon entering the second stage of labour 11 cm = 1.1 dm – diameter of an average potato in the US 13 cm = 1.3 dm – body length of a Goliath birdeater 15 cm = 1.5 dm – approximate size of largest beetle species 19 cm = 1.9 dm – length of a banana 26.3 cm = 2.6 dm – length of average male human foot 29.98 cm = 2.998 dm – distance light in vacuum travels in one nanosecond 30 cm = 3.0 dm – maximum leg length of a Goliath birdeater 31 cm = 3.1 dm – wingspan of largest butterfly species Ornithoptera alexandrae 46 cm = 4.6 dm – length of an average domestic cat 50 to 65 cm = 5–6.5 dm – a coati's tail 66 cm = 6.6 dm – length of the longest pine cones (produced by the sugar pine),0.6205421090126038,0.0005846683052368462,0.0002465871220920235,0.0003086539509240538,0.00031655485508963466,0.0002476051158737391,0.0003699969674926251
"Along with plays, ballets, film exhibitions and conferences, what is the theater used for at this museum?",Concerts,['concerts'],[],1,"Affonso Eduardo Reidy's essay for the meaning of the museum expressed:  ""The cultural influence of a modern art museum is not only drawn from the collection of works of art and of courses of study and conferences held there, but more particularly the creation of their own intellectual atmosphere in which the artist is to enrich their own work and ideas in which the public can absorb the artistic culture required by the mind of modern man. "" The museum's scope is as an arts center, and includes: exhibitions — galleries for the permanent collection and travelling shows. school of art — with lecture and studio spaces. theater — for concerts, plays, classical ballets, film exhibitions, and conferences. operations — public services (dining, etc.), workshops, collections warehouses, and administration offices.",0.9762483239173889,0.17863993346691132,0.0525931678712368,0.5336358547210693,0.7096800208091736,0.7654040455818176,0.571031928062439
What color is this bird's plumage besides white?,Grayish brown,['brown'],[],0,"It measures between 18 and 22 centimeters in length and weighs between 48 and 60 grams. The fire-extinguished dove has grayish brown upper parts, pinkish gray face and chest, the throat is white and the distal wing coverts are also white and form a visible white spot on the wings when they are closed. The tail is dark with the tips of white-colored reeds, with a white band on the side of the tail, noticeable when the bird is in flight. Dark eyes, pink legs and gray beak, this typical of columbiform birds. It has a “scaly” appearance caused by the dark edges of this bird's feathers. The most striking feature of this species is the scaling pattern of the plumage, which provides it with efficient camouflage. When in flight you can see a white stripe at the base of thewing, its primary remedies are brown in color.",0.9786803722381592,0.564126193523407,0.01350338850170374,0.08327869325876236,0.027652796357870102,0.2811289131641388,0.18109913170337677
What kind of road leads to jerome avenue from this bridge?,Steel approach road,['steel approach road'],[],1,"At the eastern end of the over-water span, there are two Warren truss spans, followed by a camelback span over the tracks of the Metro-North Railroad's Hudson Line. Past the camelback span, the bridge intersects with the on- and off-ramps to and from the southbound Major Deegan Expressway. To the northeast, a steel approach road leads to Jerome Avenue, which extends north into the Bronx and Westchester County, and there are cloverleaf ramps to and from the northbound Major Deegan Expressway. The approach road consists of six steel-and-concrete spans across the expressway, as well as six more Warren trusses. These spans are supported by girders located atop granite piers. The approach road contains another intersection, with 161st Street, before terminating at Jerome Avenue. The grade of the approach road is 1%.",0.9850839972496033,0.034052152186632156,0.001833336427807808,0.006549749989062548,0.007292711175978184,0.0009533904958516359,0.013992753811180592
How does this bird compare in appearance to a female blue-winged teal?,"Similar, but female has more subdued plumage.",['very similar'],[],0,"Blue-winged Teal - Anas discors - USGS Patuxent Bird Identification InfoCenter Blue-winged Teal Species Account – Cornell Lab of Ornithology Blue-winged Teal Information at eNature.com ""Blue-winged Teal media"". Internet Bird Collection. Blue-winged Teal photo gallery at VIREO (Drexel University) Interactive range map of Anas discors at IUCN Red List maps",0.6550623774528503,0.0005864615086466074,0.00027187191881239414,0.0003525927022565156,0.00043157002073712647,0.00025445560459047556,0.0004795195709448308
Where is the yellow group of this path located?,"left, center, and right pathways",['north-east London'],[],0,"The Dictabird is a yellow-green colored bird in the mid-left of the play-field. The Dictabird's yellow target underneath him can be hit to make him wobble back and forth a couple times, as well as advance certain game-play features. The first gameplay feature that can be activated is ""Job Search"". When this mode is activated it will light the ""Job Search"" light on the far right pathway up the play-field. Points are awarded when the path is shot. The second gameplay feature that can be activated is where the player has to find the kids (Bam-Bam and Pebbles). In order to do this, the player must shoot the left, center, and right pathways (or just one or two depending on how fast they are found) to find where the kids are located. Then, once located, shoot one of the ramps to save them.",0.6248385310173035,0.006193908397108316,0.0006427017506211996,0.0007035928429104388,0.0010453305440023541,0.0003023198514711112,0.0006066319765523076
What types of tourism does this lake support?,"Ecotourism, hiking, and cultural tourism.",['commercial and recreational'],[],0,"While the logging and lumber industry is still present in the area, the current economy leans heavily on agriculture and tourism. Several locations support the tourism industry. Lake Arbutus, a 839-acre (3.40 km²) impoundment of the river, lies several miles northeast, as does the multi-use Levis/Trow trail system. Black River Falls is home to a casino and hotel operated by the Ho-Chunk Nation. Much of the surrounding land is part of the Black River State Forest.",0.9668880105018616,0.0015006613684818149,0.00024218919861596078,0.00031668588053435087,0.0003150503907818347,0.00024747909628786147,0.00036879192339256406
"Along with peru, what south american country contains this plant as a native plant?",Brazil,['Chile'],[],0,"Hancornia is a genus of flowering plant in the family Apocynaceae, first described as a genus in 1812. It is native to South America (Brazil, Peru, Bolivia, Paraguay). It contains only one known species, Hancornia speciosa, commonly called mangabeira, which produces fruits known as mangabas.",0.9907366633415222,0.8181462287902832,0.30502936244010925,0.43931305408477783,0.7959010004997253,0.6077250838279724,0.35957950353622437
What type of dimorphism does this bird show less of than the northern?,The bird shows less of sexual dimorphism than the northern owl.,['sexual'],[],0,"There two methods for defining climate classification.  Coronas Climate Types were described by 1920 by Coronas, who was chief of Manila Observatory.  He devised the classification which described all of the Philippines (only) into one of four climate types, depending mostly on distribution of rainfall. In this classification all of Cebu takes two types: Type III contains a NW–SE line which includes Tuburan–Carmen and south. Seasons are not very pronounced, relatively dry from November to April, and wet during the rest of the year. Type IV with contains the line from Tabuelan–Catmon, and all northern Cebu and northern islands including Bantayan and Camotes.  Rainfall is more or less evenly distributed throughout the year. The other classification method is Köppen-Geiger type: Af ('Tropical monsoon') is the most prevalent type at 50% of Cebu.  The southern area is as far north as Toledo and Minglanilla. Does not include Talisay nor Mactan, but does include Camotes islands. All 12 months have average precipitation of at least 60 millimetres (2.4 in) rainfall per month. Am ('Tropical rainforest') at 45%, is the most of northern Cebu and Bantayan.  This type of climate results from the monsoon winds which change direction according to the seasons. This climate has a driest month with rainfall less than 60 millimetres (2.4 in) but more than 1/25 the total annual precipitation. Aw ('Tropical savanna') is less than 5% of Cebu, comprises just a small littoral area of Tuburan.   It has a dry season, with the driest month having less than 60 millimetres (2.4 in) and less than 1/25 of the total annual precipitation.",0.7980169653892517,0.0005893404595553875,0.00023575316299684346,0.0003513617266435176,0.0003295803617220372,0.0002424923295620829,0.0004082501109223813
