question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_evqa_bm25_base_no_context,llava_evqa_bm25_base_with_context,llava_evqa_bm25_no_p_prime,llava_evqa_bm25_no_p_q_i,llava_evqa_bm25_no_p_q_c,llava_evqa_bm25_no_p_q
"Along with president sargsyan, who attended the opening of the this square parking lot?",Beglaryan,['Mayor Gagik Beglaryan'],[],0,"On August 28, 2008 the Armenian government made a decision to start a construction of an underground parking lot beneath the square to relieve the surrounding streets where parked cars often complicate the traffic. The opposition claimed the decision was intended to prevent demonstration there, although the government denied these allegations. The three-storey parking lot for up to 500 cars was opened on May 24, 2010 in attendance of Mayor Gagik Beglaryan and President Serzh Sargsyan. The project cost about $10.5 million.",0.25797411799430847,0.7190248966217041,0.634249746799469,0.7642287015914917,0.6163333058357239,0.8106451630592346,0.861640214920044
What type of plant is this plant?,Flower,['flowering'],[],0,"According to one source, wasps, such as the common aerial yellowjacket and Polistes aurifer, and sweat bees, in particular, Lasioglossum species, make up the majority of pollinators, in addition to hoverflies such as Criorhina caudata. Bernhardt et al., after studying an endemic population in Oregon's Blue Mountains, stated: The most common pollen vectors were wasp queens in the family Vespidae, the large flower fly Criorhina caudata (Syrphidae), and females of various Lasioglossum species (Halictidae), all of which foraged exclusively for nectar.  Although this plant produces a significant amount of pollen, the insects that pollinated it sought it for nectar. The study's authors argued that it is unlikely that the vespid wasps co-evolved with the plant, although they do benefit it by preying on moth larvae which consume it. The plant is a hexose-type nectar producer, with glucose being its primary sugar. The Lepidoptera typically seek sucrose-producing flowers. This plant also uses what the researchers described as an ""unpleasant odor"" to increase pollinator selectivity.",0.8555200695991516,0.03402956947684288,0.013394045643508434,0.0022733143996447325,0.02704307809472084,0.05682925879955292,0.01997424103319645
The central theme of this museum is travelling by what?,Train,['rail'],[],0,"Saloka theme park, with an area of 15 hectares, is the largest theme park at Central Java located a mere 2.3 km from the border of Salatiga. This amusement park has 25 rides with the theme of the legend of the people of Central Java. Alongside recreational tourism, Saloka theme park also provides educational tourism with their indoor science museum.",0.9724382162094116,0.9580848813056946,0.603468656539917,0.35065382719039917,0.3551885187625885,0.7917137742042542,0.2471143752336502
What kind of plant is this?,Clematis,['moss'],[],0,"What feeds on the Clematis paniculata Clematis paniculata is one of the favourite plants for the honey bee to pollinate. Different kinds of rusts: There are four kinds of endemic rusts that effect the Clematis paniculata in New Zealand, and Aecidium otagense is one of these. Aecidium otagense is the most detrimental to the plant because it is the only kind of rust that can cause deformities in the flowers, leaves and stem. The deformities that the rust causes to the flower and stem are described as spectacular. Another particularly interesting kind of rust that affects the Clematis paniculata is Puccinia alboclava because It only affects the C. paniculata and no other kind of Clematis species. Puccinia alboclava is found in the soft leaves of the Clematis paniculata species seedling.  It is only found to infect Clematis paniculata in Dunedin and the centre of the North Island The rust produces colourless teleutospore on the host. This is extremely rare kind of rust and appears to be the first to do this on a clematis species. 'Disease: Cucumber mosaic virus Cucumber mosaic virus is a virus that has been infecting the Clematis paniculata plants in the lowland forests near Dunedin. The virus has been associated with a dramatic decrease in the number of individual Clematis paniculata. It is so lethal to Clematis paniculata because it is not only able to infect the plant, but it also infects the trees that support it. The virus causes localised lesions, chlorotic spots rings and ringspot lesions, necrosis, premature leaf fall and leaf distortion in the plant. It is transferred from plant to plant by aphids; aphids move it through different ways. One way is the virions can be kept in an infectious state for the amount of time it takes for the aphid to go and give it to a plant that has not been infected yet. Aphids can infect to multiple (39) uninfected plants within 10 minutes after being in contact with an infected plant. This is what makes Cucumber mosaic virus so det",0.5965485572814941,0.008981229737401009,0.005144197028130293,0.06768855452537537,0.08323071897029877,0.009183669462800026,0.014991993084549904
What kind of tree is this tree?,Pine,['fir'],[],0,"It is believed that the name of the village is derived from a kind of tree that is specific to this region, Ulmus (from Latin Ulmus). Unfortunately this kind of tree, due to the human activity, is rare, because of its usage in peoples' households and farms.",0.4744519293308258,0.033809393644332886,0.0622476302087307,0.019181322306394577,0.03949643671512604,0.3065585792064667,0.024955779314041138
What does this plant come in?,Flower,['Varieties'],[],0,"A food museum tells the story of what sustains humankind. Such museums may be specifically focused on one plant, as is the Saffron Museum in Boynes, France. They may explore a food made from a plant, for example, The Bread Museum in Ulm, Germany; a product such as the National Mustard Museum in Wisconsin; the art of food displayed at California's Copia; or historic farms, for example, Iowa's Living History Farms. In some cases, food museums focus on how and what the world eats. Agropolis in Montpellier, France does this, as does Nestle Foundation's Alimentarium, in Vevey, Switzerland. Japan's Ramen Museum is an innovative food museum in the form of a shopping arcade featuring different noodle restaurants and displays on ramen history. Food museums are a part of the emerging food heritage movement.",0.6663249135017395,0.0046628848649561405,0.007277107331901789,0.004882999695837498,0.02790818177163601,0.03141012787818909,0.008307897485792637
"In addition to eurasia, what other continent can this plant be found?",North america,['North America'],[],1,"The parsnip is native to Eurasia. However, its popularity as a cultivated plant has led to the plant being spread beyond its native range, and wild populations have become established in other parts of the world. Scattered population can be found throughout North America. The plant can form dense stands which outcompete native species, and is especially common in abandoned yards, farmland, and along roadsides and other disturbed environments. The increasing abundance of this plant is a concern particularly due to the plant's toxicity and increasing abundance in populated areas such as parks. Control is often carried out via chemical means, with glyphosate-containing herbicides considered to be effective.",0.6241241693496704,0.3051588833332062,0.2936411201953888,0.12538006901741028,0.5584927201271057,0.5448751449584961,0.1969706118106842
"In addition to rivers, lakes and ponds, where does this insect live?",Pond,['marshes bogs'],[],0,"This list of rivers and streams in Ostwestfalen-Lippe contains a selection of the rivers, streams and lakes which lie wholly or partly in Ostwestfalen-Lippe (OWL). The rivers are organised based on the Weser, Lippe and Ems river systems. In addition they are sometimes further divided into sub-regions. The list does not contain all named rivers in OWL, but at least all those with a total catchment area of 10 square kilometres. The list of lakes is also not a full list of all named lakes, especially as the distinction with ponds is not always clear.",0.492080420255661,0.042818669229745865,0.07602887600660324,0.042485978454351425,0.07605484873056412,0.16473883390426636,0.062287550419569016
When was this writer's last pamphlet written?,1735,['August 1805'],[],0,"The first three pamphlets were written as a set intended to conclude the matter. However, when Lord Carteret was sent to control Ireland and placed a bounty on the Drapier's head, Swift felt that a fourth pamphlet was necessary. The fifth (in this list) was written at the height of the controversy over Wood's coin, and constitutes the final public writing of ""the Drapier"". The letter To the Lord Chancellor Middleton was signed with Swift's name and not collected until Faulkner's 1735 edition. The last letter, An Humble Address, was also published after the conflict had ended.",0.13364621996879578,0.004061766900122166,0.0022917520254850388,0.0014953362988308072,0.08012273907661438,0.022764580324292183,0.006079178303480148
What is the probability that this plant grows in non-wetlands?,34,['67%–99%'],[],0,"Wetland is an extremely valuable but limited resource in the USA. The Wetland Indicator Status is used to determine which native plant species can provide information about the presence of wetland in a given area. Essentially if a plant thrives in a particular area, it means there is a greater likelihood of wetland there. Aquilegia canadensis is one such species. Regions 1-5: Facultative Equally (FAC) likely to occur in wetlands or non-wetlands (estimated probability 34%-66%). Region 6:  Facultative Wetland (FACW) Usually occurs in wetlands (estimated probability 67%-99%), but occasionally found in non-wetlands.",0.35849326848983765,0.007987971417605877,0.003746107453480363,0.0012595939915627241,0.08412310481071472,0.027253910899162292,0.011670668609440327
What was this bird placed in after ixos?,Hypsipetes,['Microscelis'],[],0,"The mountain bulbul (Ixos mcclellandii) is a songbird species in the bulbul family, Pycnonotidae. It is often placed in Hypsipetes, but seems to be closer to the type species of the genus Ixos, the Sunda bulbul. It is found in Southeast Asia and is not considered a threatened species by the IUCN. It is named after British East India Company Surgeon John McClelland.",0.7433609366416931,0.36579209566116333,0.6515650153160095,0.7895452976226807,0.6626822352409363,0.5130578279495239,0.6666519641876221
What part of this tree has smooth margins?,Leaves,['leaves'],[],1,"The Coral Aloe forms part of the Paniculatae series of very closely related Aloe species, together with Aloe reynoldsii. This species is often confused with its close relative, Aloe reynoldsii, and they do look very similar. However the Coral aloe has smooth leaf margins and red flowers; while Aloe reynoldsii has waxy, toothed leaf margins and yellow flowers.",0.7233871221542358,0.14102517068386078,0.4164019823074341,0.3765893578529358,0.5628469586372375,0.5071457028388977,0.572259783744812
"Along with juveniles, what stage of this bird is brown and white?",Juvenile,['immature'],[],0,"The double-barred finch is a 10–11 cm long munia-like bird. It has a white face bordered with black, brown upperparts and throat, and white underparts. The throat and underparts are separated by another black line. The wings are patterned in brown and white. The sexes are similar, but juveniles are duller and browner.  A less common subspecies with brown or black underparts is known to exist.",0.5268585681915283,0.4479063153266907,0.38623446226119995,0.501498818397522,0.6932889819145203,0.5566756129264832,0.7293210625648499
When did this museum hold an exhibition at the Bibliotheque nationale de France?,2013,['1996'],[],0,Hours of Étienne Chevalier in a virtual exhibition on Jean Fouquet - Bibliotheque Nationale de France,0.028988247737288475,0.002696241717785597,0.004980175755918026,0.0214832816272974,0.009775827638804913,0.012126126326620579,0.0030697800684720278
In what month did the union play their first game at this stadium?,March,['June'],[],0,"The rugby union club Saracens agreed to play their annual showpiece game at the stadium for five years starting in 2020. However, the first match originally scheduled for 28 March 2020 was cancelled due to the above-mentioned pandemic. Saracens also did not play at the stadium in 2021 due to both continued uncertainty around the pandemic and their relegation from Premiership Rugby. Saracens eventually played their first match at the stadium on 26 March 2022 when they defeated Bristol Bears.",0.7341130971908569,0.30787503719329834,0.3261307179927826,0.201090008020401,0.37089505791664124,0.5495866537094116,0.7930724620819092
In what country is this reservoir located?,Spain,['Bulgaria'],[],0,"The Reservoir of Ullíbarri-Gamboa is located next to the villages Ullíbarri-Gamboa, Nanclares de Gamboa and Arroiabe in Álava, Basque Country, Spain. It has a volume of 146 m³ and this makes it the biggest reservoir in the Basque Country. The area of land all around the reservoir is called Arratzua-Ubarrundia and it is famous for its routes for tracking.",0.9901555776596069,0.029794417321681976,0.3728812336921692,0.029203055426478386,0.13755421340465546,0.19568172097206116,0.0450567863881588
Where can this dragonfly be found perched on vegetation along the edges of?,Meadows,['meadows'],[],1,"This dragonfly can be found perched on vegetation along the edges of meadows, in weedy ponds, marshes and lakes, also in the hills or mountains.",0.3350895643234253,0.07426933944225311,0.2228592336177826,0.31685250997543335,0.3551788926124573,0.13802656531333923,0.26857292652130127
Who did khwaja intend to be buried in this tomb?,Khawaja,['himself'],[],0,"The tomb was ordered to be built by the Mughal emperor Akbar's minister and superintendent of construction, Khawaja Shamsuddin Khawafi. Khwaja had intended the tomb to be built for himself between 1581 and 1583, but the two royal Hakimss were buried there at the command of Emperor Akbar in 1597. Akbar visited the site after returning from one of his trips to Kashmir.",0.9173653721809387,0.011891131289303303,0.06490183621644974,0.023924119770526886,0.11614767462015152,0.46478042006492615,0.12838909029960632
What type of bird is this?,Parrot,['parrot'],[],1,"The Feather of Finist the Falcon or Finist the Falcon (Russian: Пёрышко Финиста ясна сокола) is a Russian fairy tale collected by Alexander Afanasyev in Narodnye russkie skazki. It is Aarne–Thompson type 432, the prince as bird. Other tales of this type include The Green Knight, The Blue Bird, and The Greenish Bird.",0.3027965724468231,0.04016467556357384,0.0553593710064888,0.07205721735954285,0.03672341629862785,0.0905817300081253,0.030990181490778923
When does this plant flower?,Spring,['May to June'],[],0,"When choosing host plants, female A. cardamines only lay eggs on host plants growing in the sun. Those in the shade are completely avoided, and plants partially covered in shade are only selected if the female does not have to travel through shaded areas to reach the plant. Females are extremely selective for host plant size, and larger flower heads are preferred to smaller ones. Even when smaller flower heads are overly abundant, female A. cardamines will completely ignore them in search of larger flower heads. Females will also ignore flower heads already containing a conspecific egg. This is because larva from the already laid eggs will hatch first and cannibalize any other present eggs.",0.3876459300518036,0.011518795974552631,0.09021095931529999,0.021116048097610474,0.023137826472520828,0.07068634778261185,0.01805877685546875
How much did it cost to build this building?,1 trillion,['US$48 million'],[],0,"Plans for new nuclear power have been scaled back, and new build is now considered unlikely before 2030. The 2010 Integrated Resource Plan (IRP) envisaged building 9,600 MWe of new nuclear power capacity by building between six and eight new nuclear reactors by 2030, which would cost about R1 trillion.  In 2016, an updated draft IRP was published which set a much lower and slower nuclear target, due to lower demand projections and increased capital cost. This updated IRP envisaged that the first new nuclear power plant would only need to be online by 2041. South Africa's 2019 Integrated Resource Plan (IRP) plans a 20 year life-extension for Koeberg to 2044, and a delayed nuclear new build programme due to the ""marginal cost of [nuclear] generation, in comparison to other options"" with a scenario that may build new capacity after 2030.",0.3961886167526245,0.0026123542338609695,0.001599231269210577,0.002172345295548439,0.010397746227681637,0.006155319511890411,0.0026694973930716515
What is this statue mainly made of?,Bronze,['bronze'],[],1,"There was a one-story house that stood at this site during St. Augustine's First Spanish Period (1565-1763). During the 19th century a second floor and a wooden rear wing was added. The house is mainly made of coquina and sealed with plaster. It is next to the Hispanic Garden, a replica of a formal Spanish garden, containing a bronze statue of Queen Isabella sculpted by Anna Hyatt Huntington. The original stone house belonged to Antonia Marin. During Florida's British Period, James Box bought the house, and then a Stephen Haven bought the house. During the Second Spanish Period, in 1787, Father Thomas Hassett bought the property. Hassett was an Irish priest who served the Minorcan community of St. Augustine and established the first free school in what would become the United States.",0.9901415705680847,0.019179658964276314,0.20522542297840118,0.3683578670024872,0.4510820209980011,0.6083983182907104,0.13825957477092743
What parts of this plant are green?,Leaves,['stipes and rachides'],[],0,"Not all cells in a multicellular plant contain chloroplasts. All green parts of a plant contain chloroplasts—the chloroplasts, or more specifically, the chlorophyll in them are what make the photosynthetic parts of a plant green. The plant cells which contain chloroplasts are usually parenchyma cells, though chloroplasts can also be found in collenchyma tissue. A plant cell which contains chloroplasts is known as a chlorenchyma cell. A typical chlorenchyma cell of a land plant contains about 10 to 100 chloroplasts.   In some plants such as cacti, chloroplasts are found in the stems, though in most plants, chloroplasts are concentrated in the leaves. One square millimeter of leaf tissue can contain half a million chloroplasts. Within a leaf, chloroplasts are mainly found in the mesophyll layers of a leaf, and the guard cells of stomata. Palisade mesophyll cells can contain 30–70 chloroplasts per cell, while stomatal guard cells contain only around 8–15 per cell, as well as much less chlorophyll. Chloroplasts can also be found in the bundle sheath cells of a leaf, especially in C₄ plants, which carry out the Calvin cycle in their bundle sheath cells. They are often absent from the epidermis of a leaf.",0.6737809777259827,0.10162664204835892,0.3113841414451599,0.08596537262201309,0.15668237209320068,0.1874130368232727,0.3532470762729645
What happened to this synagogue in the 1970s?,It was abandoned,['restored'],[],0,"Contacts Archived 2010-01-13 at the Wayback Machine, Synagogue website. Congregation Beth Israel, Milwaukee, Wisconsin records, Historical Note, Jewish Theological Seminary. Mission Statement Archived January 13, 2010, at the Wayback Machine, Synagogue website. History Archived January 13, 2010, at the Wayback Machine, Synagogue website. NRHP State listings: WISCONSIN - Milwaukee County. Hintz (2005), p. 65. Rubin Schwartz (2006), p. 264, footnote 107. Sandin (1995). Cohen (September 26, 2003). Synagogue website. American Jewish Year Book, Vol. 21, p. 581. Cohen (April 11, 2003). Vollmert. Wisconsin Historical Society. According to Congregation Beth Israel, Milwaukee, Wisconsin records, Historical Note, Jewish Theological Seminary, this happened in 1926. According to History Archived January 13, 2010, at the Wayback Machine, Synagogue website, in 1937 ""High Holiday English Services [were] instituted, with mixed seating allowed."" Cohen (2002). Wisconsin Jewish Chronicle (July 31, 2008). Meet the Clergy Archived January 13, 2010, at the Wayback Machine, Synagogue website. Heinen (2008). What is THI, Tikkun Ha-Ir of Milwaukee website, August 28, 2008.",0.22886866331100464,0.0018678264459595084,0.002052504802122712,0.0009843226289376616,0.002636097138747573,0.002289793686941266,0.0010837337467819452
What species replaces this damselfly in asia?,Ischnura elegans,['S. paedisca'],[],0,"Ischnura genei, the island bluetail damselfly, is a species of damselfly that replaces the blue-tailed damselfly on some Mediterranean islands (e.g., Corsica , Sardinia, and Sicily where the two species are not known to coexist). It is a small and slender damselfly that tends to be smaller and daintier than the common bluetail. Its main distinguishing features include a black abdomen, which in males carries a striking blue tail-light on S8. Some female colour forms, too, have a blue tail-light on S8, but it tends to be interrupted by a black mark on either end. In some other female colour forms S8 is rusty brown. The male's pterostigma is bi-coloured (as it is in Ischnura elegans). In Malta, this species is still frequent and breeds, but it is endangered by habitat loss.",0.15966549515724182,0.29314541816711426,0.09556949883699417,0.006888675503432751,0.16739030182361603,0.04199845343828201,0.012503081001341343
What part of arizona does this plant grow in?,Desert,['southeastern'],[],0,"Rubus nepalensis is a plant which is native to the country of Nepal. It comes from the plant family Rosaceae. It is a shrub that has many stems, and it is known for growing widely and covering a lot of ground. It spreads wherever it grows and takes over the area in which it is located. This plant is an evergreen, which means it will remain green throughout the whole year. It does not grow very high; the average height it will grow to is ten inches, and its spread would be about three feet. It has a Hardiness Zone of about 8a, which means that it can grow in, and withstand, an area with a minimum temperature of −12.2 °C to −9.4 °C. So, compared to many plants, it needs a relatively warm temperature. The flowers on this particular plant are a hermaphrodite, meaning it has both female and male flowers. This plant can be grown almost anywhere in Nepal, as it will grow in a variety of soils, including soils which contain clay or sand. It prefers soil that is drained, in other words, soil that is not too wet. This is an ideal plant for farmers to cultivate in Nepal, as the topography there is mountainous. If the berry was planted on the mountainsides, any excess water would naturally drain downward. This plant can either grow in little shade, or in no shade at all. This plant does not need a lot of care to grow well and produce a great output; it can do so with little human intervention. However, this plant cannot grow in acidic soils. It requires a neutral pH level. As previously mentioned, it requires soil that is drained. The soil can be moist, but if there was to be a lot of rainfall and the soil were to become saturated, that would be bad for the plant. This plant is not drought tolerant, thus requiring a constant supply of water. Although this plant can grow with no shade, it does not do well when it is too hot, or if there is direct sunlight for extended periods of time. This plant is also known to be attacked by honey fungus. Honey fungus takes over the plant and ",0.8745033740997314,0.015692612156271935,0.3845168948173523,0.0595940537750721,0.22191758453845978,0.3142739236354828,0.1060926541686058
What type of plant is this plant?,Flower,['neophyte'],[],0,"According to one source, wasps, such as the common aerial yellowjacket and Polistes aurifer, and sweat bees, in particular, Lasioglossum species, make up the majority of pollinators, in addition to hoverflies such as Criorhina caudata. Bernhardt et al., after studying an endemic population in Oregon's Blue Mountains, stated: The most common pollen vectors were wasp queens in the family Vespidae, the large flower fly Criorhina caudata (Syrphidae), and females of various Lasioglossum species (Halictidae), all of which foraged exclusively for nectar.  Although this plant produces a significant amount of pollen, the insects that pollinated it sought it for nectar. The study's authors argued that it is unlikely that the vespid wasps co-evolved with the plant, although they do benefit it by preying on moth larvae which consume it. The plant is a hexose-type nectar producer, with glucose being its primary sugar. The Lepidoptera typically seek sucrose-producing flowers. This plant also uses what the researchers described as an ""unpleasant odor"" to increase pollinator selectivity.",0.8555200695991516,0.03402956947684288,0.013394045643508434,0.0018719888757914305,0.02704307809472084,0.03935997933149338,0.01997424103319645
In what year did the germanske ss norge open a school at this fortress?,1942,['1942'],[],1,"In 1905, when the union between Sweden and Norway was dissolved, a neutral zone was established in which all fortifications were to be demolished. Kongsvinger lay just outside this zone and the fortification survived. Nazi Germany invaded Norway on 9 April 1940. Although not invested, Norwegian fortresses fell under German control. In August 1942 a school providing four-week course in national socialist ideology opened for the Germanske SS Norge at Kongsvinger Fortress.  Several classes graduated there.",0.8809237480163574,0.9885385632514954,0.7200301289558411,0.934404194355011,0.9003814458847046,0.8325169086456299,0.8346554636955261
Is this wildflower a yearly or annual?,Annual,['annual'],[],1,"This rare annual species of wildflower has populations that fluctuates yearly with recorded population ranges in the 1980s from 50,000 plants to as few as 5,000 plants a year. This species became federally listed as endangered in 1989. California listed San Mateo thornmint as ""rare, threatened, or endangered in California"" under List 1B.1 in 1979, and further classifies this plant as ""seriously endangered in California"". A state of California endangerment rank of S1.1 has been assigned, implying that there are fewer than six populations, fewer than 1000 individuals or fewer than 2000 acres (8 km²). In the case of A. duttonii, the criteria of occurrences and area may both be present. A global rank of G1 (critically imperilled globally) has been attached to this wildflower. Significant threats to A. duttonii identified in 1989 to 1998 were continuing urbanization of the San Francisco Peninsula, an inherently fragmented population and off-road vehicle use. Two or possibly three colonies of San Mateo thornmint may have been eradicated in the 1970s to 80s by off-road vehicle use and road maintenance crews.",0.9875836968421936,0.9616877436637878,0.8334905505180359,0.9361969232559204,0.7960237860679626,0.8440771698951721,0.746362566947937
What does this plant have?,Flowers,['Varieties'],[],0,"Potential misunderstandings and questions arising from the definition of cultigen given here have been discussed in the literature and are summarised below. Natural and artificial selection The selection process is termed ""artificial"" when human preferences or influences have a significant effect on the evolution of a particular population or species (see artificial selection). Note: artificial selection is a part of the overall selection process – it does not imply that humans are not part of nature, it is simply useful sometimes to distinguish when there has been human influence on selection (as with cultigens). What exactly does altered mean? There are cases that do not seem to comply with the definition. For example, we can presume that the entire global flora is changing as a result of human-induced climate change. Does this mean that all plants are cultigens? In cases like this the definition refers to ""deliberate"" selection and this would be of particular plant characteristics that are not exhibited by a plant's wild counterparts (but see Selections from the wild). What exactly does deliberately selected mean? From the moment a plant is taken from the wild it is subject to human selection pressure – from the selection of the original propagation material to the purchase of the plant in a nursery. Surely this form of selection is not deliberate? Again, the early human selection of crops 7,000-10,000 years ago is thought to have occurred quite unintentionally. Variants useful to horticulture often arise spontaneously, they are not deliberate products. Are these cases of unintentional, accidental, or unconscious selection? There certainly appear to be cases where origin or selection of a plant is not ""deliberate"". However, the long term propagation of plants that have some utility, usually economic or ornamental, can hardly be regarded as unintentional and these plants will, almost without exception, have characteristic(s) that distinguish them from their wild c",0.46053868532180786,0.010684086941182613,0.12087477743625641,0.08031126856803894,0.03317869082093239,0.3065575063228607,0.12967000901699066
In what half of north america is this plant found?,East,['eastern'],[],0,"Rumex verticillatus, also known as swamp dock, is a species of perennial flowering plant in the family Polygonaceae. Rumex verticillatus is native to, and almost entirely found in, the eastern half of North America. It is common to find this plant in edges of vernal pools and streams in woodlands, swamps, soggy islands in partially shaded areas, marshes, and roadside ditches.",0.7376297116279602,0.046974606812000275,0.15924416482448578,0.13609816133975983,0.7119410634040833,0.3975816071033478,0.4374240040779114
What color dye is produced from the wood of this plant?,Red,['yellow'],[],0,"Several species of Fabaceae are used to produce dyes. The heartwood of logwood, Haematoxylon campechianum, is used to produce red and purple dyes. The histological stain called haematoxylin is produced from this species. The wood of the Brazilwood tree (Caesalpinia echinata) is also used to produce a red or purple dye. The Madras thorn (Pithecellobium dulce) has reddish fruit that are used to produce a yellow dye. Indigo dye is extracted from the indigo plant Indigofera tinctoria that is native to Asia. In Central and South America dyes are produced from two species in the same genus: indigo and Maya blue from Indigofera suffruticosa and Natal indigo from Indigofera arrecta. Yellow dyes are extracted from Butea monosperma, commonly called flame of the forest and from dyer's greenweed, (Genista tinctoria).",0.5709977746009827,0.03604026883840561,0.005069590173661709,0.0024526219349354506,0.035154711455106735,0.008916797116398811,0.01886271871626377
What does the cricketer feel about this fountain?,Nostalgic,['a curious magic'],[],0,"Nostalgic writing by a cricketer, an unnamed resident of Mumbai who played street cricket in front of the fountain in his youth, reads that the fountain at the centre of the Mumbai city evokes feelings: The Centres of the world are well etched in the mind: the New York City's Time Square and the Paris's Champs-Élysées,  London's Piccadilly Circus. Even now I feel a curious magic about Mumbai's Flora Fountain. We called it the heart of the city and so it was.",0.6305931806564331,0.17246338725090027,0.053619708865880966,0.03462078049778938,0.18291901051998138,0.08192430436611176,0.06425587087869644
Dr. michael debakey was the first deceased what of the city to be laid to rest in this building?,Yes,['resident'],[],0,"Morse also documented breakthroughs in the field of medicine.  In response to the US Surgeon General's decree that smoking caused lung cancer,   Morse obtained from the American Cancer Society the exact number of daily cancer-inducing cigarettes.  Morse laid the smoked butts on a plate of glass and snapped a photo.  Then he superimposed onto the same photographic plate a model silhouetted against black paper, blowing smoke out of her mouth. Just as with the astronauts, developing friendships with the medical people he was photographing opened doors for Morse that would have been closed to others.  To illustrate an article about the schism between two Houston heart surgeons, Drs. Michael DeBakey and Denton Cooley, Morse photographed each of them alone against the same dark backdrop, presumably unknown to each other, on the same frame of film.  The double exposure of the dueling doctors back-to-back became a Life magazine cover. Previously, when first photographing Dr. Cooley transplanting human hearts, Morse asked whether anyone had ever seen his own heart. Morse located a patient's recently removed heart floating in a jar of formaldehyde, and photographed Man's seeing his own heart for the first time.  His previous experience with Dr. DeBakey occurred when the need for transplants outnumbered available cadaver hearts.  When DeBakey was about to put a man-made left ventricle into a dying man's chest cavity for the first time, Morse requested to be present on the floor.  DeBakey explained that the American Medical Association would not allow an outsider's presence in the operating room.  The photograph was made when DeBakey hired Morse as a temporary hospital staff member for a dollar.  In the deal, DeBakey gained ownership of the pictures, and Life had the right to publish them.",0.9805606603622437,0.002319180639460683,0.001852600835263729,0.008322789333760738,0.020430926233530045,0.0051881130784749985,0.015507010743021965
Where does the b. l. borealis subspecies of this bird occur from?,Arizona,['southern Arizona'],[],0,"The white-eared hummingbird's B. l. borealis subspecies occurs from southern Arizona into the Mexican states of Sonora, Chihuahua, and Tamaulipas. It is an occasional visitor to New Mexico and Texas and has occurred as a vagrant further north and east in the U.S. The nominate subspecies B. l. leucotis is found from central and southern Mexico into Guatemala. B. l. pygmaea is found in El Salvador, Honduras, and Nicaragua. The white-eared hummingbird is a species of montane regions where it inhabits the interior, clearings, and edges of pine, pine-oak, and pine-evergreen forest. In elevation it ranges between 1,200 and 3,500 m (3,900 and 11,500 ft).",0.5165345668792725,0.03902246430516243,0.00797879509627819,0.1615496724843979,0.11462988704442978,0.25847506523132324,0.02427034266293049
What type of plant is this plant?,Flower,['flowering'],[],0,"According to one source, wasps, such as the common aerial yellowjacket and Polistes aurifer, and sweat bees, in particular, Lasioglossum species, make up the majority of pollinators, in addition to hoverflies such as Criorhina caudata. Bernhardt et al., after studying an endemic population in Oregon's Blue Mountains, stated: The most common pollen vectors were wasp queens in the family Vespidae, the large flower fly Criorhina caudata (Syrphidae), and females of various Lasioglossum species (Halictidae), all of which foraged exclusively for nectar.  Although this plant produces a significant amount of pollen, the insects that pollinated it sought it for nectar. The study's authors argued that it is unlikely that the vespid wasps co-evolved with the plant, although they do benefit it by preying on moth larvae which consume it. The plant is a hexose-type nectar producer, with glucose being its primary sugar. The Lepidoptera typically seek sucrose-producing flowers. This plant also uses what the researchers described as an ""unpleasant odor"" to increase pollinator selectivity.",0.5778743624687195,0.017572173848748207,0.008162535727024078,0.0013096698094159365,0.021658459678292274,0.02282426320016384,0.01226620189845562
What kind of name is this plant?,Bagacay,['common'],[],0,"The name is derived from the ""badas"" plant, once abundant in this location. Yet, what kind of vegetation ""badas"" is, is a subject of conjecture. Some believed that it was a kind of bamboo, now called ""bagacay"".  Others believed it to be some sturdy tree, but the majority believed that it is a wild rattan plant abounding in the surrounding mountains.  Nevertheless, one common belief is the fact that this ""badas"" was a source of materials for making spears, a weapon used by the natives to repel the raiders and pirates. It is also believed that ""badas"" was a much in-demand material for building the native huts.  Because of its abundance in the area, villagers called the place ""Cabadasan""",0.546438455581665,0.002909904345870018,0.0017153109656646848,0.0017589243361726403,0.024515993893146515,0.007044306956231594,0.003944044932723045
How many containers of this tree did taiwan export to china at its height?,1000,"['more than 1,000']",[],0,"The wood has a density of about 0.75 g/cm³. In Taiwan, its wood was used to make support beams for underground mines. Acacia confusa is challenging to work and for this reason was traditionally burned as firewood or turned into charcoal in Taiwan. In later years it was exported to China to be made into wood flooring for the American market. At its height Taiwan exported more than 1,000 containers of Taiwan acacia to China. More recently it has been used domestically to produce high value wood products like musical instruments, furniture, and bathtubs. The wood is also converted to charcoal for family use. The plant is used in traditional medicine and is available from herbal medicine shops (草藥店) in Taiwan, but there has been no clinical study to support its effectiveness.",0.2637324631214142,0.10815243422985077,0.11075705289840698,0.6320831179618835,0.8161489963531494,0.49531516432762146,0.5316762924194336
What do females of this butterfly do on least snoutbean?,Lay eggs,['oviposit'],[],0,Females lay a single egg on or occasionally nearby host plants. They have been reported to oviposit on the least snoutbean (Rynchosia minima).,0.37717190384864807,0.3123337924480438,0.5846880078315735,0.5480626225471497,0.5360389351844788,0.763852596282959,0.5988340973854065
