question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,qwen_evqa_rerank_base_no_context,qwen_evqa_rerank_base_with_context,qwen_evqa_rerank_no_p_prime,qwen_evqa_rerank_no_p_q_i,qwen_evqa_rerank_no_p_q_c,qwen_evqa_rerank_no_p_q
"In addition to the southwestern united states, what other area is this plant native to?",Northwestern Mexico,['northern Mexico'],[],0,"The plant is native to the Southwestern United States in Arizona and southwestern New Mexico in Madrean Sky Islands habitats, the Peninsular Ranges in Baja California and northern Baja California Sur, and Sonora in Northwestern Mexico.",0.9908561706542969,0.5405960083007812,0.16806399822235107,0.2260199934244156,0.06788868457078934,0.2102952003479004,0.19189108908176422
In what country is this wine located?,United States,['Germany'],[],0,"Paso Robles Wine Country is an American Viticultural Area located in the San Luis Obispo County, California. It has approximately 33,000 vineyard acres planted with wine grapes, and is well known for its heritage varietal Zinfandel, Cabernet Sauvignon, and Rhône-style wines.",0.9918881058692932,0.6501442193984985,0.02168465033173561,0.013623167760670185,0.08072970062494278,0.06384437531232834,0.03562108427286148
What mountain range is this plant native to?,Cascade Range,['San Jacinto Mountains'],[],0,"The plant is native to the mountain ranges of northern California and southern Oregon, including the southern Cascade Range, Northern California Coast Ranges, and Sierra Nevada. It is found at elevations of 940–2,490 metres (3,080–8,170 ft), on slopes and meadows in yellow pine forest and red fir forest habitats.",0.9548748731613159,0.2936159670352936,0.0056326501071453094,0.008628129959106445,0.023344768211245537,0.025349155068397522,0.11843838542699814
What did legal recognition of this church fail to do for the church?,Prevent an official count of its members from being available.,['prosper'],[],0,"The LDS Church's lack of legal recognition in China prevents an official count of its members in China from being available. In 2018, researcher Matt Martinich estimated that there were at least 10,000 church members in China.",0.9782258868217468,0.001042557298205793,0.00042611785465851426,0.00037912337575107813,0.0004233835788909346,0.0005175959668122232,0.0006344945868477225
The most visible entrance to this cave is located southeast of what?,Abraham's cenotaph,"[""Abraham's cenotaph""]",[],1,"The caves under the enclosure are not themselves generally accessible; the waqf have historically prevented access to the actual tombs out of respect for the dead. Only two entrances are known to exist, the most visible of which is located to the immediate southeast of Abraham's cenotaph on the inside of the southeastern section. This entrance is a narrow shaft covered by a decorative grate, which itself is covered by an elaborate dome. The other entrance is located to the southeast, near the mihrab, and is sealed by a large stone, and usually covered by prayer mats; this is very close to the location of the seventh step on the outside of the enclosure, beyond which the Mamelukes forbade Jews from approaching. When the enclosure was controlled by crusaders, access was occasionally possible. One account, by Rabbi Benjamin of Tudela dating from 1163 CE, states that after passing through an iron door, and descending, the caves would be encountered. According to Benjamin of Tudela, there was a sequence of three caves, the first two of which were empty; in the third cave were six tombs, arranged to be opposite to one another.  These caves had been rediscovered only in 1119 CE by a monk named Arnoul, after an unnamed monk at prayer ""noticed a draught"" in the area near the present location of the mihrab and, with other ""brethren"", removed the flagstones and found a room lined with Herodian masonry. Arnoul, still searching for the source of the draught, hammered on the cave walls until he heard a hollow sound, pulled down the masonry in that area, and discovered a narrow passage. The narrow passage, which subsequently became known as the serdab (Arabic for passage), was similarly lined with masonry, but partly blocked up. Having unblocked the passage, Arnoul discovered a large round room with plastered walls. In the floor of the room, he found a square stone slightly different from the others and, upon removing it, found the first of the caves. The caves were filled with du",0.9869217872619629,0.6504215002059937,0.8923311829566956,0.835605263710022,0.7093823552131653,0.9362227320671082,0.6582752466201782
"Besides southwest asia, what other area uses the this plant leaves for medicine?",Central Asia,['Central'],[],0,The leaves (and fruit) are used in traditional medicine in Central and Southwest Asia.,0.9797833561897278,0.36222419142723083,0.5658254623413086,0.1886521279811859,0.4040232300758362,0.25206977128982544,0.0750742256641388
What type of shoreline is this lighthouse built into?,Rocky shoreline,['rocky'],[],0,"It was first lit in 1906 and automated in 1986.    The original lighthouse was destroyed by fire following an Allied air raid in 1945.  The current lighthouse now houses a restaurant and has rooms available for overnight accommodations. The 10-metre (33 ft) tall lighthouse is attached to the seaward side of a 2+1⁄2-story wood keeper's house built into the rocky shoreline.  The building is white and the lighthouse portion has a red roof.  The light sits at an elevation of 42.5 metres (139 ft) above sea level and it emits a white, red or green light, depending on direction, occulting once every 6 seconds.  The light can be seen for up to 12.8 nautical miles (23.7 km; 14.7 mi).",0.9915438890457153,0.008542997762560844,0.003474499098956585,0.0012514203554019332,0.0428403839468956,0.2789980173110962,0.06273370236158371
Where do the workers of this wasp have their heads during the early stages of hatching?,"In the egg, inside the wasp's body.",['inside a cell'],[],0,"P. japonicus have been found to feed mainly on caterpillars found on plant leaves. After the wasp egg hatches, adult workers hunt caterpillars for them to feed on during their larva stage. When these wasps are studied in a lab, they feed on lepidopteran larvae, adult cicada thoraxes, and honeybee pupae or larvae.",0.868715763092041,0.0007154624909162521,0.00040976997115649283,0.0003967291268054396,0.0004276656545698643,0.0004527733544819057,0.0006287426804192364
What deep gesture does the male of this bird make to the female?,"The text does not describe any specific gesture made by the male bird to the female. It describes the female's behavior (fluffing feathers, leaning forward, raising head and tail) and the male's learning process, but does not specify a gesture made by the male.",['bow'],[],0,"Females indicate when they are ready to copulate. She adjusts the feathers of her head. The more she fluffs up her feathers, the more readily she is which encourages the male even more. When finally ready, she will lean forward and raise her head and tail. This gesture is not common for all species, especially in primitive species. It is a recent evolution for female bird species. When birds first pair together, they are awkward. The male makes many mistakes, which make the female threaten and thwart towards their mate. After time, the male learns and causes the female less aggravation.",0.8545227646827698,0.0007181628607213497,0.00039853190537542105,0.0003654698084574193,0.0004314745601732284,0.0004801382019650191,0.0006328641902655363
Has it been proposed that the mallard and this bird were formerly or currently separated by habitat preference?,"Yes, it has been proposed that they were formerly separated by habitat preference.",['formerly'],[],0," six to fourteen oval eggs, which have smooth shells and come in varied shades of white and buff green. On average, they measure 59.4 mm (2.34 in) long, 43.2 mm (1.70 in) wide and weigh 56.6 g (0.125 lb). Hatching takes 30 days on average. The incubation period varies, but usually takes 25 to 26 days. Both sexes share duties, although the male usually defends the territory until the female reaches the middle of her incubation period. It takes about six weeks to fledge. Once the eggs hatch, the hen leads the brood to rearing areas with abundant invertebrates and vegetation. The American black duck interbreeds regularly and extensively with the mallard, to which it is closely related. Some authorities even consider the black duck to be a subspecies of the mallard instead of a separate species. Mank et al. argue that this is in error as the extent of hybridization alone is not a valid means to delimitate Anas species. It has been proposed that the American black duck and the mallard were formerly separated by habitat preference, with the American black duck's dark plumage giving it a selective advantage in shaded forest pools in eastern North America, and the mallard's lighter plumage giving it an advantage in the brighter, more open prairie and plains lakes. According to this view, recent deforestation in the east and tree planting on the plains has broken down this habitat separation, leading to the high levels of hybridization now observed. However, rates of past hybridization are unknown in this and most other avian hybrid zones, and it is merely presumed in the case of the American black duck that past hybridization rates were lower than those seen today. Also, many avian hybrid zones are known to be stable and longstanding despite the occurrence of extensive interbreeding. The American black duck and the local mallard are now very hard to distinguish by means of microsatellite comparisons, even if many specimens are sampled. Contrary to this study's claims, the question ",0.9854937791824341,0.006649712100625038,0.0004596826038323343,0.0004225193406455219,0.0008638736908324063,0.0005481687840074301,0.00078004744136706
How is the upper mandible of this bird?,Not specified in the text.,['slightly downcurving'],[],0,"The upper mandible is supported by a three-pronged bone called the intermaxillary. The upper prong of this bone is embedded into the forehead, while the two lower prongs attach to the sides of the skull. At the base of the upper mandible a thin sheet of nasal bones is attached to the skull at the nasofrontal hinge, which gives mobility to the upper mandible, allowing it to move upwards and downwards. The base of the upper mandible, or the roof when seen from the mouth, is the palate, the structure of which differs greatly in the ratites. Here, the vomer is large and connects with premaxillae and maxillopalatine bones in a condition termed as a ""paleognathous palate"". All other extant birds have a narrow forked vomer that does not connect with other bones and is then termed as neognathous. The shape of these bones varies across the bird families. The lower mandible is supported by a bone known as the inferior maxillary bone—a compound bone composed of two distinct ossified pieces. These ossified plates (or rami), which can be U-shaped or V-shaped, join distally (the exact location of the joint depends on the species) but are separated proximally, attaching on either side of the head to the quadrate bone. The jaw muscles, which allow the bird to close its beak, attach to the proximal end of the lower mandible and to the bird's skull. The muscles that depress the lower mandible are usually weak, except in a few birds such as the starlings and the extinct Huia, which have well-developed digastric muscles that aid in foraging by prying or gaping actions. In most birds, these muscles are relatively small as compared to the jaw muscles of similarly sized mammals.",0.5269083976745605,0.0006545680807903409,0.0004451038548722863,0.00036875938531011343,0.0005145395989529788,0.0004573732730932534,0.0006519824382849038
What color are this bird males?,Gray with a rose-colored neck bib and black crown.,['dark'],[],0,"The most distinguishing characteristics of this bird is the rose-colored neck bib found in adult males. Males are mostly gray in color, with a contrasting darker upperside and a pale gray underside. Males also show a black crown. Females are mostly brown in color, with a rusty brown upperside, and a pale buffy underside. The crown is a dark gray, not nearly as stunning as the males. Its usual call is a mournful ""seeeeuuuwww"".",0.9460850954055786,0.006404956337064505,0.00045826350105926394,0.00039794688927941024,0.0004568878503050655,0.0004825378127861768,0.0007554761250503361
In what year was the eastern minaret of this mosque rebuilt?,1418,['1822'],[],0,"Throughout its history, the Mosque of Sultan al-Mu'ayyad has undergone extensive renovations. Even early on, reconstruction was necessary. According to al-Maqrizi, the eastern minaret had to be pulled down and rebuilt as early as 1418 due to structural insecurity from its tower base. Another three-story minaret stood at the Western portal on a side street; it collapsed in 1427 during Sultan Barsbay's reign and was immediately rebuilt. By the nineteenth century, the mosque had fallen into such disrepair that all that remained was one facade, the prayer hall, and the mausoleums. Ibrahim Pasha, the son of Muhammad 'Ali, oversaw restorations in the late 1830s and 1840s, including the installation of Turkish tiles in the qibla wall. In the late nineteenth century, the Comité de Conservation des Monuments de l'Art Arabe rebuilt the western facade and turned the courtyard into a garden. In 2001, the mosque again underwent restorations, this time by the order of the Egyptian Ministry of Culture. These restorations removed the garden from the courtyard and rebuilt the majority of the mosque, including missing arcades around the courtyard. This project has restored the mosque and its results can be seen today; however, visitors should note that what they see is not necessarily what the mosque looked like in its original form.",0.9904896020889282,0.6863804459571838,0.4466187655925751,0.3875318765640259,0.5032489895820618,0.514825701713562,0.5563468933105469
How decurved is the bill of this bird?,Decurved.,['very slightly'],[],0,"Members of the family have long, broad wings with 11 primary feathers and about 20 secondaries. They are strong fliers and, rather surprisingly, given their size and weight, very capable soarers. The body tends to be elongated, the neck more so, with rather long legs. The bill is also long, decurved in the case of the ibises, straight and distinctively flattened in the spoonbills. They are large birds, but mid-sized by the standards of their order, ranging from the dwarf olive ibis (Bostrychia bocagei), at 45 cm (18 in) and 450 g (0.99 lb), to the giant ibis (Thaumatibis gigantea), at 100 cm (39 in) and 4.2 kg (9.3 lb).",0.981715977191925,0.006039210129529238,0.0005962694413028657,0.00041224854066967964,0.0007395947468467057,0.0006608035182580352,0.001275436719879508
In what district of suzhou is this temple located?,Wuzhong District,['Gusu District'],[],0,"Xiyuan Temple (Chinese: 西园寺; lit. 'Western Garden Temple') is a Buddhist temple in Wuzhong District, Suzhou, China. It is located just to the west of Lingering Garden.",0.9950495362281799,0.8054432272911072,0.10744356364011765,0.0047433036379516125,0.14550597965717316,0.0456116758286953,0.2655092477798462
What did the new railroad bridge take away from this bridge?,The speed limit.,['importance'],[],0,The bridge was removed and replaced with a new concrete bridge during a four-day shut down from 30 December 2006. The wrought iron lattice railway bridge was cut away using oxy cutters. One cut section of the bridge was donated to railway preservation group Tumbarail at Ladysmith. The rest of the bridge was taken to Port Kembla for disposal. The new bridge allowed an 80 km/h (50 mph) speed limit to be introduced.,0.913669228553772,0.001327713136561215,0.0005580736324191093,0.0005017051007598639,0.000496355933137238,0.0004860591434407979,0.0008806544356048107
What is the only new building on this museum's campus?,The Janet and William Ellery James Center.,['The Bay Observatory building'],[],0,"On September 17, 2020, the Cape Ann Museum opened its new campus, the Cape Ann Museum Green, located off of Grant Circle and Route 128, Gloucester, MA. This four acre green space is home to the museum's three historic structures, the White-Ellery House (1710), a barn (c. 1740), and the Babson-Alling House (c. 1740). It is also home to the Janet and William Ellery James Center, a 12,000 square foot building that houses the museum's object and archival collections. Designed by the Boston-based firm, designLAB, part of the building includes 2,000 square feet of exhibition and programming space.",0.9726067781448364,0.11473999172449112,0.0006209396524354815,0.0005009978194721043,0.0010683332802727818,0.0005547743639908731,0.002125759143382311
What does this bird do between april and july?,Breeds,['mating'],[],0,"It primarily eats Canary Island pine seeds. Like the common chaffinch, but, unlike most other finches, its young are fed extensively on insects. Breeding from the end of April to late July or early August, it builds a nest from pine needles and broom branches and lays two eggs. This bird is not migratory.",0.9837590456008911,0.5860115885734558,0.18065744638442993,0.08644507080316544,0.47915709018707275,0.5599709153175354,0.022198842838406563
What is a comparison of published measurements of this bridge?,Varied measurements due to different survey methods and definitions.,['The following table'],[],0,"The following table is a comparison of published measurements of length, width and load recorded by four different sources using different methods, as well as the name cited for the bridge and its builder. The NBI measures bridge length between the ""backwalls of abutments"" or pavement grooves and the roadway width as ""the most restrictive minimum distance between curbs or rails"". The NRHP form was prepared by the Pennsylvania Historical and Museum Commission (PHMC), which surveyed county engineers, historical and covered bridge societies, and others for all the covered bridges in the commonwealth. The Evans visited every covered bridge in Pennsylvania in 2001 and measured each bridge's length (portal to portal) and  width (at the portal) for their book. The data in Zacher's book was based on a 1991 survey of all covered bridges in Pennsylvania by the PHMC and PennDOT, aided by local government and private agencies. The article uses primarily the NBI and NRHP data, as they are national programs.",0.8206688761711121,0.0007014514412730932,0.0004016067832708359,0.00038422580109909177,0.0004448940744623542,0.0004734475223813206,0.000854378507938236
What kind of photos and descriptions are available of this plant?,Excellent,['Excellent'],[],1,"Hackelia virginiana has simple, rough leaves and ribbed green stems. The plant is categorized Wetland Indicator Status: FACU (Facultative Upland). The flowers are small and white, bourne in mid-late summer. The seeds are burs, and are very sticky. The plant is native but a well-known nuisance in deciduous forests of the eastern U.S. because the seeds can be difficult to remove from clothing and especially pet fur.  Excellent photos and descriptions of this plant are available. The seeding part of the plant—the upper stem—dies earlier than most other plants, and becomes very brittle.  Often the entire seed stem, or even the entire plant will come out of the ground if the seeds catch on clothing or fur, aiding seed dispersion. During the plant's first year of growth it has only a basal rosette of foliage, with the flowering stalk ascending the second year. The leaves are dark green and irregularly shaped.",0.9896765351295471,0.1003391444683075,0.5344983339309692,0.14032354950904846,0.4293006360530853,0.4580836892127991,0.32147216796875
What is another common name for this plant?,Tiger grass,['windflower'],[],0,"Tiger grass is another common name for this plant throughout the tropics where it is grown as an ornamental. It may be used to create the effect of bamboo, which it resembles, but to which it is not related.",0.9839932322502136,0.011865179054439068,0.0671146884560585,0.11083998531103134,0.07185500860214233,0.05011441558599472,0.18923187255859375
Who described this plant?,Friedrich Welwitsch,['George Bentham'],[],0,This plant was first described by Friedrich Welwitschs in 1859.,0.9949356317520142,0.38115450739860535,0.4341670274734497,0.5296160578727722,0.2478344440460205,0.2411457747220993,0.35104870796203613
What is the last month in which this plant flowers?,March,['August'],[],0,"There is little information available on the timeline and life cycle of this species. This plant flowers from September to March, followed by seed pods from February. Seeds are dispersed then by the wind. If one wants to plant P. heterophylla in their garden, the optimal time to collect seeds is between February to April.",0.9886566400527954,0.6388709545135498,0.31428036093711853,0.47639143466949463,0.3667592406272888,0.5506609082221985,0.5588359832763672
In what region of north america does this tree grow?,Northeast North America,['northwestern'],[],0,"The colder climate allows more hardwood trees to grow in the Gulf of St Lawrence than in most of this part of northeast North America. Trees of the region include eastern hemlock (Tsuga canadensis), balsam fir (Abies balsamea), American elm (Ulmus americana), black ash (Fraxinus nigra), eastern white pine (Pinus strobus), red maple, (Acer rubrum) northern red oak (Quercus rubra), black spruce (Picea mariana), red spruce (Picea rubens) and white spruce (Picea glauca).",0.9858266711235046,0.0013460795162245631,0.015568291768431664,0.004821510054171085,0.094044029712677,0.036729250103235245,0.05335462465882301
What version of this bird's call is compared to a frog's croak?,The prolonged version of the call.,['prolonged'],[],0,"The eastern imperial eagle is quite vocal on their breeding ground but tends to be silent or nearly so elsewhere. The main call of the species is a deep, harsh bark owk owk, gok gok or kraw-kraw. The call tends to be repeated rapidly up to 8-10 times. Their call is perceptibly deeper and harsher than that of the golden eagle, somewhat incongruously also being more resonant and commanding. Sometimes when extending to a prolonged version, its call is sometimes considered reminiscent of the croak of a large frog. The eastern imperial eagle most frequently calls during their aerial displays. In extreme cases, the call may be repeated up to 13 times during an aerial display. Furthermore, they may repeat the call from a perch. Females may also call when a male arrives with prey. Alarm calls recorded for the species include a soft ko-gok, wk wk wk, uttered in response to a distant intruder, a closer approach also may cause a harder gek call by the mother. A rising and falling trill has been additionally recorded in captivity is also probably an alarm call.",0.9455640912055969,0.003340202383697033,0.0004434908041730523,0.0004204906290397048,0.0005714788567274809,0.0004942938103340566,0.0008231170359067619
Is this plant able or unable to survive beneath the surface of frozen waterways?,able,['able'],[],1,"This pondweed is considered an invasive species in much of North America. It was introduced to the Great Lakes and inland lakes within that region. The plant thrives in conditions normally less habitable to native plant species. It is also able to survive beneath the surface of frozen waterways and resume its rapid vegetative growth before other water plants can regrow.  It competes with native plant life and sometimes displaces it. Curly pondweed may clog waterways, inhibiting aquatic recreation, and is considered a nuisance in some areas. It has also been introduced to South America and New Zealand.",0.9835897088050842,0.9424338936805725,0.9795411229133606,0.9849361777305603,0.9904007315635681,0.9815431237220764,0.943061888217926
In what part of jenin was this mosque built?,Center of Jenin,['the center'],[],0,"The Fatima Khatun Mosque (Arabic: جامع جنين الكبير, also known as the Great Mosque of Jenin) is the main mosque of the Palestinian city of Jenin in the northern West Bank. Adjacent to the mosque is the still-active Fatima Khatun Girls' School.",0.8176581859588623,0.0010571128223091364,0.0012863237643614411,0.0010661417618393898,0.025703806430101395,0.001111024059355259,0.05741661414504051
What does this bird glean from tall trees?,insects,['bark and foliage'],[],0,"Foliage gleaning, the strategy of gleaning over the leaves and branches of trees and shrubs, can involve a variety of styles and maneuvers. Some birds, such as the common chiffchaff of Eurasia and the Wilson's warbler of North America, feed actively and appear energetic. Some will even hover in the air near a leaf or twig while gleaning from it; this behavior is called ""hover-gleaning"". Other birds are more methodical in their approach to gleaning, even seeming lethargic as they perch upon and deliberately pick over foliage. This behavior is characteristic of the bay-breasted warbler and many vireos. Another tactic is to hang upside-down from the tips of branches to glean the undersides of leaves. Tits such as the familiar black-capped chickadee are often observed feeding in this manner. Some birds, like the ruby-crowned kinglet and red-eyed vireo of North America use a combination of these tactics. Gleaning birds are typically small with compact bodies and have small, sharply pointed bills. These features are even seen in gleaning birds that are not closely related.  For example, in flycatchers of the family Tyrannidae, in which some member species are more adapted for hawking insects on the wing and others for gleaning, the gleaners have bills that resemble those of tits and warblers, unlike their larger-billed relatives. Also, some members of the woodpecker family, particularly piculets such as the rufous piculet of Southeast Asia, are similarly adapted for gleaning, with small, compact bodies and sharp bills, rather than the long, supportive tails and wedge-shaped bills more typical of woodpeckers. Birds such as the aforementioned piculet are specialized for gleaning the bark of trees, as are nuthatches, woodcreepers, and treecreepers.  Most bark-gleaners work their way up tree trunks or along branches, though nuthatches are well known as the birds that can go the opposite direction, facing down and working their way down the trunk, as well. This requires strong",0.9249100089073181,0.02208705246448517,0.2574039101600647,0.43908295035362244,0.5688974857330322,0.5288301110267639,0.6000296473503113
How long is this cathedral in meters?,99 meters,['103'],[],0,The cathedral is 99 meters long and 39 meters high into the top of the dome. The main frontage is flanked by two towers 65 meters high.,0.987773597240448,0.13365086913108826,0.013194586150348186,0.0009270417504012585,0.014223930425941944,0.004959999583661556,0.03252679109573364
Above what ground level was the entrance to this cave built?,37 meters below sea level,['external'],[],0,"The cave can now be accessed by divers through a 175 m (574 ft) long tunnel; the entrance is located 37 m (121 ft) below sea level, which has risen since the cave was inhabited. During the glacial periods of the Pleistocene, the shore of the Mediterranean was several kilometers to the south and the sea level up to 100 m (330 ft) below the entrance of the cave.",0.9769521951675415,0.004048062022775412,0.0013817244907841086,0.0005512104835361242,0.0008723322534933686,0.0010687068570405245,0.0008938875398598611
What is this plant used to treat?,"Sexually transmitted diseases, impotency, back pain, toothache, fever, dysentery, bleeding, and liver diseases.",['fever and rheumatism'],[],0,"The plant is used in traditional medicine to treat a variety of conditions, including sexually transmitted diseases, impotency, back pain, toothache, fever, dysentery, bleeding, and liver diseases. It is used as a stimulant, an aphrodisiac, and an appetite suppressant.",0.9916872382164001,0.20569242537021637,0.0004580881795845926,0.0004194035136606544,0.0006078360020183027,0.0005314818117767572,0.0009797002421692014
Where is this museum of modern art located?,"Amstelveen, Netherlands",['Amstelveen'],[],0,"The Museum of Modern Art (MoMA) is an art museum located in Midtown Manhattan, New York City, on 53rd Street between Fifth and Sixth Avenues. It plays a major role in developing and collecting modern art, and is often identified as one of the largest and most influential museums of modern art in the world. MoMA's collection offers an overview of modern and contemporary art, including works of architecture and design, drawing, painting, sculpture, photography, prints, illustrated books and artist's books, film, and electronic media. The MoMA Library includes approximately 300,000 books and exhibition catalogs, more than 1,000 periodical titles, and more than 40,000 files of ephemera about individual artists and groups. The archives hold primary source material related to the history of modern and contemporary art. It attracted 1,160,686 visitors in 2021, an increase of sixty-four percent from 2020. It ranked 15th on the list of most visited art museums in the world in 2021.",0.9898676872253418,0.19930975139141083,0.0013896451564505696,0.001447390764951706,0.0071472469717264175,0.04700968414545059,0.0020955039653927088
How many people visit this castle annually?,"Nearly 50,000 people.","['60,000']",[],0,"The castle ruin is open throughout the year and tours can be arranged in advance. While the lower castle can be visited anytime for free, the upper castle has different, seasonal hours. In addition to a museum in the reconstructed district offices, a tavern can be found inside the fortification. The castle is federal state-owned and is being maintained by the institution Staatliche Schlösser und Gärten Baden-Württemberg. Both the upkeep and the maintenance are taken care of by Röttelnbund e.V. The upper castle is visited by nearly 50,000 people annually. The tavern and the pub garden belong to the city of Lörrach and each space can be leased for events. Since December 2017, the city runs a café. The registry office of Lörrach operates a wedding hall within the reconstructed district offices. The Knechtstube (servant's parlour) can seat 25 people. Around 66 weddings take place there every year. Since 1968, the society Burgfestspiele Rötteln performs classic plays on the outdoor stage in the outer bailey every year. Since 2007, another festival called Jazz auf der Burg(jazz at the castle) takes place and is supported by the Jazz-Club 56. In summer 2003, an open-air cinema was mounted. Since 1938, the Rötteln Castle and surrounding area is acknowledged as a conservation area with the description: ""very remarkable, large castle ruin within scenically excellent location and environment, especially arboretums, bushes, meadows, forest border.""",0.9805355072021484,0.01163128949701786,0.0004891595453955233,0.0004243086150381714,0.001454416778869927,0.0005521096754819155,0.0011461899848654866
What did the nlaka'pamux make with the bark of this tree?,Lodges and canoes,['canoes'],[],0,"Native Americans used both grand fir and white fir, powdering the bark or pitch to treat tuberculosis or skin ailments; the Nlaka'pamux used the bark to cover lodges and make canoes, and branches were used as bedding. The inner bark of the grand fir was used by some Plateau Indian tribes for treating colds and fever. The Okanagan-Colville tribe used the species as a strengthening drug to nullify the feeling of weakness. The foliage has an attractive citrus-like scent. It is sometimes used for Christmas decorations in the United States, including Christmas trees, although its stiff branches do not allow it to be economically packed. It is also planted as an ornamental tree in large parks.",0.9775635600090027,0.17219969630241394,0.054978273808956146,0.13179299235343933,0.14695514738559723,0.047985486686229706,0.2549251914024353
How high is the statue of karel appel in front of this museum?,Five meters high,['five-meter'],[],0,The five-meter high statue The fountain in front of the entrance of the museum was made especially for the museum by Karel Appel. The statue contains four water outlets and it is the only fountain ever made by Karel Appel. The unveiling of the statue took place in 2001 on the occasion of Appel's eightieth birthday. The model of the fountain was donated to the museum by Karel Appel and is on permanent display. The fist in the fountain symbolizes strength and the bird represents freedom. Various elements that make up the fountain are so-called objets trouvés.,0.9855851531028748,0.032049328088760376,0.026530573144555092,0.002203355310484767,0.06739068776369095,0.001517522381618619,0.07263322174549103
What has this railway become a part of in popular?,hiking and biking route,['culture'],[],0,"In the mid-1960s, the railway was developed in the area as well as mountain bike trails. It has since become a popular hiking and biking route. A 28 metre high building tower (a geodetic station reconstructed in 2014 and turned into a modern wooden watchtower) near the Peace Monument was built in 1973 and offers panoramic views of the countryside.",0.9854207634925842,0.08598404377698898,0.12200243026018143,0.2786928713321686,0.03689953312277794,0.053266361355781555,0.19418250024318695
Where is this church located?,East Jerusalem,['Marseille'],[],0,"The Church of All Nations, also known as the Church or Basilica of the Agony, is a Roman Catholic church located on the Mount of Olives in East Jerusalem, next to the Garden of Gethsemane. It enshrines a section of bedrock where Jesus is said to have prayed before his arrest. (Mark 14:32–42)",0.9898221492767334,0.3456754684448242,0.018139097839593887,0.010163386352360249,0.01253256294876337,0.03350703790783882,0.0469210259616375
In what country were 16 outbreaks of this plant related deaths recorded?,Brazil,['Brazil'],[],1,"Almost all parts (leaf, root, seeds) of the plant are used as food and medicine by tribal populations in India. However, consumption of Bana Chakunda seeds has been identified as a possible cause of death of tribal children due to acute Encephalopathy (see Acute HME syndrome). Once the plant was identified as the cause, the number of deaths plummeted. The same thing happened in Rio Grande do Sul, Brazil, where 16 outbreaks were recorded. This was a record in comparison to the clinical study of 1979, at which eight calves died after contracting dyspnea, neutrophilia and tachycardia from consumption of the plant.",0.9819809794425964,0.5020528435707092,0.9143725037574768,0.9740307331085205,0.8774682879447937,0.9220293164253235,0.6843545436859131
How is this church covered in beaded weatherboard?,It is not covered in beaded weatherboard.,['sheathed'],[],0,"This weatherboard church is rectangular in shape with a small gabled front porch. A bellcote surmounts the front of the gable roof which is in corrugated iron. The front gable is decorated with scalloped timber barge boards. There are 6 gothic-style leadlight windows along each side of the building and two at the front. They are all memorials to the church's pioneer families. The interior walls and ceiling are lined with horizontal double-headed tongue and groove boards. A folding timber screen divides the building in two, separating the church from a meeting room.",0.21574978530406952,0.0007293510134331882,0.0005156963597983122,0.0004107631684746593,0.00048228970263153315,0.0005132882506586611,0.0006079168524593115
What is another name for this plant?,Buddha's tree,['Peepal'],[],0,"Tiger grass is another common name for this plant throughout the tropics where it is grown as an ornamental. It may be used to create the effect of bamboo, which it resembles, but to which it is not related.",0.6789671778678894,0.002331719035282731,0.0016592455795034766,0.006770366802811623,0.004089931957423687,0.007512557785958052,0.003521684091538191
What national lampoon movie was this school asked to be the location for?,Animal House,['Animal House'],[],1,"At one time, Kemper was asked to be the location to shoot the movie National Lampoon's Animal House. Kemper turned down the offer. In 1981, the makers of Taps made an offer to shoot the movie at Kemper. The president at the time, General Blakefield, declined the request, despite the financial opportunity it presented for Kemper, stating that ""it portrayed the military school student as a radical."" In 1986, Combat Academy was filmed on campus. Since the campus has a 19th-century feel, it has been used as the setting for a number of movies. The motion pictures Combat High and Child's Play 3 were filmed at the school with cadets and instructors serving as extras. The school depicted in Child's Play 3 was reputedly modeled after Kemper itself. In September and October 2007, Kemper's abandoned campus was used for location shots for the movie Saving Grace, which is about a little girl's trip back to Boonville in the summer of 1951, during the Great Flood of 1951. Many downtown Boonville buildings were also used for filming, with Kemper the setting for an asylum. The movie, released in 2008, was directed by Connie Stevens and stars Penelope Ann Miller, Tatum O'Neal, Joel Gretsch, Piper Laurie and Michael Biehn.",0.9941288232803345,0.674760103225708,0.9295392036437988,0.9054195284843445,0.7418771386146545,0.8301763534545898,0.8397126197814941
Which variety of this plant is listed as threatened?,Enceliopsis nudicaulis var. corrugata,['piscinensis'],[],0,"There are two recognized varieties of this species: Enceliopsis nudicaulis var. corrugata, the Ash Meadows sunray – the rarer variety, which is probably endemic to Nevada in the vicinity of Ash Meadows in the Amargosa Desert; it is federally listed as threatened. Enceliopsis nudicaulis  var. nudicaulis – found in most of species range",0.9912971258163452,0.3963043689727783,0.010442651808261871,0.0007427092059515417,0.0074945539236068726,0.004946525674313307,0.0630187839269638
How many inches is the wingspan of this bird?,37 inches,['35–37'],[],0,"The head, body, and tail are white. The wings are light grey with white-spotted, black tips. Adults range from 40–45 cm (15-17 Inches) in length. Mean wingspan is 94 cm (37 Inches) . Juveniles have brown patterns on their wings, and a dark beak. Adults have bright red beaks—the brighter the red, the older the bird.",0.98173987865448,0.035968322306871414,0.0057079666294157505,0.0011108563048765063,0.004787422716617584,0.02150294929742813,0.004905873443931341
