question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_infoseek_eva_clip_base_no_context,llava_infoseek_eva_clip_base_with_context,llava_infoseek_eva_clip_no_p_prime,llava_infoseek_eva_clip_no_p_q_i,llava_infoseek_eva_clip_no_p_q_c,llava_infoseek_eva_clip_no_p_q
Who is the discoverer or inventor of this game?,Samuel l. morse,['John Spilsbury'],[],0,"This list of islands of California is organized into sections, generally arranged from north to south. The islands within each section are listed in alphabetical order. The Geographic Names Information System (GNIS) lists 527 named islands in the state.",0.014458365738391876,0.00249443924985826,0.0047943685203790665,0.004775011911988258,0.0006369025795720518,0.014116082340478897,0.0018198236357420683
What country does this park belong to?,Bulgaria,['Bulgaria'],[],1,"Geographic Dictionary of Bulgaria 1980, p. 165 Great Encyclopedia Bulgaria 2012, p. 1720 ""Deno"". Bulgarian Extreme and Freeride Ski Association. Retrieved 28 July 2019.",0.9826875329017639,0.8013563752174377,0.7032368779182434,0.7700472474098206,0.3960091173648834,0.6432243585586548,0.6544497013092041
What is the height of this building in metre?,10,['61'],[],0,"The following is a list of Scheduled monuments in Greater London. In the United Kingdom, a scheduled monument is a ""nationally important"" archaeological site or historic building that has been given protection against unauthorised change by being placed on a list (or ""schedule"") by the Secretary of State for Digital, Culture, Media and Sport (DCMS); Historic England takes the leading role in identifying such sites. Monuments are defined in the Ancient Monuments and Archaeological Areas Act 1979 and the National Heritage Act 1983. Scheduled monuments—sometimes referred to as scheduled ancient monuments—can also be protected through listed building procedures, and Historic England considers listed building status to be a better way of protecting buildings and standing structures. A scheduled monument that is later determined to ""no longer merit scheduling"" can be descheduled.",0.09651841223239899,0.0014006630517542362,0.002903964137658477,0.006776756606996059,0.0008850409649312496,0.019701465964317322,0.0026075567584484816
What type of wing is designed for this object?,Fixed,['fixed-wing'],[],0,"Data from manufacturer General characteristics Length: 20 ft 4 in (6.20 m) Wingspan: 23 ft (7.0 m) Height: 5 ft 5 in (1.65 m) Wing area: 110 sq ft (10 m²) Empty weight: 903 lb (410 kg) minimum Gross weight: 1,500 lb (680 kg) Fuel capacity: 32 U.S. gallons (120 L; 27 imp gal) Powerplant: 1 × Lycoming O-360 four cylinder piston aircraft engine, 180 hp (130 kW) Propellers: 2-bladed fixed pitch or constant speed propeller Performance Maximum speed: 212 mph (341 km/h, 184 kn) Cruise speed: 200 mph (320 km/h, 170 kn) 75% power at 8,000 ft Stall speed: 54 mph (87 km/h, 47 kn) Range: 590 mi (950 km, 510 nmi) Service ceiling: 23,000 ft (7,000 m) Rate of climb: 1,950 ft/min (9.9 m/s) Wing loading: 13.64 lb/sq ft (66.6 kg/m²) Power/mass: 8.33 lb/hp",0.0808391273021698,0.0006999425822868943,0.004837386775761843,0.0038012354634702206,0.0016307879704982042,0.0028670006431639194,0.0023752327542752028
What is the closest parent taxonomy of this animal?,Bears,['sea lion'],[],0,"The giant panda, perhaps China's most famous wildlife species, lives in six patches of highland valleys of the Min, Qionglai, Liang, Daxiangling, Xiaoxiangling and Qinling Mountains of the upper Yangtze River basin, which are spread over 45 counties in Sichuan, Gansu and Shaanxi.  Only about 1,600 live in the wild (80% in Sichuan) along with about 300 in captivity in Chinese breeding centers and zoos.  The animal is rare and elusive.  Though classified as an omnivore, the giant panda's diet is over 90% bamboo.  Its black and white coloration provides a degree camouflage in the dense forests, but the adult animal has no natural predators.  Giant pandas are notoriously difficult to breed; they have short mating periods, and give birth to only one or two cubs per year.  The giant panda cub is the smallest baby, compared in proportion to the parents, of any placental mammal.  The giant panda is considered to be a national treasure and is an endangered species protected by state law.  Since the 1970s, giant pandas have been given or lent to foreign zoos as gesture of diplomatic goodwill. Other more common bears in China include the Asiatic black bear and the brown bear which are found across much of the country.  Sub-species of the brown bear include the Himalayan brown bear and the Tibetan blue bear in Tibet, and the Ussuri brown bear in Northeast China.  The sun bear is found in Yunnan. Bears, especially black bears, are also raised in captivity to harvest their bile for use in traditional Chinese medicine. The red panda - which unlike the giant panda is not a bear and more closely resembles a raccoon - is from a separate family by itself (Ailuridae), and is found in Sichuan and Yunnan.",0.31228891015052795,0.0005447273142635822,0.006035279016941786,0.001452794298529625,0.0006016563856974244,0.003272212576121092,0.0010199637617915869
What is the area in square kilometre occupied by this island?,1.2,['4'],[],0,"Samalan Island is a small island, just off the Isle of Mull at the mouth of Loch na Keal in the Inner Hebrides, Scotland. To its south west is the island of Inchkenneth, and to its north, the island of Ulva. It is a low-lying island, and does not rise above 5 metres (16 ft) at its highest point. It is uninhabited, and shows no signs of permanent inhabitation.",0.056600749492645264,0.001931087812408805,0.003869337495416403,0.005710897967219353,0.0007612688932567835,0.005536141339689493,0.0006552337436005473
What is the minimum height of a male of this animal in centimetre?,60,['70'],[],0,"The St. Bernard is recognized internationally today as one of the molosser breeds. It is a giant dog. The coat can be either smooth or rough; the smooth coat being close and flat, while the rough is dense, flat, and more profuse around the neck and legs. The colour is typically a red shade with white, or a mahogany brindle with white. Black shading is usually found on the face and ears. The tail is long and heavy, hanging high. The eyes are usually brown, but sometimes can be icy blue, and should have naturally tight lids, with haws only slightly visible.",0.06321638822555542,0.20741094648838043,0.022891925647854805,0.026232697069644928,0.0023586382158100605,0.07182268798351288,0.007179383188486099
What is the basionym of this plant?,Persicaria mitis,['Polygonum lapathifolium'],[],0,"Persicaria mitis (Schrank) Assenov is a species of flowering plant in the family Polygonaceae, native to Europe. (Persicaria mitis Delarbre is a different species, being a rejected synonym of Persicaria maculosa.)",0.4684642255306244,0.037287864834070206,0.3535340130329132,0.1536073237657547,0.03123854100704193,0.20443493127822876,0.07627056539058685
Who occupies this building?,Wine,['business'],[],0,"A number of animals consume different psychoactive plants, animals, berries and even fermented fruit, becoming intoxicated, such as cats after consuming catnip. Traditional legends of sacred plants often contain references to animals that introduced humankind to their use. Animals and psychoactive plants appear to have co-evolved, possibly explaining why these chemicals and their receptors exist within the nervous system.",0.16031016409397125,0.0006274840561673045,0.0009597634198144078,0.0011892481707036495,0.0006086189532652497,0.0015278611099347472,0.0005497849197126925
What country does this building belong to?,Monaco,['Monaco'],[],1,Monaco's 2012 International Religious Freedom Report states that there is one Greek Orthodox church in Monaco.,0.9607040882110596,0.8690286874771118,0.7004492878913879,0.8460196256637573,0.09463690221309662,0.8716154098510742,0.4782709777355194
What is the location of this event?,Hong kong,['Magic Kingdom | Disney California Adventure | Disneyland Park | Disneyland | Tokyo Disneyland'],[],0,"Paint the Night Parade was a nighttime parade, which was formerly at Hong Kong Disneyland, Disney California Adventure, and Disneyland. The Hong Kong version premiered on September 11, 2014, as part of the park 9th anniversary expansion. The Disneyland version debuted on May 22, 2015, as part of the park's 60th anniversary Diamond Celebration. The parade is a spiritual successor to the long-running Main Street Electrical Parade, which has appeared at numerous Disney parks (except Hong Kong Disneyland) in several different incarnations since June 17, 1972. At Disneyland Park in California, Paint the Night made its last regular performance on September 5, 2016, and returned as a seasonal offering for the 2016 holiday season. The original Main Street Electrical Parade returned to Disneyland Park on January 19, 2017 for a limited-time run.  In July 2017, it was officially announced at the D23 Expo that Paint the Night would be moving to Disney California Adventure at the Disneyland Resort starting on April 12, 2018. A new float themed around Disney•Pixar’s The Incredibles joined the parade for the grand opening of Pixar Pier on June 23 and for the release of Incredibles 2 which hit theatres on June 15. Paint the Night made its return to the Disneyland Resort at Disney California Adventure on April 12, 2018 and ran through November 7, 2018.  Portions of the Little Mermaid unit as well as the entire Frozen unit were removed from the parade due to their height being too tall to clear the Red Car Trolley's overhead wires.",0.11022592335939407,0.7768652439117432,0.039894308894872665,0.10870575159788132,0.07200781255960464,0.021524479612708092,0.0020227355416864157
What is the height of this building in metre?,22,['22'],[],1,"The lighthouse stands 22 metres at its base (its light commands a 165-metre beam from sea level). In addition to the main tower, the complex is composed of nine buildings, since prior to electrification, it was necessary to marshall a team to maintain the lamp, store valuable equipment and produce the Acetylene necessary to run the torch. Currently, the lighthouse supports a team of three lighthouse keepers, in order to monitor the lamp and signal/communicate between Cabo da Roca and Ericeira. It is accessible by the Estrada do Cabo da Roca, and situated on the tip of the cape, on land that is considered the most western extent of continental Europe. Although not on that point, it does occupy the safest position on the Cape to monitor and safeguard the navigable seas, with a coastal panorama.",0.5249080061912537,0.026714898645877838,0.38894879817962646,0.40760084986686707,0.4323485493659973,0.27386054396629333,0.4299456775188446
Which city or region does this lake locate in?,Lake district,['England'],[],0,Rowling end is a peak in the Lake District about 433 meters it is a steep slope leading up towards Causey Pike. It is briefly mentioned in books however they mainly focus on Causey Pike. The summit has a small kern on it amongst the heather and other shrubs and plants.,0.9592202305793762,0.03617369383573532,0.5516833066940308,0.48211565613746643,0.23038676381111145,0.6133378148078918,0.529244601726532
What is this place named after?,Joseph drouhin,['Burgundians'],[],0,"Domaine Drouhin Oregon  is an American winery in Oregon known for its Pinot noir and Chardonnay. The gravity-fed winery is in the Dundee Hills AVA in the Willamette Valley. It was built in 1988 for $10,000,000 by Maison Joseph Drouhin. Veronique Drouhin is the winemaker. Domaine Drouhin Oregon is the result, in part, of the 1979-1980 Paris Wine Olympics where David Lett's The Eyrie Vineyards of Oregon took second place behind a 1959 Drouhin wine. Robert Drouhin, who had been visiting Oregon since the 1960s, purchased the Oregon property when notified about it by David Adelsheim of Adelsheim Winery.",0.4030842185020447,0.21761804819107056,0.017078449949622154,0.012684743851423264,0.03558558225631714,0.019458726048469543,0.005568266846239567
how many day is the egg incubation period of this bird?,21 days,['23'],[],0,"Black woodpecker (Dryocopus martius), common crane (Grus grus) and western capercaillie (Tetrao urogallus) are the biggest birds in the area of Vaikkojoki. The green sandpiper (Tringa ochropus) and the common gull (Larus canus) are typical freshwater birds in the river habitat. Other bird species include the common chaffinch (Fringilla coelebs), the willow warbler (Phylloscopus trochilus), the tree pipit (Anthus trivialis), the common redpoll (Carduelis flammea),  the great tit (Parus major), the spotted flycatcher (Muscicapa striata), the red crossbill (Loxia curvirostra), the Eurasian treecreeper (Certhia familiaris), the wood warbler (Phylloscopus sibilatrix), the greenish warbler (Phylloscopus trochiloides) and the goldcrest (Regulus regulus).",0.06934896856546402,0.035756390541791916,0.02893839031457901,0.0583367757499218,0.002929459325969219,0.1156618520617485,0.0022033960558474064
How many metre is the vertical depth of the lake?,100,['174'],[],0,"Okanagan Lake (Okanagan: kɬúsx̌nítkw) is a large, deep lake in the Okanagan Valley of British Columbia, Canada. The lake is 135 km (84 mi) long, between 4 and 5 km (2.5 and 3.1 mi) wide, and has a surface area of 348 km² (135 sq. mi.).",0.0726616233587265,0.0009708155412226915,0.008047224022448063,0.013047768734395504,0.0013997722417116165,0.008076314814388752,0.0010207118466496468
What is this place named after?,Palmer,['Carrara marble'],[],0,"Jarrow began its development as a shipbuilding town with the establishment in 1851 of Palmer's shipyard on the banks of the River Tyne.  The first ship from the yard was launched in 1852, an iron-built and steam-powered collier; many more such carriers followed. In 1856 the yard began building warships, and was soon supplying many of the world's navies. With its associated iron and steel works, it became the largest shipbuilding centre in the country, employing thousands of men. Jarrow's population, at around 3,800 in 1850, had increased nearly tenfold to 35,000 by 1891. Palmer's was central to  Jarrow's economy, both for the numbers employed there and for the ancillary businesses that served the needs of both the yard and town. The shipyard generated high employment to Jarrow, but the industrial works created a harsh environment. Ellen Wilkinson, the town's historian and member of parliament from 1935 to 1947, quotes a newspaper source from 1858: ""There is a prevailing blackness about the neighbourhood. The houses are black, the ships are black, the sky is black, and if you go there for an hour or two, reader, you will be black"". According to Wilkinson, the yard's founder, Sir Charles Palmer, ""regarded it as no part of his duty to see that the conditions under which his workers had to live were either sanitary or tolerable"". In the 1890s, Britain held a near monopoly of the world's shipbuilding, with a share of around 80%. This proportion fell during the early years of the 20th century to about 60%, as other countries increased their production. Palmer's remained busy, and during the years of the First World War built many of Britain's warships: the battleship HMS Resolution, the light cruiser HMS Dauntless, and numerous smaller vessels were all built in Jarrow. During the brief postwar boom of 1919–20, orders remained plentiful and Palmer's prospered. However, the firm's management had not anticipated the conditions that developed in the 1920s when, as Wilkinson s",0.20221544802188873,0.0008178790449164808,0.09715782105922699,0.022592615336179733,0.09814159572124481,0.06744971126317978,0.006322900764644146
On what date did this building officially open?,1968,['1971 10 16'],[],0,"Soltani Mosque, built by Fath Ali Shah Atiq Mosque, built in 1663. Mo'ezz o-dowleh mosque, built by Fath Ali Shah Haj Seyd Azizollah mosque, built by Fath Ali Shah Al-javad mosque, Iran's first modernist design mosque. The Old Sepahsalar mosque, another prominent Qajar era mosque. The new Sepahsalar Mosque (Madreseh e Motahari) Filsuf o-dowleh Mosque, Qajar era Moshir ol-Saltaneh Mosque, Qajar era Mo'ayyer ol-Mamalik Mosque, Qajar era Shahr Banu Mausopleum Javan-mard Qassab Mausoleum, a pre-Islamic semi-mythical hero Dozens of Imam-zadeh shrines, hundreds of years old, including that of Imam Zadeh Saleh. Dozens of Saqa Khanehs: traditional places of prayer Several Tekyehs: traditional places for mourning Muharram ceremonies for Husayn ibn Ali. Ebn-e Babooyeh cemetery, where numerous Iranian figures, such as Takhti and Ali Akbar Dehkhoda, are buried. Zahir o-dowleh cemetery, housing the tombs of art and cultural figures such as Iraj Mirza, Mohammad Taghi Bahar, Forough Farrokhzad, Abolhasan Saba, Ruhollah Khaleghi, and Darvish-khan are buried. Kordan Tomb, Seljuqi era, Karaj. Maydanak Tomb, 13th century, Karaj The Polish cemetery north of Tehran, where numerous Western Allied soldiers of World War II are buried",0.012340418063104153,0.009820851497352123,0.005414880346506834,0.019085701555013657,0.0006329836323857307,0.036514975130558014,0.0009136372827924788
What is the minimum frequency of sound that you can hear of this fish?,200 hz,['20'],[],0,"Showa is a variety of ornamental koi (carp).  The Showa is also known as the Showa Sanshoku (昭和三色).  The Showa has a black (sumi) body, with red (hi) and white (shiro) markings across the body.  The Showa is one of the gosanke; the ‘Big Three’, consisting of Kohaku, Sanke, and Showa. Showa were originally developed by Jukichi Hoshino about 1927.  He paired a Kohaku and a Ki-Utsuri.  These early Showas had a greyish shiro and striped fins. The sumi (black) was dull and the hi was weak.  Later, Showa were bred to Asagi which helped produce the black motoguro markings in the fins. However, the hi was still weak and pale.  In 1964 Tomiji Kobayashi crossed a male Kohaku with a female Showa to produce a new style Showa with a large crimson red pattern. It also had a brighter white ground without netting.  However, the Kobayashi Showa still suffered from small size and poor body shape.  A major leap forward came as a result of a spectacular (for its time) inazuma (lightning pattern) showa bred by Minoru Mano. The inazuma showa represented a huge improvement in body conformation and overall color quality, and it was used as a brood fish for many years after.",0.034100424498319626,0.005921172443777323,0.003821827005594969,0.0037765430752187967,0.0009702490642666817,0.005898118484765291,0.0010296921245753765
Which historic county does this mountain belong to?,Mayo,['County Donegal'],[],0,"Croaghaun is the most westerly peak of Achill Island, and its highest mountain. Its cliffs lie on the northern slope of the mountain. The cliffs at Croaghaun can only be seen by hiking around or to the summit of the mountain, or from the sea. They are part of a sequence of sheer rock faces which start south of Keem Bay and loop around the uninhabited north-west of the island, by Achill Head and Saddle Head, and east to Slievemore, occasionally dropping vertically into the waters of the Atlantic Ocean.",0.6044507026672363,0.6763517260551453,0.05275698006153107,0.003420149441808462,0.024247296154499054,0.08121369779109955,0.018683021888136864
What is the closest parent taxonomy of this plant?,Tree,['Arundinaria'],[],0,"Bridge Wood is a 31 hectare Local Nature Reserve on the southern outskirts of Ipswich in Suffolk, England. It is owned and managed by Ipswich Borough Council, and is part of Orwell Country Park. One theory about the name Bridge Wood is that it might refer to an old Roman crossing point known as a ""bridge"". An artificial band of shale can see at low tide near the present Orwell Bridge and this may have been crossable in the past. This site has been managed as woodland at least since 1600, and it has several ancient oaks. There are also areas of pine, which are being thinned to create a more mixed woodland. There is access from the Stour and Orwell Walk, which goes through the wood.",0.5768269300460815,0.0005820067599415779,0.0028327815234661102,0.0013898093020543456,0.0006101190811023116,0.002011316129937768,0.0006041111773811281
Who is the architect of this building?,Architect,['Ángel Guido'],[],0,"The Rosariazo ([rosaˈɾjaso]) was a protest movement that consisted in demonstrations and strikes, in Rosario, province of Santa Fe, Argentina, between May and September 1969, during the military dictatorial rule of de facto President General Juan Carlos Onganía. The Rosariazo was caused by events in other parts of Argentina, and in turn triggered similar protests itself.",0.6795936822891235,0.0007191905751824379,0.003589953761547804,0.002808287274092436,0.0034787231124937534,0.004119969438761473,0.0015570904361084104
which mountain range is this mountain belong to?,Alps,['French Prealps'],[],0,"Thoiry ([twaʁi]) is a commune in the Ain department in eastern France. The little village was the scene of the September 1926 meeting between Aristide Briand of France and Gustav Stresemann of Germany. During the meeting the two discussed proposals for finally settling the various claims from the First World War, and their common interest in the then-fashionable paneuropean ideas. Ultimately, however, the meeting came to be a missed chance on the road to European integration, as neither statesman could carry domestic opinion with them on these issues. The highest peak in the Jura Mountains, the Crêt de la Neige, is located in the commune.",0.48605233430862427,0.011705685406923294,0.16201898455619812,0.21799905598163605,0.15278123319149017,0.7036627531051636,0.2906185984611511
On what date did this island officially open?,May 31 1997,['1997 5 31'],[],0,"The official opening for the bridge took place on May 31, 1997, with the first traffic crossing at approximately 5:00 p.m. ADT following a nationally televised ceremony which aired on CBC and included a sailpast of the schooner Bluenose II and several Canadian Coast Guard ships, a flyover by the Snowbirds, and an emotional farewell to the beloved ferries which made their final crossings that evening. It is estimated that almost 75,000 people participated in a ""Bridge Walk"" and ""Bridge Run"" during the hours immediately prior to the opening for traffic. In the days following the opening of the bridge, ferry operator Marine Atlantic disposed of its four vessels. The ferry terminals and docks in both ports were removed over the summer of 1997.",0.3429475426673889,0.22420881688594818,0.053201548755168915,0.04114406555891037,0.004457577131688595,0.1254185140132904,0.009494170546531677
Which (geo)physical feature is the lake located in or on?,Mountain,['Altai'],[],0,"The Papanasam dam also known as Karaiyar Dam is located 49 kilometres (30 mi) away from Tirunelveli in Tamil Nadu, India. The dam is used to irrigate 86,107 acres (34,846 ha) of paddy fields in Tirunelveli and Tuticorin districts.",0.49940335750579834,0.0006319880485534668,0.003754297038540244,0.0018872477812692523,0.002100041601806879,0.0022432412952184677,0.0006530169048346579
What is the basionym of this plant?,Melaleuca lanceolata,['Isomeris arborea'],[],0,"Melaleuca pungens is a shrub in the myrtle family Myrtaceae which is endemic to the south-west of Western Australia. It is very prickly, with a large number of spherical, yellow flower heads.",0.38111013174057007,0.6331057548522949,0.5159770250320435,0.13929739594459534,0.512836217880249,0.4946025013923645,0.05454741045832634
What is this building named after?,Queen elizabeth,['Duke of Bedford'],[],0,"The set was established in 1983 by Daniel Hollis QC (1925–2016). It was named after their former premises at Queen Elizabeth Building in the Temple which it left in 2010, moving to the City of London.",0.6510722041130066,0.027444498613476753,0.24801267683506012,0.26915398240089417,0.05691993236541748,0.08021940290927887,0.03906933590769768
What is the height of this bridge in metre?,100,['184'],[],0,"As of May 2010, the city had a total of 75.06 miles (120.80 km) of roadways, of which 64.30 miles (103.48 km) were maintained by the municipality, 8.39 miles (13.50 km) by Bergen County, 1.94 miles (3.12 km) by the New Jersey Department of Transportation, and 0.43 miles (0.69 km) by the New Jersey Turnpike Authority. Interstate 95 is the most prominent highway serving Englewood. It travels through Englewood for 0.43 miles (0.69 km) near the city's southern border with Leonia. Originally built by the New Jersey Department of Transportation, this section is now owned and operated as part of the New Jersey Turnpike, though it is not tolled. Route 4, Route 93, County Route 501, and County Route 505 also directly serve Englewood. The northern terminus of Route 93 is at the intersection with Route 4, but the road continues north as CR 501.",0.054255466908216476,0.0010122524108737707,0.005730752367526293,0.00998901017010212,0.0014524352736771107,0.007160187233239412,0.0021935750264674425
What is the length of the wingspan in metre of this bird?,79,['0.98'],[],0,"It ranges from 48–56 cm (19–22 in) in length and weighs 862–1,600 g (1.900–3.527 lb), with a wingspan of 79–89 cm (31–35 in). It is the largest species in the genus Aythya, being similar in size to a mallard but with a heavier and more compact build than it. 191 males wintering in western New York averaged 1,252 g (2.760 lb) and 54 females there averaged 1,154 g (2.544 lb). The canvasback has a distinctive wedge-shaped head and long graceful neck. The adult male (drake) has a black bill, a chestnut red head and neck, a black breast, a grayish back, black rump, and a blackish brown tail. The drake's sides, back, and belly are white with fine vermiculation resembling the weave of a canvas, which gave rise to the bird's common name. The bill is blackish and the legs and feet are bluish-gray. The iris is bright red in the spring, but duller in the winter. The adult female (hen) also has a black bill, a light brown head and neck, grading into a darker brown chest and foreback. The sides, flanks, and back are grayish brown. The bill is blackish and the legs and feet are bluish-gray. Its sloping profile distinguishes it from other ducks.",0.13821113109588623,0.27933600544929504,0.09883351624011993,0.06962943822145462,0.026611745357513428,0.2036009430885315,0.01079350896179676
Who occupies this building?,Actors,"[""Cité de l'architecture et du patrimoine | Musée national de la Marine de Paris | Théâtre national de Chaillot | Musée de l'Homme""]",[],0,"The Théâtre National de Chaillot (English: Chaillot National Theatre) is a theatre located in the Palais de Chaillot at 1, place du Trocadéro, in the 16th arrondissement of Paris. Close by the Eiffel Tower and the Trocadéro Gardens—the Théâtre de Chaillot is among the largest concert halls in Paris. It has long been synonymous with popular theatre and is especially associated with stars such as Jean Vilar and Antoine Vitez. In 1975 the French Ministry of Culture designated it as one of the four national theatres of Paris.",0.13763175904750824,0.0011963960714638233,0.0032276331912726164,0.002057876903563738,0.0005868669250048697,0.0044971308670938015,0.0007231163908727467
What is the country of origin of this animal?,Wales,['Scotland | United Kingdom'],[],0,"' The Cardigan Welsh Corgi (/ˈkɔːrɡi/; Welsh for ""dwarf dog"") is one of two separate dog breeds known as Welsh Corgis that originated in Wales; the other is the Pembroke Welsh Corgi. It is one of the oldest breeds of the British Isles. Cardigan Welsh Corgis are known to be an extremely loyal dog breed. They are also versatile and can live in a variety of settings.",0.9529137015342712,0.7025564908981323,0.4227002263069153,0.29034706950187683,0.7059052586555481,0.7255458235740662,0.2592827081680298
What is the topographic prominence of this mountain?,Very,['578'],[],0,The Chéran forms the commune's north-eastern border.,0.6133368611335754,0.0005654564592987299,0.0013360579032450914,0.0009969585807994008,0.0005782711086794734,0.0018165498040616512,0.0006648701382800937
where is this plant originally invented or found?,Oregon,['West Coast of the United States'],[],0,"Noble Woods Park is a wooded city park in Hillsboro, Oregon, United States. Located on approximately 40 acres (160,000 m²) along Rock Creek, the nature park with wetlands and forests is situated between West Baseline Road on the north and Southwest Borwick Road to the south near the Orenco neighborhood. The city acquired the land for the park in 1992 and opened the park in the eastern section of the city in 1998. Noble Woods has two entrances, a picnic area, and hiking trails.",0.8102987408638,0.21202178299427032,0.18480248749256134,0.25325918197631836,0.051191456615924835,0.05892264097929001,0.0462992787361145
how many centimetre is the wingspan of this bird?,100,['74.0-85.0'],[],0,Population trend: Population in 2016: 351 (2011 to 2016 population change: -12.3%) Population in 2011: 400 (2006 to 2011 population change: 1.8%) Population in 2006: 393 Population in 2001: 424 Population in 1996: 486 Population in 1991: 534 Private dwellings occupied by usual residents: 143 (total dwellings: 155) Mother tongue: English as first language: 0% French as first language: 100% English and French as first language: 0% Other as first language: 0%,0.08308476954698563,0.0016849946696311235,0.002243702532723546,0.004678383935242891,0.0006666889530606568,0.002235091757029295,0.0006463935715146363
What is the total quantity of produced items for this type of aircraft?,1,['283'],[],0,The Girjet fleet consisted of the following aircraft (at December 2007): 4 Fokker 100 1 Boeing 757-200 1 Boeing 747-200F GIRjet Cargo,0.3906777799129486,0.05864828824996948,0.005399332847446203,0.015964282676577568,0.0010211095213890076,0.00827611330896616,0.02079029381275177
Which historic county does this island belong to?,Zealand,['Northumberland'],[],0,Rivers of Denmark Denmark has approx. 900 streams with outlet to the sea. Almost half are less than 5 kilometres (3.1 mi) long. 52 of them are over 25 kilometres (16 mi) long and 17 are over 50 kilometres (31 mi) long. The longest river is Gudenå with 156.3 kilometres (97.1 mi) while Skjern Å has the largest discharge at the mouth with on average 30 m³/s. The rivers longer than 50 kilometres (31 mi) are:,0.48779603838920593,0.7714705467224121,0.2645949125289917,0.023687684908509254,0.0014474795898422599,0.19324423372745514,0.010911036282777786
In which year was this place first mentioned in writing?,1147,['1147'],[],1,"The Golden Ring of Russia (Russian: Золото́е кольцо́ Росси́и) unites old Russian cities of five Oblasts – usually excluding Moscow – as a well-known theme-route. The grouping is centred northeast of the capital. These were the north-eastern part of the ancient Rus'. The ring formerly comprised the region known as Zalesye. The idea of the route and the term was created in 1967 by Soviet historian and essayist Yuri Bychkov, who published in Sovetskaya Kultura in November–December 1967 a series of essays on the cities under the heading: ""Golden Ring"". Bychkov was one of the founders of ВООПИК: the All-Russian Society for the Protection of Monuments of History and Culture (these letters in Romanized form are VOOPIK). These ancient towns were heavily formative to the centrality of the Russian Orthodox Church in society. They preserve the memory of key events in medieval and Imperial Russian history. The towns have been called ""open-air museums"" and feature unique monuments of Russian architecture of the 12th–18th centuries, including kremlins, monasteries, cathedrals, and churches.  These towns are among the most picturesque in Russia and prominently feature Russia's onion domes.",0.02501586452126503,0.014827483333647251,0.21185827255249023,0.10034644603729248,0.09358515590429306,0.11800992488861084,0.01628708466887474
What is the hymenium type of this plant?,Mushroom,['lamella'],[],0,"Coprinopsis acuminata (Romagn.) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis aesontiensis A. Melzer, Ferisin & Dovana (2017) Coprinopsis africana (Pegler) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis afrocinerea Mešić, Tkalčec, Čerkez, I. Kušan & Matočec (2018) Coprinopsis afronivea Desjardin & B.A. Perry (2016) Coprinopsis albiflavida Voto (2021) Coprinopsis alcobae (A. Ortega) Valade (2014) Coprinopsis alnivora (Bogart) Voto (2019) Coprinopsis alopecia (Lasch) La Chiusa & Boffelli (2017) Coprinopsis alutaceivelata (Bogart) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis ammophilae (Courtec.) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis annulopora (Enderle) P. Specht & H. Schub. (2013) Coprinopsis arachnoidea P. Voto (2019) Coprinopsis argentea (P.D. Orton) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis asiaticiphlyctidospora Fukiharu & Horigome (2013) Coprinopsis atramentaria (Bull.) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis austrofriesii (Redhead & Pegler) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis austrophlyctidospora Fukiharu (2011) Coprinopsis babosiae L. Nagy, Vágvölgyi & Papp (2013) Coprinopsis bellula (Uljé) P. Roux & Eyssart. (2011) Coprinopsis bicornis (Uljé & Horvers) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis bogartii Voto (2021) Coprinopsis brunneistragulata (Bogart) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis brunneofibrillosa (Dennis) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis bubalina (Bogart) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis burkii (A.H. Sm.) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis calospora (Bas & Uljé) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis candidata (Uljé) Gminder & Böhning (2016) Coprinopsis candidolanata (Doveri & Uljé) Keirle, Hemmes & Desjardin (2004) Coprinopsis canoceps (Kauffman) Örstadius & E. Larss. (2015) Coprinopsis caracasensis (Dennis) Voto (2020) Coprinopsis caribaea (Pegler) Redhead, Vilgalys & Moncalvo (2001) Coprinopsis cerkezii Tkalčec, Mešić, I. Kušan & Matočec",0.2225879281759262,0.0016461287159472704,0.003917879890650511,0.004043500870466232,0.0015924854669719934,0.00861174426972866,0.0010344741167500615
